task,seed,subset,metric,value,n_test
CHEMBL262_Ki,117,overall,pearson,0.6868576332951519,173
CHEMBL262_Ki,117,cliff,rmse,0.8601621288712616,32
CHEMBL262_Ki,117,noncliff,rmse,0.8071852372036448,141
CHEMBL262_Ki,709,overall,rmse,0.8294832844285003,173
CHEMBL262_Ki,709,overall,mae,0.6623168260860645,173
CHEMBL262_Ki,709,overall,r2,0.42790084963730146,173
CHEMBL262_Ki,709,overall,spearman,0.6424134686252788,173
CHEMBL262_Ki,709,overall,pearson,0.6748185466533779,173
CHEMBL262_Ki,709,cliff,rmse,0.8993881223949293,32
CHEMBL262_Ki,709,noncliff,rmse,0.8127817044947062,141
CHEMBL264_Ki,42,overall,rmse,0.6536610584313803,574
CHEMBL264_Ki,42,overall,mae,0.4989940629235274,574
CHEMBL264_Ki,42,overall,r2,0.6332987058341595,574
CHEMBL264_Ki,42,overall,spearman,0.7865184634090819,574
CHEMBL264_Ki,42,overall,pearson,0.7972607329241169,574
CHEMBL264_Ki,42,cliff,rmse,0.6917930663995432,239
CHEMBL264_Ki,42,noncliff,rmse,0.6250361607640962,335
CHEMBL264_Ki,117,overall,rmse,0.660056251269202,574
CHEMBL264_Ki,117,overall,mae,0.5012200309900455,574
CHEMBL264_Ki,117,overall,r2,0.6260882489576368,574
CHEMBL264_Ki,117,overall,spearman,0.7856326702839723,574
CHEMBL264_Ki,117,overall,pearson,0.7930583877426302,574
CHEMBL264_Ki,117,cliff,rmse,0.6906571726376733,239
CHEMBL264_Ki,117,noncliff,rmse,0.6373271387066247,335
CHEMBL264_Ki,709,overall,rmse,0.647539298718534,574
CHEMBL264_Ki,709,overall,mae,0.4914190722906014,574
CHEMBL264_Ki,709,overall,r2,0.640135109049867,574
CHEMBL264_Ki,709,overall,spearman,0.7863486017904632,574
CHEMBL264_Ki,709,overall,pearson,0.800799496626819,574
CHEMBL264_Ki,709,cliff,rmse,0.6627574812427226,239
CHEMBL264_Ki,709,noncliff,rmse,0.6364597813218896,335
CHEMBL2835_Ki,42,overall,rmse,0.42452053068871604,126
CHEMBL2835_Ki,42,overall,mae,0.30270626227343794,126
CHEMBL2835_Ki,42,overall,r2,0.811050289487206,126
CHEMBL2835_Ki,42,overall,spearman,0.8402639670041245,126
CHEMBL2835_Ki,42,overall,pearson,0.9011166980348703,126
CHEMBL2835_Ki,42,cliff,rmse,0.7863319908305264,13
CHEMBL2835_Ki,42,noncliff,rmse,0.3603009288653492,113
CHEMBL2835_Ki,117,overall,rmse,0.41858143227506905,126
CHEMBL2835_Ki,117,overall,mae,0.2910594497593723,126
CHEMBL2835_Ki,117,overall,r2,0.8163001704499211,126
CHEMBL2835_Ki,117,overall,spearman,0.8506006749156356,126
CHEMBL2835_Ki,117,overall,pearson,0.9048017622421913,126
CHEMBL2835_Ki,117,cliff,rmse,0.7797040388374046,13
CHEMBL2835_Ki,117,noncliff,rmse,0.35415752332206285,113
CHEMBL2835_Ki,709,overall,rmse,0.42153754732254545,126
CHEMBL2835_Ki,709,overall,mae,0.2994376282705801,126
CHEMBL2835_Ki,709,overall,r2,0.8136963504272459,126
CHEMBL2835_Ki,709,overall,spearman,0.8165309336332959,126
CHEMBL2835_Ki,709,overall,pearson,0.9038293124942477,126
CHEMBL2835_Ki,709,cliff,rmse,0.7799686727480111,13
CHEMBL2835_Ki,709,noncliff,rmse,0.35797942274195915,113
CHEMBL287_Ki,42,overall,rmse,0.7640697278879989,267
CHEMBL287_Ki,42,overall,mae,0.5631031527626681,267
CHEMBL287_Ki,42,overall,r2,0.46829202506529477,267
CHEMBL287_Ki,42,overall,spearman,0.7193652839124476,267
CHEMBL287_Ki,42,overall,pearson,0.7099973467223526,267
CHEMBL287_Ki,42,cliff,rmse,0.7616384518932088,103
CHEMBL287_Ki,42,noncliff,rmse,0.7655927405092149,164
CHEMBL287_Ki,117,overall,rmse,0.7858335876374781,267
CHEMBL287_Ki,117,overall,mae,0.5885157806072617,267
CHEMBL287_Ki,117,overall,r2,0.4375701503922418,267
CHEMBL287_Ki,117,overall,spearman,0.7030529115006198,267
CHEMBL287_Ki,117,overall,pearson,0.691579986483546,267
CHEMBL287_Ki,117,cliff,rmse,0.7747368178217726,103
CHEMBL287_Ki,117,noncliff,rmse,0.7927234894232653,164
CHEMBL287_Ki,709,overall,rmse,0.7711770729232302,267
CHEMBL287_Ki,709,overall,mae,0.5740798981028775,267
CHEMBL287_Ki,709,overall,r2,0.45835416704739396,267
CHEMBL287_Ki,709,overall,spearman,0.7144294578472006,267
CHEMBL287_Ki,709,overall,pearson,0.7054576662464384,267
CHEMBL287_Ki,709,cliff,rmse,0.7818367269488341,103
CHEMBL287_Ki,709,noncliff,rmse,0.7644062976354911,164
CHEMBL2971_Ki,42,overall,rmse,0.7050031424079419,197
CHEMBL2971_Ki,42,overall,mae,0.49239770515778325,197
CHEMBL2971_Ki,42,overall,r2,0.7440480464267307,197
CHEMBL2971_Ki,42,overall,spearman,0.8505488951464297,197
CHEMBL2971_Ki,42,overall,pearson,0.8653423121815904,197
CHEMBL2971_Ki,42,cliff,rmse,0.8776753836351937,34
CHEMBL2971_Ki,42,noncliff,rmse,0.6633440065687772,163
CHEMBL2971_Ki,117,overall,rmse,0.6799826234371896,197
CHEMBL2971_Ki,117,overall,mae,0.4796853490192762,197
CHEMBL2971_Ki,117,overall,r2,0.7618931045407094,197
CHEMBL2971_Ki,117,overall,spearman,0.8619176327660738,197
CHEMBL2971_Ki,117,overall,pearson,0.8743045450747032,197
CHEMBL2971_Ki,117,cliff,rmse,0.8320133805604012,34
CHEMBL2971_Ki,117,noncliff,rmse,0.643760860917863,163
CHEMBL2971_Ki,709,overall,rmse,0.7025213140394044,197
CHEMBL2971_Ki,709,overall,mae,0.48305350699764865,197
CHEMBL2971_Ki,709,overall,r2,0.7458469340645154,197
CHEMBL2971_Ki,709,overall,spearman,0.8594847260547044,197
CHEMBL2971_Ki,709,overall,pearson,0.866228282273674,197
CHEMBL2971_Ki,709,cliff,rmse,0.8778241952739532,34
CHEMBL2971_Ki,709,noncliff,rmse,0.6601127898623994,163
CHEMBL3979_EC50,42,overall,rmse,0.6938118108940245,226
CHEMBL3979_EC50,42,overall,mae,0.5218885320038091,226
CHEMBL3979_EC50,42,overall,r2,0.6249788170169588,226
CHEMBL3979_EC50,42,overall,spearman,0.7876792327784492,226
CHEMBL3979_EC50,42,overall,pearson,0.7970915328709153,226
CHEMBL3979_EC50,42,cliff,rmse,0.6981794791358447,94
CHEMBL3979_EC50,42,noncliff,rmse,0.6906846643851697,132
CHEMBL3979_EC50,117,overall,rmse,0.6935017618092976,226
CHEMBL3979_EC50,117,overall,mae,0.5163297754298797,226
CHEMBL3979_EC50,117,overall,r2,0.6253139193959045,226
CHEMBL3979_EC50,117,overall,spearman,0.7887198679713592,226
CHEMBL3979_EC50,117,overall,pearson,0.7963232080036682,226
CHEMBL3979_EC50,117,cliff,rmse,0.6845549066418246,94
CHEMBL3979_EC50,117,noncliff,rmse,0.6998032800499927,132
CHEMBL3979_EC50,709,overall,rmse,0.6907141171959307,226
CHEMBL3979_EC50,709,overall,mae,0.5109045155485988,226
CHEMBL3979_EC50,709,overall,r2,0.6283200902193422,226
CHEMBL3979_EC50,709,overall,spearman,0.7894392681246994,226
CHEMBL3979_EC50,709,overall,pearson,0.798675997279047,226
CHEMBL3979_EC50,709,cliff,rmse,0.6992773076876169,94
CHEMBL3979_EC50,709,noncliff,rmse,0.6845507890955962,132
CHEMBL4005_Ki,42,overall,rmse,0.6820662539342077,193
CHEMBL4005_Ki,42,overall,mae,0.5336539749034523,193
CHEMBL4005_Ki,42,overall,r2,0.6010460378400928,193
CHEMBL4005_Ki,42,overall,spearman,0.7676356097430692,193
CHEMBL4005_Ki,42,overall,pearson,0.7833015771291753,193
CHEMBL4005_Ki,42,cliff,rmse,0.8019660831336137,81
CHEMBL4005_Ki,42,noncliff,rmse,0.5801112643404791,112
CHEMBL4005_Ki,117,overall,rmse,0.6773913106704281,193
CHEMBL4005_Ki,117,overall,mae,0.541363651895032,193
CHEMBL4005_Ki,117,overall,r2,0.6064962280232186,193
CHEMBL4005_Ki,117,overall,spearman,0.7762339084450616,193
CHEMBL4005_Ki,117,overall,pearson,0.7849105739478963,193
CHEMBL4005_Ki,117,cliff,rmse,0.7884115570400573,81
CHEMBL4005_Ki,117,noncliff,rmse,0.5840955248038336,112
CHEMBL4005_Ki,709,overall,rmse,0.6681781630818108,193
CHEMBL4005_Ki,709,overall,mae,0.5272141850206912,193
CHEMBL4005_Ki,709,overall,r2,0.6171274653007044,193
CHEMBL4005_Ki,709,overall,spearman,0.7803269056140163,193
CHEMBL4005_Ki,709,overall,pearson,0.7937476570640769,193
CHEMBL4005_Ki,709,cliff,rmse,0.78128668552946,81
CHEMBL4005_Ki,709,noncliff,rmse,0.5726197429102443,112
CHEMBL4203_Ki,42,overall,rmse,0.994744408289289,149
CHEMBL4203_Ki,42,overall,mae,0.7963416898845904,149
CHEMBL4203_Ki,42,overall,r2,0.1396587278109378,149
CHEMBL4203_Ki,42,overall,spearman,0.4099365136949029,149
CHEMBL4203_Ki,42,overall,pearson,0.4681672121678343,149
CHEMBL4203_Ki,42,cliff,rmse,1.267022192032571,13
CHEMBL4203_Ki,42,noncliff,rmse,0.9647022596881865,136
CHEMBL4203_Ki,117,overall,rmse,0.9748552860968811,149
CHEMBL4203_Ki,117,overall,mae,0.7671339238444842,149
CHEMBL4203_Ki,117,overall,r2,0.17371846780916977,149
CHEMBL4203_Ki,117,overall,spearman,0.43669145655722846,149
CHEMBL4203_Ki,117,overall,pearson,0.49852555334616383,149
CHEMBL4203_Ki,117,cliff,rmse,1.296694450855469,13
CHEMBL4203_Ki,117,noncliff,rmse,0.9383287200342519,136
CHEMBL4203_Ki,709,overall,rmse,1.0252831228584975,149
CHEMBL4203_Ki,709,overall,mae,0.8113334106229777,149
CHEMBL4203_Ki,709,overall,r2,0.08602280147887853,149
CHEMBL4203_Ki,709,overall,spearman,0.38761835661164523,149
CHEMBL4203_Ki,709,overall,pearson,0.44988172681775157,149
CHEMBL4203_Ki,709,cliff,rmse,1.333803811529004,13
CHEMBL4203_Ki,709,noncliff,rmse,0.9907743292396266,136
CHEMBL4616_EC50,42,overall,rmse,0.7069021883204807,139
CHEMBL4616_EC50,42,overall,mae,0.5526733245136439,139
CHEMBL4616_EC50,42,overall,r2,0.40375663983286547,139
CHEMBL4616_EC50,42,overall,spearman,0.6026006523973367,139
CHEMBL4616_EC50,42,overall,pearson,0.6496599634738838,139
CHEMBL4616_EC50,42,cliff,rmse,0.758832130877434,73
CHEMBL4616_EC50,42,noncliff,rmse,0.6446102302151803,66
CHEMBL4616_EC50,117,overall,rmse,0.7110429662229235,139
CHEMBL4616_EC50,117,overall,mae,0.5781962457613027,139
CHEMBL4616_EC50,117,overall,r2,0.3967510247224635,139
CHEMBL4616_EC50,117,overall,spearman,0.609348049510702,139
CHEMBL4616_EC50,117,overall,pearson,0.6429035336411919,139
CHEMBL4616_EC50,117,cliff,rmse,0.7864628034644595,73
CHEMBL4616_EC50,117,noncliff,rmse,0.6169779570282301,66
CHEMBL4616_EC50,709,overall,rmse,0.7040010076790147,139
CHEMBL4616_EC50,709,overall,mae,0.5406030693718905,139
CHEMBL4616_EC50,709,overall,r2,0.4086406537374897,139
CHEMBL4616_EC50,709,overall,spearman,0.6407346172751238,139
CHEMBL4616_EC50,709,overall,pearson,0.6451467510195197,139
CHEMBL4616_EC50,709,cliff,rmse,0.7694856078839533,73
CHEMBL4616_EC50,709,noncliff,rmse,0.6236127618010802,66
CHEMBL4792_Ki,42,overall,rmse,0.7273942915692693,297
CHEMBL4792_Ki,42,overall,mae,0.5681813866797254,297
CHEMBL4792_Ki,42,overall,r2,0.619279437888862,297
CHEMBL4792_Ki,42,overall,spearman,0.7638767504539319,297
CHEMBL4792_Ki,42,overall,pearson,0.7891573923950761,297
CHEMBL4792_Ki,42,cliff,rmse,0.7465086875275556,160
CHEMBL4792_Ki,42,noncliff,rmse,0.7044146193587464,137
CHEMBL4792_Ki,117,overall,rmse,0.7156035718783866,297
CHEMBL4792_Ki,117,overall,mae,0.5671587650588403,297
CHEMBL4792_Ki,117,overall,r2,0.631522006843271,297
CHEMBL4792_Ki,117,overall,spearman,0.7710036149633467,297
CHEMBL4792_Ki,117,overall,pearson,0.7959447501015453,297
CHEMBL4792_Ki,117,cliff,rmse,0.7434744970285508,160
CHEMBL4792_Ki,117,noncliff,rmse,0.6816124279872762,137
CHEMBL4792_Ki,709,overall,rmse,0.7211709924455971,297
CHEMBL4792_Ki,709,overall,mae,0.569675002692279,297
CHEMBL4792_Ki,709,overall,r2,0.6257661601705353,297
CHEMBL4792_Ki,709,overall,spearman,0.7612672159652026,297
CHEMBL4792_Ki,709,overall,pearson,0.7930733841221824,297
CHEMBL4792_Ki,709,cliff,rmse,0.7386387341396343,160
CHEMBL4792_Ki,709,noncliff,rmse,0.7002193012632123,137
