task,features,metric,mean,std
MoleculeACE,fp,macro_rmse,0.7374,0.0814
MoleculeACE,fp+desc,macro_rmse,0.7324,0.0839
MoleculeACE,CLMunsup,macro_rmse,0.8401,0.1017
MoleculeACE,fp+CLMunsup,macro_rmse,0.7838,0.0862
MoleculeACE,fp+desc+CLMunsup,macro_rmse,0.7324,0.0828
