mode,klass,pair_id,smiles_a,smiles_b,note
c_to_n,A,c_to_n_089,Cc1nc(N)nc(-c2cc(Cl)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,Cc1nc(N)nc(-c2nc(Cl)cnc2Nc2cnc(Cl)c(NS(=O)(=O)N(C)C)c2)n1,aromatic C->N at atom 8 (benzene -> pyridine)
c_to_n,A,c_to_n_090,CNCCCC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc1ccccc1)C(=O)N1CCCN(C(=N)N)CC1,CNCCCC[C@@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](Cc1ccccn1)NC(=O)[C@H](N)Cc1ccccc1)C(=O)N1CCCN(C(=N)N)CC1,aromatic C->N at atom 21 (benzene -> pyridine)
c_to_n,A,c_to_n_091,Cc1cn[nH]c1,Cc1c[nH]nn1,aromatic C->N at atom 2 (benzene -> pyridine)
c_to_n,A,c_to_n_092,CCN(CC)C(=O)c1ccc(C2=CC3(CCOCC3)Oc3ccccc32)cc1,CCN(CC)C(=O)c1ccc(C2=CC3(CCOCC3)Oc3ccccc32)cn1,aromatic C->N at atom 8 (benzene -> pyridine)
c_to_n,A,c_to_n_093,N=C(N)NC(=O)Cc1c(Cl)cccc1Cl,N=C(N)NC(=O)Cc1c(Cl)ccnc1Cl,aromatic C->N at atom 10 (benzene -> pyridine)
c_to_n,A,c_to_n_094,CCC(CC)C(=O)N(Cc1ccccc1)[C@H](C)CN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2,CCC(CC)C(=O)N(Cc1ccccn1)[C@H](C)CN1[C@@H]2CC[C@H]1C[C@@H](c1cccc(O)c1)C2,aromatic C->N at atom 10 (benzene -> pyridine)
c_to_n,A,c_to_n_095,NC(=O)[C@@H]1Cc2ccccc2CN1C(=O)CCCCN1CCN(c2noc3ccccc23)CC1,NC(=O)[C@@H]1Cc2ncccc2CN1C(=O)CCCCN1CCN(c2noc3ccccc23)CC1,aromatic C->N at atom 6 (benzene -> pyridine)
c_to_n,A,c_to_n_096,CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4cc(Br)c(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,CO[C@]12CC[C@@]3(C[C@@H]1[C@@](C)(O)C(C)(C)C)[C@H]1Cc4nc(Br)c(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,aromatic C->N at atom 18 (benzene -> pyridine)
c_to_n,A,c_to_n_097,c1ccc(-c2cccc(N3CCNCC3)c2)cc1,c1cc(-c2ccncc2)cc(N2CCNCC2)c1,aromatic C->N at atom 0 (benzene -> pyridine)
c_to_n,A,c_to_n_098,Clc1cc(Cl)c2c(c1)N=C1CCCCCN1C2,Clc1cc2c(c(Cl)n1)CN1CCCCCC1=N2,aromatic C->N at atom 2 (benzene -> pyridine)
c_to_n,A,c_to_n_099,C(=C\c1ccccc1)\c1ccccc1,C(=C\c1ccccn1)\c1ccccc1,aromatic C->N at atom 3 (benzene -> pyridine)
add_methyl,A,add_methyl_000,CC(=N)N1CCC(Oc2ccc3cc(C(=O)N(C)C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,CC(=N)N1CCC(Oc2cc3c(cc2C)cc(C(=O)N(C)C)n3Cc2ccc3ccc(C(=N)N)cc3c2)CC1,+CH3 on aromatic atom 9
add_methyl,A,add_methyl_001,Clc1cccc(Oc2ncccc2C2CCNCC2)c1Cl,Cc1ccc(Oc2ncccc2C2CCNCC2)c(Cl)c1Cl,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_002,Cn1c(SCCCN2CC3CCN(c4ccc(C#N)cc4)C3C2)nnc1-c1cnccn1,Cc1cc(C#N)ccc1N1CCC2CN(CCCSc3nnc(-c4cnccn4)n3C)CC21,+CH3 on aromatic atom 14
add_methyl,A,add_methyl_003,Cc1cccc(N2C[C@@H]3CCN(C(=O)c4cc(F)ccc4-n4nccn4)C[C@@H]32)n1,Cc1ccc(N2C[C@@H]3CCN(C(=O)c4cc(F)ccc4-n4nccn4)C[C@@H]32)nc1C,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_004,CCCCOc1ccc(-c2ccc(C)c(C(=O)O)c2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,CCCCOc1c(C)cc(-c2ccc(C)c(C(=O)O)c2)cc1CNC(=O)c1ccc(C(F)(F)F)cc1F,+CH3 on aromatic atom 6
add_methyl,A,add_methyl_005,CN(c1nc2ccccc2s1)C1CCN(CCCCOc2ccccc2)C1,Cc1cccc2sc(N(C)C3CCN(CCCCOc4ccccc4)C3)nc12,+CH3 on aromatic atom 5
add_methyl,A,add_methyl_006,CCOc1cc(CN2CCC(Nc3nc4ccccc4o3)CC2)ccc1F,CCOc1c(F)ccc(CN2CCC(Nc3nc4ccccc4o3)CC2)c1C,+CH3 on aromatic atom 4
add_methyl,A,add_methyl_007,Clc1ccc2c(Nc3ccc(OCCCN4CCCCC4)cc3)ccnc2c1,Cc1cc2c(Nc3ccc(OCCCN4CCCCC4)cc3)ccnc2cc1Cl,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_008,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C(=O)Nc4cccnc4)n3)c(C(F)(F)F)c2)CC1,Cc1cc(-c2cnc(N)c(C(=O)Nc3cccnc3)n2)c(C(F)(F)F)cc1S(=O)(=O)N1CCN(C)CC1,+CH3 on aromatic atom 9
add_methyl,A,add_methyl_009,CC(C)N(CCN1C=CC=CC=C1)C(=O)[C@H](C)N1CC[C@H](NS(=O)(=O)c2ccc3cc(Cl)ccc3c2)C1=O,Cc1cc2cc(Cl)ccc2cc1S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N(CCN2C=CC=CC=C2)C(C)C)C1=O,+CH3 on aromatic atom 26
add_methyl,A,add_methyl_010,Cc1ccccc1C(c1ccccc1C)N1CCC(O)(c2ccccc2CN)CC1,Cc1ccccc1C(c1cccc(C)c1C)N1CCC(O)(c2ccccc2CN)CC1,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_011,O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1ccccc1,Cc1cc(O)c2c3c1C[C@H]1N(CC4CC4)CC[C@@]34[C@@H](O2)[C@H](NC(=O)c2ccccc2)CC[C@@]14O,+CH3 on aromatic atom 11
add_methyl,A,add_methyl_012,O=C(NCCCCN1CCN(C(c2ccccc2)c2ccccc2)CC1)c1cccs1,Cc1ccccc1C(c1ccccc1)N1CCN(CCCCNC(=O)c2cccs2)CC1,+CH3 on aromatic atom 13
add_methyl,A,add_methyl_013,COc1ccc(N2CCN(CC[C@H]3CC[C@H](NC(=O)c4cccs4)CC3)CC2)cc1,COc1ccc(N2CCN(CC[C@H]3CC[C@H](NC(=O)c4cccs4)CC3)CC2)cc1C,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_014,COc1ccc(CNCc2ccc(Oc3cccnc3)c(F)c2)cc1O,COc1c(C)cc(CNCc2ccc(Oc3cccnc3)c(F)c2)cc1O,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_015,C[C@H]1[C@H]2Cc3ccc(C(N)=O)cc3[C@@]1(C)CCN2C[C@H]1CCCO1,Cc1cc(C(N)=O)cc2c1C[C@@H]1[C@H](C)[C@]2(C)CCN1C[C@H]1CCCO1,+CH3 on aromatic atom 5
add_methyl,A,add_methyl_016,Cc1cc(OCCCON=C(N)N)cc(C(=O)N(Cc2ccccn2)CC2CC2)c1,Cc1cc(C(=O)N(Cc2ccccn2)CC2CC2)cc(OCCCON=C(N)N)c1C,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_017,O=c1c(NCc2ccc(Cl)cc2)c(Nc2ccncc2)c1=O,Cc1cc(Cl)ccc1CNc1c(Nc2ccncc2)c(=O)c1=O,+CH3 on aromatic atom 6
add_methyl,A,add_methyl_018,Cc1c(-c2ccccc2Cl)nc(O)n1C1CCN(Cc2ccccc2)CC1,Cc1cccc(Cl)c1-c1nc(O)n(C2CCN(Cc3ccccc3)CC2)c1C,+CH3 on aromatic atom 4
add_methyl,A,add_methyl_019,C[C@H]1C2Cc3cc([N+](=O)[O-])c(O)cc3[C@@]1(C)CCN2CC1CC1,Cc1c2c(cc(O)c1[N+](=O)[O-])[C@@]1(C)CCN(CC3CC3)C(C2)[C@@H]1C,+CH3 on aromatic atom 5
add_methyl,A,add_methyl_020,Cc1ccc(NS(=O)(=O)Cc2ccccc2)c(=O)n1CC(=O)NC[C@@H]1CNC(N)=N[C@@H]1C,Cc1cc(NS(=O)(=O)Cc2ccccc2)c(=O)n(CC(=O)NC[C@@H]2CNC(N)=N[C@@H]2C)c1C,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_021,Cc1sc(-c2ccc(Cl)cc2)nc1OC(=O)N1CCC(N2CCCCC2)CC1,Cc1cc(Cl)ccc1-c1nc(OC(=O)N2CCC(N3CCCCC3)CC2)c(C)s1,+CH3 on aromatic atom 5
add_methyl,A,add_methyl_022,N=C(N)NCCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2ccc3ccccc3c2)CC1,Cc1ccc(C(=N)N)cc1C[C@H](NS(=O)(=O)c1ccc2ccccc2c1)C(=O)N1CCC(CCCNC(=N)N)CC1,+CH3 on aromatic atom 16
add_methyl,A,add_methyl_023,COC(=O)/C=C1/CN2C3CCC2C1C(c1ccc(Br)cc1)C3,COC(=O)/C=C1/CN2C3CCC2C1C(c1ccc(Br)cc1C)C3,+CH3 on aromatic atom 15
add_methyl,A,add_methyl_024,NC1=[NH+]C(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN21,Cc1cc(OC(F)(F)F)ccc1C1(c2cccc(-c3cccnc3F)c2)[NH+]=C(N)N2CCCN=C21,+CH3 on aromatic atom 5
add_methyl,A,add_methyl_025,NC(=O)[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N1,Cc1cc(O)ccc1C[C@H](N)C(=O)N[C@@H]1CSSC[C@@H](C(N)=O)NC(=O)[C@H](Cc2cccc3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC1=O,+CH3 on aromatic atom 16
add_methyl,A,add_methyl_026,O=C(N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)c1ccncc1,Cc1cc2c3c(c1O)O[C@H]1C(=O)CC[C@@]4(NC(=O)c5ccncc5)[C@@H](C2)N(CC2CC2)CC[C@]314,+CH3 on aromatic atom 13
add_methyl,A,add_methyl_027,O=C(Nc1ccc(Cl)cc1C(=O)O)c1cccc(S(=O)(=O)N2CCc3c(O)cccc3C2)c1,Cc1cc(Cl)cc(C(=O)O)c1NC(=O)c1cccc(S(=O)(=O)N2CCc3c(O)cccc3C2)c1,+CH3 on aromatic atom 4
add_methyl,A,add_methyl_028,COc1cccc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(N3CCCCS3(=O)=O)c2)c1,COc1cc(C[NH2+]C[C@H](O)[C@H](Cc2cc(F)cc(F)c2)NC(=O)c2cc(C(C)=O)cc(N3CCCCS3(=O)=O)c2)ccc1C,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_029,CS(=O)(=O)N(c1cccnc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1,Cc1ccncc1N(c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1)S(C)(=O)=O,+CH3 on aromatic atom 6
add_methyl,A,add_methyl_030,CCC(C(=O)O)C1CCc2cc(OCCc3nc(-c4ccc5c(c4)OCO5)oc3C)ccc21,CCC(C(=O)O)C1CCc2c1ccc(OCCc1nc(-c3ccc4c(c3)OCO4)oc1C)c2C,+CH3 on aromatic atom 10
add_methyl,A,add_methyl_031,CCCc1c2oc(C(=O)O)cc(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,CCCc1c2oc(C(=O)O)c(C)c(=O)c2cc2c(=O)cc(C(=O)O)n(CC)c12,+CH3 on aromatic atom 10
add_methyl,A,add_methyl_032,CN1CCC(Oc2ccc(C#N)cc2)CC1,Cc1cc(C#N)ccc1OC1CCN(C)CC1,+CH3 on aromatic atom 7
add_methyl,A,add_methyl_033,CC[C@@]12CCN(CC3CC3)C[C@@H]1Oc1ccc(O)cc12,CC[C@@]12CCN(CC3CC3)C[C@@H]1Oc1c(C)cc(O)cc12,+CH3 on aromatic atom 14
add_methyl,A,add_methyl_034,CN(CCN1CCCC1)C1CCc2cc(Cl)c(Cl)cc2C1,Cc1c(Cl)c(Cl)cc2c1CCC(N(C)CCN1CCCC1)C2,+CH3 on aromatic atom 13
add_methyl,A,add_methyl_035,CCCCCS(=O)(=O)NC(=O)/C=C/c1ccc(OCCOC2CC2)cc1Oc1ncc(C(F)(F)F)cc1Cl,CCCCCS(=O)(=O)NC(=O)/C=C/c1c(C)cc(OCCOC2CC2)cc1Oc1ncc(C(F)(F)F)cc1Cl,+CH3 on aromatic atom 14
add_methyl,A,add_methyl_036,Cc1ccc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)ccc(Cl)c2n1,Cc1cc2c(N3CCN(CCc4ccc5c(c4)NC(=O)CO5)CC3)ccc(Cl)c2nc1C,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_037,Clc1ccc(-c2cc(C3CCN(CCc4ccccc4)CC3)[nH]n2)cc1,Cc1cc(-c2cc(C3CCN(CCc4ccccc4)CC3)[nH]n2)ccc1Cl,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_038,CNC(=O)CCCC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NS(=O)(=O)c2cccc(-c3ccc(Cl)c(Cl)c3)c2)CC1,CNC(=O)CCCC1CCN(C(=O)[C@H](Cc2cc(C(=N)N)ccc2C)NS(=O)(=O)c2cccc(-c3ccc(Cl)c(Cl)c3)c2)CC1,+CH3 on aromatic atom 16
add_methyl,A,add_methyl_039,CN(C)c1cnc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2n1,Cc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2nc1N(C)C,+CH3 on aromatic atom 4
add_methyl,A,add_methyl_040,CCc1ccc(Br)cc1,CCc1ccc(Br)cc1C,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_041,COc1ccccc1N1CCN(CCCCNC(=O)c2cc3ccc(C#N)cc3[nH]2)CC1,COc1c(C)cccc1N1CCN(CCCCNC(=O)c2cc3ccc(C#N)cc3[nH]2)CC1,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_042,CN1CCN(c2nc(N)nc(CSc3ccccc3)n2)CC1,Cc1ccccc1SCc1nc(N)nc(N2CCN(C)CC2)n1,+CH3 on aromatic atom 14
add_methyl,A,add_methyl_043,N=C(N)c1ccc(O)c(Oc2cc(C(=O)O)cc(Oc3cccc(-n4ccnc4)c3)n2)c1,Cc1cc(O)c(Oc2cc(C(=O)O)cc(Oc3cccc(-n4ccnc4)c3)n2)cc1C(=N)N,+CH3 on aromatic atom 4
add_methyl,A,add_methyl_044,CCOC(=O)CCCN1CCC(n2cc(NC(=O)c3c(N)nn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,CCOC(=O)CCCN1CCC(n2nc(-c3cc(Cl)ccc3OC(F)F)c(NC(=O)c3c(N)nn4cccnc34)c2C)CC1,+CH3 on aromatic atom 13
add_methyl,A,add_methyl_045,CCn1ncc(NC(=O)c2nc(-c3ccccc3F)sc2N)c1N1CCC(N)C(OC)CC1,CCn1nc(C)c(NC(=O)c2nc(-c3ccccc3F)sc2N)c1N1CCC(N)C(OC)CC1,+CH3 on aromatic atom 4
add_methyl,A,add_methyl_046,C[C@H](C1=C(CCN(C)Cc2nccs2)Cc2ccccc21)c1cnccn1,Cc1csc(CN(C)CCC2=C([C@@H](C)c3cnccn3)c3ccccc3C2)n1,+CH3 on aromatic atom 11
add_methyl,A,add_methyl_047,Cc1ncc(CO)cc1-c1ccc2cc(NC(=O)C3CC3)ncc2c1,Cc1nc(C)c(-c2ccc3cc(NC(=O)C4CC4)ncc3c2)cc1CO,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_048,Cc1cccc(C(c2ccccc2)N2CCC(O)(c3ccccc3)CC2)c1,Cc1ccc(C(c2ccccc2)N2CCC(O)(c3ccccc3)CC2)cc1C,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_049,CN(C)C1(c2ccccc2)CCC2(CC1)NCCc1c2[nH]c2ccccc12,Cc1ccccc1C1(N(C)C)CCC2(CC1)NCCc1c2[nH]c2ccccc12,+CH3 on aromatic atom 5
add_methyl,A,add_methyl_050,CC(C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,Cc1ccc2[nH]cc3c2c1C1=C[C@@H](C(=O)N[C@]2(C(C)C)O[C@@]4(O)[C@@H]5CCCN5C(=O)[C@H](C(C)C)N4C2=O)CN(C)[C@@H]1C3,+CH3 on aromatic atom 22
add_methyl,A,add_methyl_051,CCCNC1CCc2c(cccc2OC)C1,CCCNC1CCc2c(OC)ccc(C)c2C1,+CH3 on aromatic atom 9
add_methyl,A,add_methyl_052,Cc1nc2ccccn2c1-c1csc(Nc2ccc(O)cc2)n1,Cc1nc2c(C)cccn2c1-c1csc(Nc2ccc(O)cc2)n1,+CH3 on aromatic atom 4
add_methyl,A,add_methyl_053,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c4c(c3)C3(CCC3)CN4)C2O)c1,Cc1ccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(F)c4c(c3)C3(CCC3)CN4)C2O)cc1C(C)(C)C,+CH3 on aromatic atom 5
add_methyl,A,add_methyl_054,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)n3ccc4ccc(Cl)cc43)c2)c(C(=O)O)c1,Cc1cc(NC(=O)c2cccc(S(=O)(=O)n3ccc4ccc(Cl)cc43)c2)c(C(=O)O)cc1C,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_055,C=C(Br)CN1[C@H]2CC[C@@H]1[C@@H](C(=O)OC)[C@@H](c1ccc(I)cc1)C2,C=C(Br)CN1[C@H]2CC[C@@H]1[C@@H](C(=O)OC)[C@@H](c1ccc(I)cc1C)C2,+CH3 on aromatic atom 16
add_methyl,A,add_methyl_056,COc1ccc(C(=O)N2C[C@H](Oc3cc(C#N)ccn3)CC[C@H]2C)c(-n2nccn2)n1,COc1nc(-n2nccn2)c(C(=O)N2C[C@H](Oc3cc(C#N)ccn3)CC[C@H]2C)cc1C,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_057,Clc1ccccc1OCCNCCCOc1ccccc1,Cc1cccc(OCCNCCCOc2ccccc2)c1Cl,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_058,Cc1ccc2[nH]c(C(=O)N[C@H]3CN(S(=O)(=O)c4ccnnc4)C[C@@H]3C(=O)NCCN(C)C)cc2c1,Cc1cc2cc(C(=O)N[C@H]3CN(S(=O)(=O)c4ccnnc4)C[C@@H]3C(=O)NCCN(C)C)[nH]c2cc1C,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_059,CCN(Cc1ccc(-c2cc(S(=O)(=O)CC)ccc2OC)[nH]1)Cc1ccccc1Cl,CCN(Cc1ccccc1Cl)Cc1[nH]c(-c2cc(S(=O)(=O)CC)ccc2OC)cc1C,+CH3 on aromatic atom 5
add_methyl,A,add_methyl_060,c1nc(CC2CCN(C3CCCCC3)CC2)c[nH]1,Cc1nc(CC2CCN(C3CCCCC3)CC2)c[nH]1,+CH3 on aromatic atom 0
add_methyl,A,add_methyl_061,CCCCCCCCCCCC[n+]1ccc2ccccc2c1,CCCCCCCCCCCC[n+]1cc2ccccc2cc1C,+CH3 on aromatic atom 13
add_methyl,A,add_methyl_062,OCC#Cc1ccc(OCCCN2CCCCC2)cc1,Cc1cc(OCCCN2CCCCC2)ccc1C#CCO,+CH3 on aromatic atom 5
add_methyl,A,add_methyl_063,CCC(CC(=O)NCCC1CC[NH2+]C1)n1c(N)nc2cc(Cl)ccc21,CCC(CC(=O)NCCC1CC[NH2+]C1)n1c(N)nc2c(C)c(Cl)ccc21,+CH3 on aromatic atom 19
add_methyl,A,add_methyl_064,Clc1ccc(OCCCN2CCC(N3CCCCC3)CC2)cc1,Cc1cc(OCCCN2CCC(N3CCCCC3)CC2)ccc1Cl,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_065,CN(C)C1(c2ccccc2)CCC(c2ccccc2)(N(C)C)CC1,Cc1ccccc1C1(N(C)C)CCC(c2ccccc2)(N(C)C)CC1,+CH3 on aromatic atom 5
add_methyl,A,add_methyl_066,CC(C)c1nc(CN2CC[C@H](c3ccccc3)C2)cs1,Cc1ccccc1[C@H]1CCN(Cc2csc(C(C)C)n2)C1,+CH3 on aromatic atom 12
add_methyl,A,add_methyl_067,COc1ccc(NS(=O)(=O)c2ccc(-c3cc(C)cs3)cc2)cc1N1C[C@@H](C)N[C@@H](C)C1,COc1c(C)cc(NS(=O)(=O)c2ccc(-c3cc(C)cs3)cc2)cc1N1C[C@@H](C)N[C@@H](C)C1,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_068,O=C(Nc1cnccn1)Nc1ccnc2ccc(N3CC4COCC4C3)cc12,Cc1nccnc1NC(=O)Nc1ccnc2ccc(N3CC4COCC4C3)cc12,+CH3 on aromatic atom 4
add_methyl,A,add_methyl_069,Cc1ccc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)[C@H](C)C3)cccc2n1,Cc1cc2c(N3CCN(CCCc4cccc5c4OCC(=O)N5C)[C@H](C)C3)cccc2nc1C,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_070,COc1ccccc1N1CCN(Cc2c[nH]c3ncccc23)CC1,COc1c(C)cccc1N1CCN(Cc2c[nH]c3ncccc23)CC1,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_071,OC1(c2ccccc2Cl)CCN(Cc2c[nH]c3ccccc23)CC1,Cc1cccc(Cl)c1C1(O)CCN(Cc2c[nH]c3ccccc23)CC1,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_072,CN1CCN(Cc2ccccc2-c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc6onc(N)c6c5)c4C3=O)cc2)CC1,Cc1cccc(-c2ccc(N3CCc4c(C(F)(F)F)nn(-c5ccc6onc(N)c6c5)c4C3=O)cc2)c1CN1CCN(C)CC1,+CH3 on aromatic atom 7
add_methyl,A,add_methyl_073,CCn1cc(-c2cc3c(-c4ccc(=O)n(CC5(C(N)=O)CC5)c4)n[nH]c3cn2)cn1,CCn1ncc(-c2cc3c(-c4ccc(=O)n(CC5(C(N)=O)CC5)c4)n[nH]c3cn2)c1C,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_074,O=C(O)C[C@H]1C[C@@]2(O)[C@H]3Cc4ccc(O)cc4[C@@]2(CCN3CC2CC2)CC1=O,Cc1cc(O)cc2c1C[C@H]1N(CC3CC3)CC[C@@]23CC(=O)[C@@H](CC(=O)O)C[C@@]13O,+CH3 on aromatic atom 11
add_methyl,A,add_methyl_075,COc1ccc(Br)cc1-c1nc(CNC2CCN(Cc3ccccc3)CC2)co1,COc1c(C)cc(Br)cc1-c1nc(CNC2CCN(Cc3ccccc3)CC2)co1,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_076,NC(=O)C[C@H]1COc2cc(F)ccc2N1C(=O)c1ccc2c(c1)NC(=O)CO2,Cc1c(F)ccc2c1OC[C@H](CC(N)=O)N2C(=O)c1ccc2c(c1)NC(=O)CO2,+CH3 on aromatic atom 8
add_methyl,A,add_methyl_077,C1=C(c2c[nH]c3ccccc23)CC2CCC1N2CCOc1cccc2c1OCCO2,Cc1[nH]c2ccccc2c1C1=CC2CCC(C1)N2CCOc1cccc2c1OCCO2,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_078,CCCOC[C@@H]1[C@H]2CNC[C@]21c1ccc(Cl)c(Cl)c1,CCCOC[C@@H]1[C@H]2CNC[C@]21c1cc(Cl)c(Cl)cc1C,+CH3 on aromatic atom 12
add_methyl,A,add_methyl_079,CC(C)c1ccccc1OCCN1CCC(NS(=O)(=O)c2ccc(F)c(F)c2)CC1,Cc1cccc(OCCN2CCC(NS(=O)(=O)c3ccc(F)c(F)c3)CC2)c1C(C)C,+CH3 on aromatic atom 4
add_methyl,A,add_methyl_080,C[C@H]1C2Cc3ccc(NCc4ccccc4)cc3[C@@]1(C)CCN2CC1CC1,Cc1cc(NCc2ccccc2)cc2c1CC1[C@H](C)[C@]2(C)CCN1CC1CC1,+CH3 on aromatic atom 5
add_methyl,A,add_methyl_081,Cc1ccc([C@@](C)(O)[C@H]2CCCC3=Cc4c(-c5ccc(F)cc5)ncn4C[C@@]32C)s1,Cc1cc([C@@](C)(O)[C@H]2CCCC3=Cc4c(-c5ccc(F)cc5)ncn4C[C@@]32C)sc1C,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_082,CN1CC(C)(COc2ccc(C(=N)N)cc2)Oc2cc(N(Cc3ccc(F)cc3)C(=O)C(=O)O)ccc21,Cc1cc(C(=N)N)ccc1OCC1(C)CN(C)c2ccc(N(Cc3ccc(F)cc3)C(=O)C(=O)O)cc2O1,+CH3 on aromatic atom 8
add_methyl,A,add_methyl_083,O=C(CCCN1CCC(O)(c2cc3ccc2CCc2ccc(cc2)CC3)CC1)c1cc2ccc1CCc1ccc(cc1)CC2,Cc1c2ccc(c1C1(O)CCN(CCCC(=O)c3cc4ccc3CCc3ccc(cc3)CC4)CC1)CCc1ccc(cc1)CC2,+CH3 on aromatic atom 11
add_methyl,A,add_methyl_084,COc1cc2c(cc1N1CCNCC1)N(S(=O)(=O)c1ccc(-c3ccccn3)s1)CC2,COc1c(N2CCNCC2)cc2c(c1C)CCN2S(=O)(=O)c1ccc(-c2ccccn2)s1,+CH3 on aromatic atom 3
add_methyl,A,add_methyl_085,O=C(NCCCCN1CCN(c2ccccc2Cl)CC1)c1ccc(-c2ccsc2)cc1,Cc1cccc(Cl)c1N1CCN(CCCCNC(=O)c2ccc(-c3ccsc3)cc2)CC1,+CH3 on aromatic atom 12
add_methyl,A,add_methyl_086,COCCOc1ccc(-c2nc(C)nc(N)n2)c(Nc2cnc(OC)c(F)c2)n1,COCCOc1nc(Nc2cnc(OC)c(F)c2)c(-c2nc(C)nc(N)n2)cc1C,+CH3 on aromatic atom 6
add_methyl,A,add_methyl_087,Cc1ccc(C)c(O)c1C,Cc1cc(C)c(O)c(C)c1C,+CH3 on aromatic atom 2
add_methyl,A,add_methyl_088,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1C,COc1c(C)cc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1C,+CH3 on aromatic atom 3
