embedding,mode,klass,pair_id,cosine,tanimoto,identical,bg_median,separation
Morgan r3-counts,add_methyl,A,add_methyl_870,0.2865164279937744,0.625,False,0.5007674694061279,0.5721546411514282
Morgan r3-counts,add_methyl,A,add_methyl_871,0.03971385955810547,0.2222222089767456,False,0.3679446578025818,0.10793432593345642
Morgan r3-counts,add_methyl,A,add_methyl_872,0.03557014465332031,0.21830987930297852,False,0.40317457914352417,0.08822516351938248
Morgan r3-counts,add_methyl,A,add_methyl_873,0.04295635223388672,0.19393938779830933,False,0.4063319265842438,0.10571739077568054
Morgan r3-counts,add_methyl,A,add_methyl_874,0.05254006385803223,0.3199999928474426,False,0.4430539011955261,0.11858616769313812
Morgan r3-counts,add_methyl,A,add_methyl_875,0.061039090156555176,0.2743362784385681,False,0.4503107964992523,0.13554880023002625
Morgan r3-counts,add_methyl,A,add_methyl_876,0.13293343782424927,0.42000001668930054,False,0.41183140873908997,0.3227860629558563
Morgan r3-counts,add_methyl,A,add_methyl_877,0.10967510938644409,0.32758623361587524,False,0.5701570510864258,0.19235947728157043
Morgan r3-counts,add_methyl,A,add_methyl_878,0.05901134014129639,0.2869565486907959,False,0.3994705080986023,0.14772389829158783
Morgan r3-counts,add_methyl,A,add_methyl_879,0.20553851127624512,0.46987950801849365,False,0.5677095651626587,0.3620487153530121
Morgan r3-counts,add_methyl,A,add_methyl_880,0.08009219169616699,0.31092435121536255,False,0.4224776327610016,0.1895773559808731
Morgan r3-counts,add_methyl,A,add_methyl_881,0.07255983352661133,0.3057851195335388,False,0.42550337314605713,0.17052704095840454
Morgan r3-counts,add_methyl,A,add_methyl_882,0.06121891736984253,0.26153844594955444,False,0.46634888648986816,0.1312727928161621
Morgan r3-counts,add_methyl,A,add_methyl_883,0.09108734130859375,0.2706766724586487,False,0.46017318964004517,0.19794143736362457
Morgan r3-counts,add_methyl,A,add_methyl_884,0.06798207759857178,0.21739131212234497,False,0.435806006193161,0.1559915989637375
Morgan r3-counts,add_methyl,A,add_methyl_885,0.07523417472839355,0.3239436745643616,False,0.41344425082206726,0.18196932971477509
Morgan r3-counts,add_methyl,A,add_methyl_886,0.059385478496551514,0.24817520380020142,False,0.4499867260456085,0.13197162747383118
Morgan r3-counts,add_methyl,A,add_methyl_887,0.08880794048309326,0.30075186491012573,False,0.48904305696487427,0.1815953403711319
Morgan r3-counts,add_methyl,A,add_methyl_888,0.04121804237365723,0.25,False,0.43257927894592285,0.0952843651175499
Morgan r3-counts,add_methyl,A,add_methyl_889,0.2794438600540161,0.610169529914856,False,0.5664225816726685,0.49334871768951416
Morgan r3-counts,add_methyl,A,add_methyl_890,0.16389310359954834,0.47058820724487305,False,0.601196825504303,0.2726113796234131
Morgan r3-counts,add_methyl,A,add_methyl_891,0.2904398441314697,0.5882352590560913,False,0.5179231762886047,0.5607778429985046
Morgan r3-counts,add_methyl,A,add_methyl_892,0.043187618255615234,0.24324321746826172,False,0.3753734529018402,0.11505240201950073
Morgan r3-counts,add_methyl,A,add_methyl_893,0.06336820125579834,0.22289156913757324,False,0.4647356867790222,0.13635320961475372
Morgan r3-counts,add_methyl,A,add_methyl_894,0.29289329051971436,0.6111111044883728,False,0.5363702774047852,0.5460654497146606
Morgan r3-counts,add_methyl,A,add_methyl_895,0.08188807964324951,0.3365384340286255,False,0.42183512449264526,0.19412343204021454
Morgan r3-counts,add_methyl,A,add_methyl_896,0.040550947189331055,0.20863306522369385,False,0.4337509274482727,0.09348901361227036
Morgan r3-counts,add_methyl,A,add_methyl_897,0.07908910512924194,0.3235294222831726,False,0.4337368309497833,0.182343527674675
Morgan r3-counts,add_methyl,A,add_methyl_898,0.1256999969482422,0.39436620473861694,False,0.4639437198638916,0.27093803882598877
Morgan r3-counts,add_methyl,A,add_methyl_899,0.16847634315490723,0.4871794581413269,False,0.5155143737792969,0.32681211829185486
Morgan r3-counts,add_methyl,A,add_methyl_900,0.08297967910766602,0.3100775480270386,False,0.4981638193130493,0.16657106578350067
Morgan r3-counts,add_methyl,A,add_methyl_901,0.027086377143859863,0.19875776767730713,False,0.36736395955085754,0.07373172044754028
