arm,descriptor,group,r2,alpha
CLIMB unsup,fr_sulfone,Fragment counts (fr_),0.14678299453172283,1000.0
CLIMB unsup,fr_term_acetylene,Fragment counts (fr_),0.4486615937032562,1000.0
CLIMB unsup,fr_tetrazole,Fragment counts (fr_),0.012193883324674748,1000.0
CLIMB unsup,fr_thiazole,Fragment counts (fr_),0.06916937050293692,1000.0
CLIMB unsup,fr_thiocyan,Fragment counts (fr_),0.006777332817313408,1000.0
CLIMB unsup,fr_thiophene,Fragment counts (fr_),0.11025742049215159,1000.0
CLIMB unsup,fr_unbrch_alkane,Fragment counts (fr_),0.37250298303384066,1000.0
CLIMB unsup,fr_urea,Fragment counts (fr_),0.14242129783706614,1000.0
"CLIMB sup, desc",MaxAbsEStateIndex,EState,0.9323973864013023,1000.0
"CLIMB sup, desc",MaxEStateIndex,EState,0.9323972982099796,1000.0
"CLIMB sup, desc",MinAbsEStateIndex,EState,0.6152308733955719,1000.0
"CLIMB sup, desc",MinEStateIndex,EState,0.8948908188310093,1000.0
"CLIMB sup, desc",qed,Simple counts / bulk,0.7369057738136231,1000.0
"CLIMB sup, desc",SPS,Information (Ipc/SPS),0.9321581903565633,1000.0
"CLIMB sup, desc",MolWt,Simple counts / bulk,0.9732393179333914,1000.0
"CLIMB sup, desc",HeavyAtomMolWt,Simple counts / bulk,0.9732411347414375,1000.0
"CLIMB sup, desc",ExactMolWt,Simple counts / bulk,0.9732186870761892,1000.0
"CLIMB sup, desc",NumValenceElectrons,Simple counts / bulk,0.9764503681484387,1000.0
"CLIMB sup, desc",NumRadicalElectrons,Simple counts / bulk,0.5002633657832147,1000.0
"CLIMB sup, desc",MaxPartialCharge,Simple counts / bulk,0.7748165323203109,1000.0
"CLIMB sup, desc",MinPartialCharge,Simple counts / bulk,0.6549079978912229,1000.0
"CLIMB sup, desc",MaxAbsPartialCharge,Simple counts / bulk,0.6595738932111292,1000.0
"CLIMB sup, desc",MinAbsPartialCharge,Simple counts / bulk,0.7793535352064951,1000.0
"CLIMB sup, desc",FpDensityMorgan1,Simple counts / bulk,0.8150329102455544,1000.0
"CLIMB sup, desc",FpDensityMorgan2,Simple counts / bulk,0.7100362556995621,1000.0
"CLIMB sup, desc",FpDensityMorgan3,Simple counts / bulk,0.604908046344939,1000.0
"CLIMB sup, desc",BCUT2D_MWHI,BCUT (eigenvalue),0.8976135239641906,1000.0
"CLIMB sup, desc",BCUT2D_MWLOW,BCUT (eigenvalue),0.7973210091903132,1000.0
"CLIMB sup, desc",BCUT2D_CHGHI,BCUT (eigenvalue),0.9081523127632946,1000.0
"CLIMB sup, desc",BCUT2D_CHGLO,BCUT (eigenvalue),0.818919382228139,1000.0
"CLIMB sup, desc",BCUT2D_LOGPHI,BCUT (eigenvalue),0.9017028045190988,1000.0
"CLIMB sup, desc",BCUT2D_LOGPLOW,BCUT (eigenvalue),0.7948070129533688,1000.0
"CLIMB sup, desc",BCUT2D_MRHI,BCUT (eigenvalue),0.8915762453616428,1000.0
"CLIMB sup, desc",BCUT2D_MRLOW,BCUT (eigenvalue),0.7693185868468986,1000.0
"CLIMB sup, desc",AvgIpc,Information (Ipc/SPS),0.8616684611501942,1000.0
"CLIMB sup, desc",BalabanJ,Simple counts / bulk,0.937364230606537,1000.0
"CLIMB sup, desc",BertzCT,Simple counts / bulk,0.9664381773412785,1000.0
"CLIMB sup, desc",Chi0,Chi (connectivity),0.9772817416839097,1000.0
"CLIMB sup, desc",Chi0n,Chi (connectivity),0.9761985777591093,1000.0
"CLIMB sup, desc",Chi0v,Chi (connectivity),0.9739104855061923,1000.0
"CLIMB sup, desc",Chi1,Chi (connectivity),0.9772690309356463,1000.0
"CLIMB sup, desc",Chi1n,Chi (connectivity),0.9749072307248706,1000.0
"CLIMB sup, desc",Chi1v,Chi (connectivity),0.9643648491940902,1000.0
"CLIMB sup, desc",Chi2n,Chi (connectivity),0.9724116986773232,1000.0
"CLIMB sup, desc",Chi2v,Chi (connectivity),0.9380442885000526,1000.0
"CLIMB sup, desc",Chi3n,Chi (connectivity),0.9699728369736008,1000.0
"CLIMB sup, desc",Chi3v,Chi (connectivity),0.90862502177053,1000.0
"CLIMB sup, desc",Chi4n,Chi (connectivity),0.9646483064457326,1000.0
"CLIMB sup, desc",Chi4v,Chi (connectivity),0.912286119944198,1000.0
"CLIMB sup, desc",HallKierAlpha,Kappa (shape),0.9617987789065664,1000.0
"CLIMB sup, desc",Ipc,Information (Ipc/SPS),-0.1799661782599027,1000.0
"CLIMB sup, desc",Kappa1,Kappa (shape),0.971096498668589,1000.0
"CLIMB sup, desc",Kappa2,Kappa (shape),0.9459986962499279,1000.0
"CLIMB sup, desc",Kappa3,Kappa (shape),-0.3549403902780075,1000.0
"CLIMB sup, desc",LabuteASA,Simple counts / bulk,0.9759371883467577,1000.0
"CLIMB sup, desc",PEOE_VSA1,PEOE/SMR/SlogP VSA,0.9064670089311337,1000.0
"CLIMB sup, desc",PEOE_VSA10,PEOE/SMR/SlogP VSA,0.6633288298168507,1000.0
"CLIMB sup, desc",PEOE_VSA11,PEOE/SMR/SlogP VSA,0.5397604973347228,1000.0
"CLIMB sup, desc",PEOE_VSA12,PEOE/SMR/SlogP VSA,0.47212002363355643,1000.0
"CLIMB sup, desc",PEOE_VSA13,PEOE/SMR/SlogP VSA,0.522813632368919,1000.0
"CLIMB sup, desc",PEOE_VSA14,PEOE/SMR/SlogP VSA,0.7671866205717235,1000.0
"CLIMB sup, desc",PEOE_VSA2,PEOE/SMR/SlogP VSA,0.762312922848268,1000.0
"CLIMB sup, desc",PEOE_VSA3,PEOE/SMR/SlogP VSA,0.5388746646502389,1000.0
"CLIMB sup, desc",PEOE_VSA4,PEOE/SMR/SlogP VSA,0.6665844652733008,1000.0
"CLIMB sup, desc",PEOE_VSA5,PEOE/SMR/SlogP VSA,0.40404097181739973,1000.0
"CLIMB sup, desc",PEOE_VSA6,PEOE/SMR/SlogP VSA,0.7634569305009568,1000.0
"CLIMB sup, desc",PEOE_VSA7,PEOE/SMR/SlogP VSA,0.75289718869432,1000.0
"CLIMB sup, desc",PEOE_VSA8,PEOE/SMR/SlogP VSA,0.5716638597390795,1000.0
"CLIMB sup, desc",PEOE_VSA9,PEOE/SMR/SlogP VSA,0.6030881941173616,1000.0
"CLIMB sup, desc",SMR_VSA1,PEOE/SMR/SlogP VSA,0.9587459482190523,1000.0
"CLIMB sup, desc",SMR_VSA10,PEOE/SMR/SlogP VSA,0.8829007206668522,1000.0
"CLIMB sup, desc",SMR_VSA2,PEOE/SMR/SlogP VSA,0.8459764319294072,1000.0
"CLIMB sup, desc",SMR_VSA3,PEOE/SMR/SlogP VSA,0.7831520181258285,1000.0
"CLIMB sup, desc",SMR_VSA4,PEOE/SMR/SlogP VSA,0.8220813567236983,1000.0
"CLIMB sup, desc",SMR_VSA5,PEOE/SMR/SlogP VSA,0.9440858108074436,1000.0
"CLIMB sup, desc",SMR_VSA6,PEOE/SMR/SlogP VSA,0.9021025971682922,1000.0
"CLIMB sup, desc",SMR_VSA7,PEOE/SMR/SlogP VSA,0.9400671073469783,1000.0
"CLIMB sup, desc",SMR_VSA9,PEOE/SMR/SlogP VSA,0.7537148318206048,1000.0
"CLIMB sup, desc",SlogP_VSA1,PEOE/SMR/SlogP VSA,0.807325061411698,1000.0
"CLIMB sup, desc",SlogP_VSA10,PEOE/SMR/SlogP VSA,0.781764371528058,1000.0
"CLIMB sup, desc",SlogP_VSA11,PEOE/SMR/SlogP VSA,0.7338845322975848,1000.0
"CLIMB sup, desc",SlogP_VSA12,PEOE/SMR/SlogP VSA,0.8863393210451327,1000.0
"CLIMB sup, desc",SlogP_VSA2,PEOE/SMR/SlogP VSA,0.9458627485927487,1000.0
"CLIMB sup, desc",SlogP_VSA3,PEOE/SMR/SlogP VSA,0.8129903346869937,1000.0
"CLIMB sup, desc",SlogP_VSA4,PEOE/SMR/SlogP VSA,0.8257865309733333,1000.0
"CLIMB sup, desc",SlogP_VSA5,PEOE/SMR/SlogP VSA,0.9021080575303609,1000.0
"CLIMB sup, desc",SlogP_VSA6,PEOE/SMR/SlogP VSA,0.9308725316803852,1000.0
"CLIMB sup, desc",SlogP_VSA7,PEOE/SMR/SlogP VSA,0.7617747815369129,1000.0
"CLIMB sup, desc",SlogP_VSA8,PEOE/SMR/SlogP VSA,0.6883350167693856,1000.0
"CLIMB sup, desc",TPSA,Simple counts / bulk,0.9630921505383901,1000.0
"CLIMB sup, desc",EState_VSA1,EState,0.9321031736667756,1000.0
"CLIMB sup, desc",EState_VSA10,EState,0.9528026618062366,1000.0
"CLIMB sup, desc",EState_VSA11,EState,0.09643449158629136,1000.0
"CLIMB sup, desc",EState_VSA2,EState,0.6860713144986954,1000.0
"CLIMB sup, desc",EState_VSA3,EState,0.5545620352049858,1000.0
"CLIMB sup, desc",EState_VSA4,EState,0.6190795218427214,1000.0
"CLIMB sup, desc",EState_VSA5,EState,0.5791097259432598,1000.0
"CLIMB sup, desc",EState_VSA6,EState,0.46725932118015845,1000.0
"CLIMB sup, desc",EState_VSA7,EState,0.575764545385246,1000.0
"CLIMB sup, desc",EState_VSA8,EState,0.6496552912558149,1000.0
"CLIMB sup, desc",EState_VSA9,EState,0.8701100509861226,1000.0
"CLIMB sup, desc",VSA_EState1,EState,0.9241927743500946,1000.0
"CLIMB sup, desc",VSA_EState10,EState,0.9277622593342327,1000.0
"CLIMB sup, desc",VSA_EState2,EState,0.9113439064169941,1000.0
"CLIMB sup, desc",VSA_EState3,EState,0.9182107308842438,1000.0
"CLIMB sup, desc",VSA_EState4,EState,0.7606288740652315,1000.0
"CLIMB sup, desc",VSA_EState5,EState,0.772462501930535,1000.0
"CLIMB sup, desc",VSA_EState6,EState,0.9158249301304583,1000.0
"CLIMB sup, desc",VSA_EState7,EState,0.872650885398406,1000.0
"CLIMB sup, desc",VSA_EState8,EState,0.897463177555589,1000.0
"CLIMB sup, desc",VSA_EState9,EState,0.8060630413049565,1000.0
"CLIMB sup, desc",FractionCSP3,Simple counts / bulk,0.9507782832383626,1000.0
"CLIMB sup, desc",HeavyAtomCount,Simple counts / bulk,0.9775396697522161,1000.0
"CLIMB sup, desc",NHOHCount,Simple counts / bulk,0.9347564951140864,1000.0
"CLIMB sup, desc",NOCount,Simple counts / bulk,0.95432997700845,1000.0
"CLIMB sup, desc",NumAliphaticCarbocycles,Simple counts / bulk,0.8673389713339568,1000.0
"CLIMB sup, desc",NumAliphaticHeterocycles,Simple counts / bulk,0.8205249666529425,1000.0
"CLIMB sup, desc",NumAliphaticRings,Simple counts / bulk,0.9169957328694776,1000.0
"CLIMB sup, desc",NumAmideBonds,Simple counts / bulk,0.9083510393081452,1000.0
"CLIMB sup, desc",NumAromaticCarbocycles,Simple counts / bulk,0.8747319706561705,1000.0
"CLIMB sup, desc",NumAromaticHeterocycles,Simple counts / bulk,0.7125622633597637,1000.0
"CLIMB sup, desc",NumAromaticRings,Simple counts / bulk,0.9602337030983494,1000.0
"CLIMB sup, desc",NumAtomStereoCenters,Simple counts / bulk,0.9322962521921896,1000.0
"CLIMB sup, desc",NumBridgeheadAtoms,Simple counts / bulk,0.3760133723766419,1000.0
"CLIMB sup, desc",NumHAcceptors,Simple counts / bulk,0.9294812101404976,1000.0
"CLIMB sup, desc",NumHDonors,Simple counts / bulk,0.9326554960729954,1000.0
"CLIMB sup, desc",NumHeteroatoms,Simple counts / bulk,0.9561407939099273,1000.0
"CLIMB sup, desc",NumHeterocycles,Simple counts / bulk,0.7892326428302014,1000.0
"CLIMB sup, desc",NumRotatableBonds,Simple counts / bulk,0.8843182042808383,1000.0
"CLIMB sup, desc",NumSaturatedCarbocycles,Simple counts / bulk,0.895182924258308,1000.0
"CLIMB sup, desc",NumSaturatedHeterocycles,Simple counts / bulk,0.7829105510097715,1000.0
"CLIMB sup, desc",NumSaturatedRings,Simple counts / bulk,0.8685922726899972,1000.0
"CLIMB sup, desc",NumSpiroAtoms,Simple counts / bulk,0.23891570818093166,1000.0
"CLIMB sup, desc",NumUnspecifiedAtomStereoCenters,Simple counts / bulk,0.9174460896368049,1000.0
"CLIMB sup, desc",Phi,Information (Ipc/SPS),0.9270508679173821,1000.0
"CLIMB sup, desc",RingCount,Simple counts / bulk,0.9552062066598463,1000.0
"CLIMB sup, desc",MolLogP,Simple counts / bulk,0.9074496209590383,1000.0
"CLIMB sup, desc",MolMR,Simple counts / bulk,0.9729138669946905,1000.0
"CLIMB sup, desc",fr_Al_COO,Fragment counts (fr_),0.8474228914008212,1000.0
"CLIMB sup, desc",fr_Al_OH,Fragment counts (fr_),0.9270478687768722,1000.0
"CLIMB sup, desc",fr_Al_OH_noTert,Fragment counts (fr_),0.9148039778616449,1000.0
"CLIMB sup, desc",fr_ArN,Fragment counts (fr_),0.4752598770475652,1000.0
"CLIMB sup, desc",fr_Ar_COO,Fragment counts (fr_),0.6090756745943011,1000.0
"CLIMB sup, desc",fr_Ar_N,Fragment counts (fr_),0.7947369093252199,1000.0
"CLIMB sup, desc",fr_Ar_NH,Fragment counts (fr_),0.4894124705280647,1000.0
"CLIMB sup, desc",fr_Ar_OH,Fragment counts (fr_),0.6638769544908852,1000.0
"CLIMB sup, desc",fr_COO,Fragment counts (fr_),0.8502275004217623,1000.0
"CLIMB sup, desc",fr_COO2,Fragment counts (fr_),0.8683392410139902,1000.0
"CLIMB sup, desc",fr_C_O,Fragment counts (fr_),0.9246046717453461,1000.0
"CLIMB sup, desc",fr_C_O_noCOO,Fragment counts (fr_),0.9205577746211897,1000.0
"CLIMB sup, desc",fr_C_S,Fragment counts (fr_),0.8939982800995717,1000.0
"CLIMB sup, desc",fr_HOCCN,Fragment counts (fr_),0.3600116242046536,1000.0
"CLIMB sup, desc",fr_Imine,Fragment counts (fr_),0.7119971886790706,1000.0
"CLIMB sup, desc",fr_NH0,Fragment counts (fr_),0.8052380079462375,1000.0
"CLIMB sup, desc",fr_NH1,Fragment counts (fr_),0.8103873002259578,1000.0
"CLIMB sup, desc",fr_NH2,Fragment counts (fr_),0.8225168155388212,1000.0
"CLIMB sup, desc",fr_N_O,Fragment counts (fr_),0.8142578865295873,1000.0
"CLIMB sup, desc",fr_Ndealkylation1,Fragment counts (fr_),0.8010172697041262,1000.0
"CLIMB sup, desc",fr_Ndealkylation2,Fragment counts (fr_),0.5354531257288294,1000.0
"CLIMB sup, desc",fr_Nhpyrrole,Fragment counts (fr_),0.4894124705280647,1000.0
"CLIMB sup, desc",fr_SH,Fragment counts (fr_),0.7890170968867967,1000.0
"CLIMB sup, desc",fr_aldehyde,Fragment counts (fr_),0.7375005238038442,1000.0
"CLIMB sup, desc",fr_alkyl_carbamate,Fragment counts (fr_),0.8427151339320612,1000.0
"CLIMB sup, desc",fr_alkyl_halide,Fragment counts (fr_),0.9101599350480408,1000.0
"CLIMB sup, desc",fr_allylic_oxid,Fragment counts (fr_),0.759236326919354,1000.0
"CLIMB sup, desc",fr_amide,Fragment counts (fr_),0.9083510393081452,1000.0
"CLIMB sup, desc",fr_amidine,Fragment counts (fr_),0.7701262377997616,1000.0
"CLIMB sup, desc",fr_aniline,Fragment counts (fr_),0.5770408038819362,1000.0
"CLIMB sup, desc",fr_aryl_methyl,Fragment counts (fr_),0.4383916290962302,1000.0
"CLIMB sup, desc",fr_azide,Fragment counts (fr_),0.5232310168254757,1000.0
"CLIMB sup, desc",fr_azo,Fragment counts (fr_),0.42679831833958926,1000.0
"CLIMB sup, desc",fr_barbitur,Fragment counts (fr_),0.5731198445588714,1000.0
"CLIMB sup, desc",fr_benzene,Fragment counts (fr_),0.8737589745624995,1000.0
"CLIMB sup, desc",fr_benzodiazepine,Fragment counts (fr_),0.056262440469294295,1000.0
"CLIMB sup, desc",fr_bicyclic,Fragment counts (fr_),0.6452576788905249,1000.0
"CLIMB sup, desc",fr_dihydropyridine,Fragment counts (fr_),0.07786910961840887,1000.0
"CLIMB sup, desc",fr_epoxide,Fragment counts (fr_),0.5049317520128229,1000.0
"CLIMB sup, desc",fr_ester,Fragment counts (fr_),0.7768737063291695,1000.0
"CLIMB sup, desc",fr_ether,Fragment counts (fr_),0.9131253268998388,1000.0
"CLIMB sup, desc",fr_furan,Fragment counts (fr_),0.10778697689220051,1000.0
"CLIMB sup, desc",fr_guanido,Fragment counts (fr_),0.8035632543552531,1000.0
"CLIMB sup, desc",fr_halogen,Fragment counts (fr_),0.9651821384655299,1000.0
"CLIMB sup, desc",fr_hdrzine,Fragment counts (fr_),0.7896412741415453,1000.0
"CLIMB sup, desc",fr_hdrzone,Fragment counts (fr_),0.8403583409216444,1000.0
"CLIMB sup, desc",fr_imidazole,Fragment counts (fr_),0.1671785174757151,1000.0
"CLIMB sup, desc",fr_imide,Fragment counts (fr_),0.6677286964416778,1000.0
"CLIMB sup, desc",fr_isocyan,Fragment counts (fr_),,1000.0
"CLIMB sup, desc",fr_isothiocyan,Fragment counts (fr_),,1000.0
"CLIMB sup, desc",fr_ketone,Fragment counts (fr_),0.6777943146374938,1000.0
"CLIMB sup, desc",fr_ketone_Topliss,Fragment counts (fr_),0.6402265804013811,1000.0
"CLIMB sup, desc",fr_lactam,Fragment counts (fr_),0.5005065081464748,1000.0
"CLIMB sup, desc",fr_lactone,Fragment counts (fr_),0.2546385119769422,1000.0
"CLIMB sup, desc",fr_methoxy,Fragment counts (fr_),0.8212616251961609,1000.0
"CLIMB sup, desc",fr_morpholine,Fragment counts (fr_),0.7614502673698549,1000.0
"CLIMB sup, desc",fr_nitrile,Fragment counts (fr_),0.8591220657535799,1000.0
"CLIMB sup, desc",fr_nitro,Fragment counts (fr_),0.8820609937799977,1000.0
"CLIMB sup, desc",fr_nitro_arom,Fragment counts (fr_),0.6277851410729891,1000.0
"CLIMB sup, desc",fr_nitro_arom_nonortho,Fragment counts (fr_),0.48489059592834216,1000.0
"CLIMB sup, desc",fr_nitroso,Fragment counts (fr_),0.8172227364116432,1000.0
"CLIMB sup, desc",fr_oxazole,Fragment counts (fr_),0.023089704759813312,1000.0
"CLIMB sup, desc",fr_oxime,Fragment counts (fr_),0.8831454580668566,1000.0
"CLIMB sup, desc",fr_para_hydroxylation,Fragment counts (fr_),0.3359493505746437,1000.0
"CLIMB sup, desc",fr_phenol,Fragment counts (fr_),0.5693367078063283,1000.0
"CLIMB sup, desc",fr_phenol_noOrthoHbond,Fragment counts (fr_),0.5456103098697226,1000.0
"CLIMB sup, desc",fr_phos_acid,Fragment counts (fr_),0.8260709875224436,1000.0
"CLIMB sup, desc",fr_phos_ester,Fragment counts (fr_),0.9169405140160077,1000.0
"CLIMB sup, desc",fr_piperdine,Fragment counts (fr_),0.6479956744852939,1000.0
"CLIMB sup, desc",fr_piperzine,Fragment counts (fr_),0.38762383394008215,1000.0
"CLIMB sup, desc",fr_priamide,Fragment counts (fr_),0.2435392405503678,1000.0
"CLIMB sup, desc",fr_pyridine,Fragment counts (fr_),0.16183603801736102,1000.0
"CLIMB sup, desc",fr_quatN,Fragment counts (fr_),0.926992418610344,1000.0
"CLIMB sup, desc",fr_sulfide,Fragment counts (fr_),0.7626471079489975,1000.0
"CLIMB sup, desc",fr_sulfonamd,Fragment counts (fr_),0.528795596052722,1000.0
"CLIMB sup, desc",fr_sulfone,Fragment counts (fr_),0.515647016441951,1000.0
"CLIMB sup, desc",fr_term_acetylene,Fragment counts (fr_),0.9887744768613004,1000.0
"CLIMB sup, desc",fr_tetrazole,Fragment counts (fr_),0.009650174761703156,1000.0
"CLIMB sup, desc",fr_thiazole,Fragment counts (fr_),0.08192051679870294,1000.0
"CLIMB sup, desc",fr_thiocyan,Fragment counts (fr_),0.019903183146713688,1000.0
"CLIMB sup, desc",fr_thiophene,Fragment counts (fr_),0.1280587170286287,1000.0
"CLIMB sup, desc",fr_unbrch_alkane,Fragment counts (fr_),0.8994393027738083,1000.0
"CLIMB sup, desc",fr_urea,Fragment counts (fr_),0.8314151326684093,1000.0
CLIMB random,MaxAbsEStateIndex,EState,0.4412031305437716,1000.0
CLIMB random,MaxEStateIndex,EState,0.4412025647789003,1000.0
CLIMB random,MinAbsEStateIndex,EState,0.2066577405030261,1000.0
CLIMB random,MinEStateIndex,EState,0.637762057276476,1000.0
CLIMB random,qed,Simple counts / bulk,0.20622880410648992,1000.0
CLIMB random,SPS,Information (Ipc/SPS),0.764255576700748,1000.0
CLIMB random,MolWt,Simple counts / bulk,0.4020771181207754,1000.0
CLIMB random,HeavyAtomMolWt,Simple counts / bulk,0.40895477778219136,1000.0
CLIMB random,ExactMolWt,Simple counts / bulk,0.4019007122414945,1000.0
CLIMB random,NumValenceElectrons,Simple counts / bulk,0.384880672641297,1000.0
CLIMB random,NumRadicalElectrons,Simple counts / bulk,0.816070377326335,1000.0
CLIMB random,MaxPartialCharge,Simple counts / bulk,0.5450477911487515,1000.0
CLIMB random,MinPartialCharge,Simple counts / bulk,0.4056505581331601,1000.0
CLIMB random,MaxAbsPartialCharge,Simple counts / bulk,0.4219709463463077,1000.0
CLIMB random,MinAbsPartialCharge,Simple counts / bulk,0.5393923829581642,1000.0
CLIMB random,FpDensityMorgan1,Simple counts / bulk,0.4751358793381186,1000.0
CLIMB random,FpDensityMorgan2,Simple counts / bulk,0.3570040841579406,1000.0
CLIMB random,FpDensityMorgan3,Simple counts / bulk,0.23493526258359076,1000.0
CLIMB random,BCUT2D_MWHI,BCUT (eigenvalue),0.4494533344564554,1000.0
CLIMB random,BCUT2D_MWLOW,BCUT (eigenvalue),0.5472574284001281,1000.0
CLIMB random,BCUT2D_CHGHI,BCUT (eigenvalue),0.6655869735926689,1000.0
CLIMB random,BCUT2D_CHGLO,BCUT (eigenvalue),0.5466542768256191,1000.0
CLIMB random,BCUT2D_LOGPHI,BCUT (eigenvalue),0.6790532897598255,1000.0
CLIMB random,BCUT2D_LOGPLOW,BCUT (eigenvalue),0.48917060331348994,1000.0
CLIMB random,BCUT2D_MRHI,BCUT (eigenvalue),0.5130884405322228,1000.0
CLIMB random,BCUT2D_MRLOW,BCUT (eigenvalue),0.49874583298133934,1000.0
CLIMB random,AvgIpc,Information (Ipc/SPS),0.4928644625680899,1000.0
CLIMB random,BalabanJ,Simple counts / bulk,0.5529468925109928,1000.0
CLIMB random,BertzCT,Simple counts / bulk,0.48317064228317286,1000.0
CLIMB random,Chi0,Chi (connectivity),0.3934027688910827,1000.0
CLIMB random,Chi0n,Chi (connectivity),0.4006627556412219,1000.0
CLIMB random,Chi0v,Chi (connectivity),0.40227238270905674,1000.0
CLIMB random,Chi1,Chi (connectivity),0.40817791813263926,1000.0
CLIMB random,Chi1n,Chi (connectivity),0.4013359481531277,1000.0
CLIMB random,Chi1v,Chi (connectivity),0.396777916300708,1000.0
CLIMB random,Chi2n,Chi (connectivity),0.42910925703569813,1000.0
CLIMB random,Chi2v,Chi (connectivity),0.4270413746568019,1000.0
CLIMB random,Chi3n,Chi (connectivity),0.46328435930411893,1000.0
CLIMB random,Chi3v,Chi (connectivity),0.43776494592767334,1000.0
CLIMB random,Chi4n,Chi (connectivity),0.49532774970013216,1000.0
CLIMB random,Chi4v,Chi (connectivity),0.455953582369345,1000.0
CLIMB random,HallKierAlpha,Kappa (shape),0.5376326902214226,1000.0
CLIMB random,Ipc,Information (Ipc/SPS),-0.37861017995385726,1000.0
CLIMB random,Kappa1,Kappa (shape),0.36360332417352603,1000.0
CLIMB random,Kappa2,Kappa (shape),0.3225711293867479,1000.0
CLIMB random,Kappa3,Kappa (shape),-1.4214893805769746,1000.0
CLIMB random,LabuteASA,Simple counts / bulk,0.4035059918314581,1000.0
CLIMB random,PEOE_VSA1,PEOE/SMR/SlogP VSA,0.34420467962006496,1000.0
CLIMB random,PEOE_VSA10,PEOE/SMR/SlogP VSA,0.20687153688914361,1000.0
CLIMB random,PEOE_VSA11,PEOE/SMR/SlogP VSA,0.20126086755633332,1000.0
CLIMB random,PEOE_VSA12,PEOE/SMR/SlogP VSA,0.12942935318440574,1000.0
CLIMB random,PEOE_VSA13,PEOE/SMR/SlogP VSA,0.23907042106501153,1000.0
CLIMB random,PEOE_VSA14,PEOE/SMR/SlogP VSA,0.3207116457340531,1000.0
CLIMB random,PEOE_VSA2,PEOE/SMR/SlogP VSA,0.3620228215225011,1000.0
CLIMB random,PEOE_VSA3,PEOE/SMR/SlogP VSA,0.23241043496452318,1000.0
CLIMB random,PEOE_VSA4,PEOE/SMR/SlogP VSA,0.36120020675985354,1000.0
CLIMB random,PEOE_VSA5,PEOE/SMR/SlogP VSA,0.2441090728033516,1000.0
CLIMB random,PEOE_VSA6,PEOE/SMR/SlogP VSA,0.3309570700916554,1000.0
CLIMB random,PEOE_VSA7,PEOE/SMR/SlogP VSA,0.3887599578492752,1000.0
CLIMB random,PEOE_VSA8,PEOE/SMR/SlogP VSA,0.19382529148464533,1000.0
CLIMB random,PEOE_VSA9,PEOE/SMR/SlogP VSA,0.2027130927624221,1000.0
CLIMB random,SMR_VSA1,PEOE/SMR/SlogP VSA,0.4491276441795867,1000.0
CLIMB random,SMR_VSA10,PEOE/SMR/SlogP VSA,0.5093284918461876,1000.0
CLIMB random,SMR_VSA2,PEOE/SMR/SlogP VSA,0.2743354531336635,1000.0
CLIMB random,SMR_VSA3,PEOE/SMR/SlogP VSA,0.5339960321928412,1000.0
CLIMB random,SMR_VSA4,PEOE/SMR/SlogP VSA,0.33005425787638687,1000.0
CLIMB random,SMR_VSA5,PEOE/SMR/SlogP VSA,0.4161308444392555,1000.0
CLIMB random,SMR_VSA6,PEOE/SMR/SlogP VSA,0.33684707298496097,1000.0
CLIMB random,SMR_VSA7,PEOE/SMR/SlogP VSA,0.6551203082587603,1000.0
CLIMB random,SMR_VSA9,PEOE/SMR/SlogP VSA,0.49839376426245097,1000.0
CLIMB random,SlogP_VSA1,PEOE/SMR/SlogP VSA,0.33075966667141077,1000.0
CLIMB random,SlogP_VSA10,PEOE/SMR/SlogP VSA,0.485383387428844,1000.0
CLIMB random,SlogP_VSA11,PEOE/SMR/SlogP VSA,0.29447704313650447,1000.0
CLIMB random,SlogP_VSA12,PEOE/SMR/SlogP VSA,0.5957322303763499,1000.0
CLIMB random,SlogP_VSA2,PEOE/SMR/SlogP VSA,0.3197091750010017,1000.0
CLIMB random,SlogP_VSA3,PEOE/SMR/SlogP VSA,0.3116393979436184,1000.0
CLIMB random,SlogP_VSA4,PEOE/SMR/SlogP VSA,0.3959597715787325,1000.0
CLIMB random,SlogP_VSA5,PEOE/SMR/SlogP VSA,0.3707998983458295,1000.0
CLIMB random,SlogP_VSA6,PEOE/SMR/SlogP VSA,0.6396911718506921,1000.0
CLIMB random,SlogP_VSA7,PEOE/SMR/SlogP VSA,0.3607155447033754,1000.0
CLIMB random,SlogP_VSA8,PEOE/SMR/SlogP VSA,0.5052619985472164,1000.0
CLIMB random,TPSA,Simple counts / bulk,0.3829708618151545,1000.0
CLIMB random,EState_VSA1,EState,0.30916641990023497,1000.0
CLIMB random,EState_VSA10,EState,0.4310507431750008,1000.0
CLIMB random,EState_VSA11,EState,0.014235097254513218,1000.0
CLIMB random,EState_VSA2,EState,0.24480170375237886,1000.0
CLIMB random,EState_VSA3,EState,0.14511962573711956,1000.0
CLIMB random,EState_VSA4,EState,0.23454630644617347,1000.0
CLIMB random,EState_VSA5,EState,0.1729861477336283,1000.0
CLIMB random,EState_VSA6,EState,0.17569057286450807,1000.0
CLIMB random,EState_VSA7,EState,0.3376908711965454,1000.0
CLIMB random,EState_VSA8,EState,0.2624202257301739,1000.0
CLIMB random,EState_VSA9,EState,0.4079875750141939,1000.0
CLIMB random,VSA_EState1,EState,0.5796959674679913,1000.0
CLIMB random,VSA_EState10,EState,0.6123084086739641,1000.0
CLIMB random,VSA_EState2,EState,0.3925310125871405,1000.0
