task,features,metric,fold,value
MoleculeACE,fp+CLMunsup,rmse,CHEMBL262_Ki,0.810342
MoleculeACE,desc+CLMunsup,rmse,CHEMBL262_Ki,0.814179
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL262_Ki,0.823662
MoleculeACE,CLMunsup,rmse,CHEMBL264_Ki,0.794835
MoleculeACE,fp+CLMunsup,rmse,CHEMBL264_Ki,0.704643
MoleculeACE,desc+CLMunsup,rmse,CHEMBL264_Ki,0.623837
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL264_Ki,0.629031
MoleculeACE,CLMunsup,rmse,CHEMBL2835_Ki,0.510761
MoleculeACE,fp+CLMunsup,rmse,CHEMBL2835_Ki,0.435145
MoleculeACE,desc+CLMunsup,rmse,CHEMBL2835_Ki,0.450838
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL2835_Ki,0.458648
MoleculeACE,CLMunsup,rmse,CHEMBL287_Ki,0.770093
MoleculeACE,fp+CLMunsup,rmse,CHEMBL287_Ki,0.765466
MoleculeACE,desc+CLMunsup,rmse,CHEMBL287_Ki,0.701241
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL287_Ki,0.687592
MoleculeACE,CLMunsup,rmse,CHEMBL2971_Ki,0.7811
MoleculeACE,fp+CLMunsup,rmse,CHEMBL2971_Ki,0.699142
MoleculeACE,desc+CLMunsup,rmse,CHEMBL2971_Ki,0.68748
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL2971_Ki,0.681281
MoleculeACE,CLMunsup,rmse,CHEMBL3979_EC50,0.786882
MoleculeACE,fp+CLMunsup,rmse,CHEMBL3979_EC50,0.742604
MoleculeACE,desc+CLMunsup,rmse,CHEMBL3979_EC50,0.688363
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL3979_EC50,0.680382
MoleculeACE,CLMunsup,rmse,CHEMBL4005_Ki,0.809301
MoleculeACE,fp+CLMunsup,rmse,CHEMBL4005_Ki,0.747944
MoleculeACE,desc+CLMunsup,rmse,CHEMBL4005_Ki,0.671001
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL4005_Ki,0.652119
MoleculeACE,CLMunsup,rmse,CHEMBL4203_Ki,0.968786
MoleculeACE,fp+CLMunsup,rmse,CHEMBL4203_Ki,0.868786
MoleculeACE,desc+CLMunsup,rmse,CHEMBL4203_Ki,0.962556
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL4203_Ki,0.916303
MoleculeACE,CLMunsup,rmse,CHEMBL4616_EC50,0.777039
MoleculeACE,fp+CLMunsup,rmse,CHEMBL4616_EC50,0.713434
MoleculeACE,desc+CLMunsup,rmse,CHEMBL4616_EC50,0.699763
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL4616_EC50,0.700133
MoleculeACE,CLMunsup,rmse,CHEMBL4792_Ki,0.838656
MoleculeACE,fp+CLMunsup,rmse,CHEMBL4792_Ki,0.798448
MoleculeACE,desc+CLMunsup,rmse,CHEMBL4792_Ki,0.722158
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL4792_Ki,0.731498
