task,features,metric,mean,std
MoleculeACE,fp,macro_rmse,0.7077,0.0845
MoleculeACE,desc,macro_rmse,0.7183,0.0821
MoleculeACE,fp+desc,macro_rmse,0.7023,0.0727
Ames,desc,roc_auc,0.8686,
Ames,fp,roc_auc,0.8378,
Ames,fp+desc,roc_auc,0.8674,
