task,features,metric,fold,value
HIV,fp+CLMsup,nef1,2,0.795181
HIV,fp+CLMsup,nef1,3,0.698795
HIV,fp+CLMsup,nef1,4,0.73494
HIV,desc+CLMsup,roc_auc,0,0.785143
HIV,desc+CLMsup,roc_auc,1,0.758098
HIV,desc+CLMsup,roc_auc,2,0.84603
HIV,desc+CLMsup,roc_auc,3,0.789964
HIV,desc+CLMsup,roc_auc,4,0.800082
HIV,desc+CLMsup,nef1,0,0.710843
HIV,desc+CLMsup,nef1,1,0.542169
HIV,desc+CLMsup,nef1,2,0.783133
HIV,desc+CLMsup,nef1,3,0.674699
HIV,desc+CLMsup,nef1,4,0.746988
HIV,fp+desc+CLMsup,roc_auc,0,0.770912
HIV,fp+desc+CLMsup,roc_auc,1,0.7796
HIV,fp+desc+CLMsup,roc_auc,2,0.860227
HIV,fp+desc+CLMsup,roc_auc,3,0.786316
HIV,fp+desc+CLMsup,roc_auc,4,0.825665
HIV,fp+desc+CLMsup,nef1,0,0.686747
HIV,fp+desc+CLMsup,nef1,1,0.518072
HIV,fp+desc+CLMsup,nef1,2,0.783133
HIV,fp+desc+CLMsup,nef1,3,0.73494
HIV,fp+desc+CLMsup,nef1,4,0.783133
