task,features,metric,fold,value
MoleculeACE,fp+CLMunsup,rmse,CHEMBL262_Ki,0.810342
MoleculeACE,desc+CLMunsup,rmse,CHEMBL262_Ki,0.810886
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL262_Ki,0.774666
MoleculeACE,CLMunsup,rmse,CHEMBL264_Ki,0.794835
MoleculeACE,fp+CLMunsup,rmse,CHEMBL264_Ki,0.704643
MoleculeACE,desc+CLMunsup,rmse,CHEMBL264_Ki,0.684601
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL264_Ki,0.657197
MoleculeACE,CLMunsup,rmse,CHEMBL2835_Ki,0.510761
MoleculeACE,fp+CLMunsup,rmse,CHEMBL2835_Ki,0.435145
MoleculeACE,desc+CLMunsup,rmse,CHEMBL2835_Ki,0.435391
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL2835_Ki,0.448629
MoleculeACE,CLMunsup,rmse,CHEMBL287_Ki,0.770093
MoleculeACE,fp+CLMunsup,rmse,CHEMBL287_Ki,0.765466
MoleculeACE,desc+CLMunsup,rmse,CHEMBL287_Ki,0.704862
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL287_Ki,0.721222
MoleculeACE,CLMunsup,rmse,CHEMBL2971_Ki,0.7811
MoleculeACE,fp+CLMunsup,rmse,CHEMBL2971_Ki,0.699142
MoleculeACE,desc+CLMunsup,rmse,CHEMBL2971_Ki,0.716726
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL2971_Ki,0.691477
MoleculeACE,CLMunsup,rmse,CHEMBL3979_EC50,0.786882
MoleculeACE,fp+CLMunsup,rmse,CHEMBL3979_EC50,0.742604
MoleculeACE,desc+CLMunsup,rmse,CHEMBL3979_EC50,0.705382
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL3979_EC50,0.693589
MoleculeACE,CLMunsup,rmse,CHEMBL4005_Ki,0.809301
MoleculeACE,fp+CLMunsup,rmse,CHEMBL4005_Ki,0.747944
MoleculeACE,desc+CLMunsup,rmse,CHEMBL4005_Ki,0.706205
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL4005_Ki,0.682048
MoleculeACE,CLMunsup,rmse,CHEMBL4203_Ki,0.968786
MoleculeACE,fp+CLMunsup,rmse,CHEMBL4203_Ki,0.868786
MoleculeACE,desc+CLMunsup,rmse,CHEMBL4203_Ki,0.959274
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL4203_Ki,0.913047
MoleculeACE,CLMunsup,rmse,CHEMBL4616_EC50,0.777039
MoleculeACE,fp+CLMunsup,rmse,CHEMBL4616_EC50,0.713434
MoleculeACE,desc+CLMunsup,rmse,CHEMBL4616_EC50,0.721485
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL4616_EC50,0.720303
MoleculeACE,CLMunsup,rmse,CHEMBL4792_Ki,0.838656
MoleculeACE,fp+CLMunsup,rmse,CHEMBL4792_Ki,0.798448
MoleculeACE,desc+CLMunsup,rmse,CHEMBL4792_Ki,0.733358
MoleculeACE,fp+desc+CLMunsup,rmse,CHEMBL4792_Ki,0.71319
