task,features,metric,mean,std
MoleculeACE,CheMel,macro_rmse,0.7021,0.0745
MoleculeACE,fp+CheMel,macro_rmse,0.6956,0.0727
MoleculeACE,desc+CheMel,macro_rmse,0.698,0.0736
MoleculeACE,fp+desc+CheMel,macro_rmse,0.6925,0.0715
