task,seed,metric,value
polaris/pkis2-kit-wt-cls-v2,117,roc_auc,0.7920696324951644
polaris/pkis2-kit-wt-cls-v2,117,cohen_kappa,0.2909535452322738
polaris/pkis2-kit-wt-cls-v2,117,f1,0.375
polaris/pkis2-kit-wt-cls-v2,117,mcc,0.32149835333544335
polaris/pkis2-kit-wt-cls-v2,117,pr_auc,0.5068294807303897
polaris/pkis2-kit-wt-cls-v2,117,accuracy,0.8275862068965517
polaris/pkis2-kit-wt-cls-v2,709,roc_auc,0.7877176015473888
polaris/pkis2-kit-wt-cls-v2,709,cohen_kappa,0.32084309133489464
polaris/pkis2-kit-wt-cls-v2,709,f1,0.4117647058823529
polaris/pkis2-kit-wt-cls-v2,709,mcc,0.3411127861093667
polaris/pkis2-kit-wt-cls-v2,709,pr_auc,0.5371152386309472
polaris/pkis2-kit-wt-cls-v2,709,accuracy,0.8275862068965517
polaris/pkis2-kit-wt-reg-v2,42,mean_absolute_error,26.749457424258058
polaris/pkis2-kit-wt-reg-v2,42,mean_squared_error,1138.5580933691958
polaris/pkis2-kit-wt-reg-v2,42,r2,0.056457157900403065
polaris/pkis2-kit-wt-reg-v2,42,pearsonr,0.4123254968720933
polaris/pkis2-kit-wt-reg-v2,42,explained_var,0.08245399405507015
polaris/pkis2-kit-wt-reg-v2,42,spearmanr,0.3877258561728729
polaris/pkis2-kit-wt-reg-v2,117,mean_absolute_error,26.542103229822786
polaris/pkis2-kit-wt-reg-v2,117,mean_squared_error,1152.6239748200953
polaris/pkis2-kit-wt-reg-v2,117,r2,0.044800517946666174
polaris/pkis2-kit-wt-reg-v2,117,pearsonr,0.41606734245353727
polaris/pkis2-kit-wt-reg-v2,117,explained_var,0.0737402775728091
polaris/pkis2-kit-wt-reg-v2,117,spearmanr,0.4168686870069093
polaris/pkis2-kit-wt-reg-v2,709,mean_absolute_error,26.157473790944444
polaris/pkis2-kit-wt-reg-v2,709,mean_squared_error,1115.9110754105366
polaris/pkis2-kit-wt-reg-v2,709,r2,0.07522513453175872
polaris/pkis2-kit-wt-reg-v2,709,pearsonr,0.4162494896807294
polaris/pkis2-kit-wt-reg-v2,709,explained_var,0.09538401000169572
polaris/pkis2-kit-wt-reg-v2,709,spearmanr,0.42531833798546004
polaris/pkis2-ret-wt-cls-v2,42,roc_auc,0.8883013879709187
polaris/pkis2-ret-wt-cls-v2,42,cohen_kappa,0.4205214465937762
polaris/pkis2-ret-wt-cls-v2,42,f1,0.48
polaris/pkis2-ret-wt-cls-v2,42,mcc,0.4590843720795185
polaris/pkis2-ret-wt-cls-v2,42,pr_auc,0.6639830328901002
