wave,run,pretraining,budget,seed,encoder_s3_gb,encoder_local,metrics_jsonl,config,verified,eval::single-split summary,eval::single-split per-seed metrics,eval::5-fold CV summary,eval::5-fold CV per-seed metrics,eval::per-molecule CV predictions (I1),eval_local_single,eval_local_cv
climb_v2_phase2,skip_mixed_8M_s2,sup_only: mixed,8M,2,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,skip_sparse_all_24M,sup_only: sparse_all,24M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,skip_sparse_all_2M,sup_only: sparse_all,2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,skip_sparse_all_48M,sup_only: sparse_all,48M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,skip_sparse_all_8M,sup_only: sparse_all,8M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,skip_sparse_all_8M_s1,sup_only: sparse_all,8M,1,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,skip_sparse_all_8M_s2,sup_only: sparse_all,8M,2,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_from24M,unsup->sup: dense,24M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_from2M,unsup->sup: dense,2M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_from48M,unsup->sup: dense,48M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_from8M,unsup->sup: dense,8M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_from8M_s1,unsup->sup: dense,8M+2M,1,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_from8M_s2,unsup->sup: dense,8M+2M,2,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_plus_sparse_from24M,unsup->sup: dense_plus_sparse,24M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_plus_sparse_from2M,unsup->sup: dense_plus_sparse,2M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_plus_sparse_from48M,unsup->sup: dense_plus_sparse,48M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_plus_sparse_from8M,unsup->sup: dense_plus_sparse,8M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_plus_sparse_from8M_s1,unsup->sup: dense_plus_sparse,8M+2M,1,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_dense_plus_sparse_from8M_s2,unsup->sup: dense_plus_sparse,8M+2M,2,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_minimol_full_from24M,unsup->sup: minimol_full,24M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_minimol_full_from2M,unsup->sup: minimol_full,2M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_minimol_full_from48M,unsup->sup: minimol_full,48M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_minimol_full_from8M,unsup->sup: minimol_full,8M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_minimol_full_from8M_s1,unsup->sup: minimol_full,8M+2M,1,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_minimol_full_from8M_s2,unsup->sup: minimol_full,8M+2M,2,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_mixed_from24M,unsup->sup: mixed,24M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_mixed_from2M,unsup->sup: mixed,2M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_mixed_from48M,unsup->sup: mixed,48M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_mixed_from8M,unsup->sup: mixed,8M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_mixed_from8M_s1,unsup->sup: mixed,8M+2M,1,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_mixed_from8M_s2,unsup->sup: mixed,8M+2M,2,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_sparse_all_from24M,unsup->sup: sparse_all,24M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_sparse_all_from2M,unsup->sup: sparse_all,2M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_sparse_all_from48M,unsup->sup: sparse_all,48M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_sparse_all_from8M,unsup->sup: sparse_all,8M+2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_sparse_all_from8M_s1,unsup->sup: sparse_all,8M+2M,1,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,u2s_sparse_all_from8M_s2,unsup->sup: sparse_all,8M+2M,2,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,unsup_100M,unsup_only (MLM),100M,0,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,unsup_24M,unsup_only (MLM),24M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,unsup_2M,unsup_only (MLM),2M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,unsup_48M,unsup_only (MLM),48M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,unsup_50M,unsup_only (MLM),50M,0,0.166,0,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,unsup_8M,unsup_only (MLM),8M,0,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,unsup_8M_s1,unsup_only (MLM),8M,1,0.166,1,1,1,1,1,1,1,1,1,1,1
climb_v2_phase2,unsup_8M_s2,unsup_only (MLM),8M,2,0.166,1,1,1,1,1,1,1,1,1,1,1
robust_matrix_v2,random_baseline_00,"no_pretrain (random init, frozen)",-,0,0.0,0,0,1,0,1,1,0,0,0,0,0
robust_matrix_v2,random_baseline_01,"no_pretrain (random init, frozen)",-,1,0.0,0,0,1,0,1,1,0,0,0,0,0
robust_matrix_v2,random_baseline_02,"no_pretrain (random init, frozen)",-,2,0.0,0,0,1,0,1,1,0,0,0,0,0
