task,seed,metric,value
polaris/pkis2-kit-wt-cls-v2,42,f1,0.5714285714285714
polaris/pkis2-kit-wt-cls-v2,42,roc_auc,0.8370406189555126
polaris/pkis2-kit-wt-cls-v2,117,pr_auc,0.6993773640627268
polaris/pkis2-kit-wt-cls-v2,117,accuracy,0.8793103448275862
polaris/pkis2-kit-wt-cls-v2,117,cohen_kappa,0.5036674816625917
polaris/pkis2-kit-wt-cls-v2,117,mcc,0.5565433679588346
polaris/pkis2-kit-wt-cls-v2,117,f1,0.5625
polaris/pkis2-kit-wt-cls-v2,117,roc_auc,0.8331721470019342
polaris/pkis2-kit-wt-cls-v2,709,pr_auc,0.6343516675965952
polaris/pkis2-kit-wt-cls-v2,709,accuracy,0.8448275862068966
polaris/pkis2-kit-wt-cls-v2,709,cohen_kappa,0.36185819070904635
polaris/pkis2-kit-wt-cls-v2,709,mcc,0.39984669154324043
polaris/pkis2-kit-wt-cls-v2,709,f1,0.4375
polaris/pkis2-kit-wt-cls-v2,709,roc_auc,0.8264023210831721
polaris/pkis2-kit-wt-reg-v2,42,mean_absolute_error,23.681565797809856
polaris/pkis2-kit-wt-reg-v2,42,pearsonr,0.5220088578225796
polaris/pkis2-kit-wt-reg-v2,42,mean_squared_error,911.486793776143
polaris/pkis2-kit-wt-reg-v2,42,spearmanr,0.5089760390672685
polaris/pkis2-kit-wt-reg-v2,42,r2,0.24463508279070867
polaris/pkis2-kit-wt-reg-v2,42,explained_var,0.25376405447257744
polaris/pkis2-kit-wt-reg-v2,117,mean_absolute_error,24.529423331986347
polaris/pkis2-kit-wt-reg-v2,117,pearsonr,0.5146822867725465
polaris/pkis2-kit-wt-reg-v2,117,mean_squared_error,989.7949872672773
polaris/pkis2-kit-wt-reg-v2,117,spearmanr,0.4915803778313723
polaris/pkis2-kit-wt-reg-v2,117,r2,0.1797397244628215
polaris/pkis2-kit-wt-reg-v2,117,explained_var,0.187024499603052
polaris/pkis2-kit-wt-reg-v2,709,mean_absolute_error,24.602497719867994
polaris/pkis2-kit-wt-reg-v2,709,pearsonr,0.4893927487675531
polaris/pkis2-kit-wt-reg-v2,709,mean_squared_error,988.7810223552456
polaris/pkis2-kit-wt-reg-v2,709,spearmanr,0.47733986860021727
polaris/pkis2-kit-wt-reg-v2,709,r2,0.1805800147742772
polaris/pkis2-kit-wt-reg-v2,709,explained_var,0.1921420386774899
polaris/pkis2-ret-wt-cls-v2,42,pr_auc,0.6269123253185442
polaris/pkis2-ret-wt-cls-v2,42,accuracy,0.8867924528301887
polaris/pkis2-ret-wt-cls-v2,42,cohen_kappa,0.4483954900260191
polaris/pkis2-ret-wt-cls-v2,42,mcc,0.5048989433143583
polaris/pkis2-ret-wt-cls-v2,42,f1,0.5
polaris/pkis2-ret-wt-cls-v2,42,roc_auc,0.8288169200264376
polaris/pkis2-ret-wt-cls-v2,117,pr_auc,0.6849123348777328
polaris/pkis2-ret-wt-cls-v2,117,accuracy,0.8773584905660378
polaris/pkis2-ret-wt-cls-v2,117,cohen_kappa,0.3831692032229185
polaris/pkis2-ret-wt-cls-v2,117,mcc,0.44920923888007824
polaris/pkis2-ret-wt-cls-v2,117,f1,0.43478260869565216
polaris/pkis2-ret-wt-cls-v2,117,roc_auc,0.8671513549239922
polaris/pkis2-ret-wt-cls-v2,709,pr_auc,0.601867143004914
polaris/pkis2-ret-wt-cls-v2,709,accuracy,0.8867924528301887
polaris/pkis2-ret-wt-cls-v2,709,cohen_kappa,0.41165587419056426
polaris/pkis2-ret-wt-cls-v2,709,mcc,0.5090903418069739
polaris/pkis2-ret-wt-cls-v2,709,f1,0.45454545454545453
polaris/pkis2-ret-wt-cls-v2,709,roc_auc,0.806345009914078
polaris/pkis2-ret-wt-reg-v2,42,mean_absolute_error,22.39124528178008
polaris/pkis2-ret-wt-reg-v2,42,pearsonr,0.5501106287059916
polaris/pkis2-ret-wt-reg-v2,42,mean_squared_error,870.3078267331672
polaris/pkis2-ret-wt-reg-v2,42,spearmanr,0.48233022929658587
polaris/pkis2-ret-wt-reg-v2,42,r2,0.2670506147754601
polaris/pkis2-ret-wt-reg-v2,42,explained_var,0.280048721100949
polaris/pkis2-ret-wt-reg-v2,117,mean_absolute_error,22.13921874978895
