task,seed,subset,metric,value,n_test
CHEMBL262_Ki,117,overall,spearman,0.6858008352995165,173
CHEMBL262_Ki,117,overall,pearson,0.702679033621923,173
CHEMBL262_Ki,117,cliff,rmse,0.8157963089238275,32
CHEMBL262_Ki,117,noncliff,rmse,0.7831271874818649,141
CHEMBL262_Ki,709,overall,rmse,0.7927059077759275,173
CHEMBL262_Ki,709,overall,mae,0.6278392843433523,173
CHEMBL262_Ki,709,overall,r2,0.477507314266263,173
CHEMBL262_Ki,709,overall,spearman,0.6755797729579894,173
CHEMBL262_Ki,709,overall,pearson,0.698574475021216,173
CHEMBL262_Ki,709,cliff,rmse,0.8213050268948764,32
CHEMBL262_Ki,709,noncliff,rmse,0.7860704731551861,141
CHEMBL264_Ki,42,overall,rmse,0.6346758199964246,574
CHEMBL264_Ki,42,overall,mae,0.4832955569640047,574
CHEMBL264_Ki,42,overall,r2,0.6542906523598271,574
CHEMBL264_Ki,42,overall,spearman,0.7969188549093383,574
CHEMBL264_Ki,42,overall,pearson,0.8111759663333828,574
CHEMBL264_Ki,42,cliff,rmse,0.7121413640413233,239
CHEMBL264_Ki,42,noncliff,rmse,0.5730441298306941,335
CHEMBL264_Ki,117,overall,rmse,0.6501466521976669,574
CHEMBL264_Ki,117,overall,mae,0.4946214224183375,574
CHEMBL264_Ki,117,overall,r2,0.6372312419761748,574
CHEMBL264_Ki,117,overall,spearman,0.7880807207538757,574
CHEMBL264_Ki,117,overall,pearson,0.803090867523424,574
CHEMBL264_Ki,117,cliff,rmse,0.7325126480669737,239
CHEMBL264_Ki,117,noncliff,rmse,0.5843303908395813,335
CHEMBL264_Ki,709,overall,rmse,0.6472066271226966,574
CHEMBL264_Ki,709,overall,mae,0.4895394256112326,574
CHEMBL264_Ki,709,overall,r2,0.6405047733333905,574
CHEMBL264_Ki,709,overall,spearman,0.7901221693365513,574
CHEMBL264_Ki,709,overall,pearson,0.8040674599142044,574
CHEMBL264_Ki,709,cliff,rmse,0.7359021922826412,239
CHEMBL264_Ki,709,noncliff,rmse,0.57563495712104,335
CHEMBL2835_Ki,42,overall,rmse,0.44471178355614777,126
CHEMBL2835_Ki,42,overall,mae,0.2960417124293196,126
CHEMBL2835_Ki,42,overall,r2,0.7926490124079237,126
CHEMBL2835_Ki,42,overall,spearman,0.8587476565429323,126
CHEMBL2835_Ki,42,overall,pearson,0.8916261413666049,126
CHEMBL2835_Ki,42,cliff,rmse,0.803436255313821,13
CHEMBL2835_Ki,42,noncliff,rmse,0.38243759699256885,113
CHEMBL2835_Ki,117,overall,rmse,0.43170378446869606,126
CHEMBL2835_Ki,117,overall,mae,0.2910474589796981,126
CHEMBL2835_Ki,117,overall,r2,0.804601805869871,126
CHEMBL2835_Ki,117,overall,spearman,0.8551841019872516,126
CHEMBL2835_Ki,117,overall,pearson,0.8976899155964148,126
CHEMBL2835_Ki,117,cliff,rmse,0.7913965343900397,13
CHEMBL2835_Ki,117,noncliff,rmse,0.3684502065002603,113
CHEMBL2835_Ki,709,overall,rmse,0.4536692961595086,126
CHEMBL2835_Ki,709,overall,mae,0.2965673251099958,126
CHEMBL2835_Ki,709,overall,r2,0.7842118412616674,126
CHEMBL2835_Ki,709,overall,spearman,0.8636790401199851,126
CHEMBL2835_Ki,709,overall,pearson,0.8867488248451902,126
CHEMBL2835_Ki,709,cliff,rmse,0.8427664721745833,13
CHEMBL2835_Ki,709,noncliff,rmse,0.38442550366311345,113
CHEMBL287_Ki,42,overall,rmse,0.7511419362540916,267
CHEMBL287_Ki,42,overall,mae,0.5815416306466111,267
CHEMBL287_Ki,42,overall,r2,0.4861324352678492,267
CHEMBL287_Ki,42,overall,spearman,0.7159816361295659,267
CHEMBL287_Ki,42,overall,pearson,0.7155593601208057,267
CHEMBL287_Ki,42,cliff,rmse,0.8046663074440075,103
CHEMBL287_Ki,42,noncliff,rmse,0.7154818579713008,164
CHEMBL287_Ki,117,overall,rmse,0.7333693819527122,267
CHEMBL287_Ki,117,overall,mae,0.559858633842119,267
CHEMBL287_Ki,117,overall,r2,0.5101617037685496,267
CHEMBL287_Ki,117,overall,spearman,0.7366283812835797,267
CHEMBL287_Ki,117,overall,pearson,0.7337655702183714,267
CHEMBL287_Ki,117,cliff,rmse,0.7505603433293289,103
CHEMBL287_Ki,117,noncliff,rmse,0.7223634914849884,164
CHEMBL287_Ki,709,overall,rmse,0.7361367252401977,267
CHEMBL287_Ki,709,overall,mae,0.5586558416900091,267
CHEMBL287_Ki,709,overall,r2,0.5064579541556669,267
CHEMBL287_Ki,709,overall,spearman,0.7350049616746881,267
CHEMBL287_Ki,709,overall,pearson,0.7257287366331823,267
CHEMBL287_Ki,709,cliff,rmse,0.7780357125685049,103
CHEMBL287_Ki,709,noncliff,rmse,0.7085565780237179,164
CHEMBL2971_Ki,42,overall,rmse,0.6547705913748637,197
CHEMBL2971_Ki,42,overall,mae,0.44996654420660875,197
CHEMBL2971_Ki,42,overall,r2,0.7792225701061775,197
CHEMBL2971_Ki,42,overall,spearman,0.8673861792063389,197
CHEMBL2971_Ki,42,overall,pearson,0.8855069010821093,197
CHEMBL2971_Ki,42,cliff,rmse,0.7564050171461538,34
CHEMBL2971_Ki,42,noncliff,rmse,0.631512359365514,163
CHEMBL2971_Ki,117,overall,rmse,0.6282639442253942,197
CHEMBL2971_Ki,117,overall,mae,0.4378417220905218,197
CHEMBL2971_Ki,117,overall,r2,0.7967359305703804,197
CHEMBL2971_Ki,117,overall,spearman,0.8778539565341597,197
CHEMBL2971_Ki,117,overall,pearson,0.8938317366758424,197
CHEMBL2971_Ki,117,cliff,rmse,0.7359193789760415,34
CHEMBL2971_Ki,117,noncliff,rmse,0.603391949410092,163
CHEMBL2971_Ki,709,overall,rmse,0.6473832535584063,197
CHEMBL2971_Ki,709,overall,mae,0.4453110460763096,197
CHEMBL2971_Ki,709,overall,r2,0.7841762347276573,197
CHEMBL2971_Ki,709,overall,spearman,0.8721813598535862,197
CHEMBL2971_Ki,709,overall,pearson,0.8874010539082673,197
CHEMBL2971_Ki,709,cliff,rmse,0.758472343587243,34
CHEMBL2971_Ki,709,noncliff,rmse,0.6217142840075548,163
CHEMBL3979_EC50,42,overall,rmse,0.629122139545315,226
CHEMBL3979_EC50,42,overall,mae,0.4874995836864176,226
CHEMBL3979_EC50,42,overall,r2,0.6916511310644249,226
CHEMBL3979_EC50,42,overall,spearman,0.8257024417501592,226
CHEMBL3979_EC50,42,overall,pearson,0.8327313386116894,226
CHEMBL3979_EC50,42,cliff,rmse,0.690988536123529,94
CHEMBL3979_EC50,42,noncliff,rmse,0.5810640048342088,132
CHEMBL3979_EC50,117,overall,rmse,0.6128013379886749,226
CHEMBL3979_EC50,117,overall,mae,0.4682683625603564,226
CHEMBL3979_EC50,117,overall,r2,0.7074420987042351,226
CHEMBL3979_EC50,117,overall,spearman,0.8356991930139175,226
CHEMBL3979_EC50,117,overall,pearson,0.8420928352563736,226
CHEMBL3979_EC50,117,cliff,rmse,0.664793476658629,94
CHEMBL3979_EC50,117,noncliff,rmse,0.572907417442878,132
CHEMBL3979_EC50,709,overall,rmse,0.6296531873347764,226
CHEMBL3979_EC50,709,overall,mae,0.485868217481751,226
CHEMBL3979_EC50,709,overall,r2,0.691130351121947,226
CHEMBL3979_EC50,709,overall,spearman,0.8289251881018285,226
CHEMBL3979_EC50,709,overall,pearson,0.8329394634436401,226
CHEMBL3979_EC50,709,cliff,rmse,0.6856461135655227,94
CHEMBL3979_EC50,709,noncliff,rmse,0.5865298118314254,132
CHEMBL4005_Ki,42,overall,rmse,0.6638597196372747,193
CHEMBL4005_Ki,42,overall,mae,0.4938349233211035,193
CHEMBL4005_Ki,42,overall,r2,0.62206049203936,193
CHEMBL4005_Ki,42,overall,spearman,0.7914908391645744,193
CHEMBL4005_Ki,42,overall,pearson,0.8016080107875025,193
CHEMBL4005_Ki,42,cliff,rmse,0.8132597411754395,81
CHEMBL4005_Ki,42,noncliff,rmse,0.5301976841902755,112
CHEMBL4005_Ki,117,overall,rmse,0.668683853351959,193
CHEMBL4005_Ki,117,overall,mae,0.4965544318542391,193
CHEMBL4005_Ki,117,overall,r2,0.6165477151921889,193
CHEMBL4005_Ki,117,overall,spearman,0.7887482639816249,193
CHEMBL4005_Ki,117,overall,pearson,0.7984298091331788,193
CHEMBL4005_Ki,117,cliff,rmse,0.8279092822651115,81
CHEMBL4005_Ki,117,noncliff,rmse,0.5242129842854752,112
CHEMBL4005_Ki,709,overall,rmse,0.6658529636379443,193
CHEMBL4005_Ki,709,overall,mae,0.49188204651160694,193
CHEMBL4005_Ki,709,overall,r2,0.6197875522370799,193
CHEMBL4005_Ki,709,overall,spearman,0.7834751081672987,193
CHEMBL4005_Ki,709,overall,pearson,0.7980696935277279,193
CHEMBL4005_Ki,709,cliff,rmse,0.8246597422774293,81
CHEMBL4005_Ki,709,noncliff,rmse,0.5217018315742644,112
CHEMBL4203_Ki,42,overall,rmse,0.9392096630967435,149
CHEMBL4203_Ki,42,overall,mae,0.7162130689143795,149
CHEMBL4203_Ki,42,overall,r2,0.23303976294286533,149
CHEMBL4203_Ki,42,overall,spearman,0.4499510248503537,149
CHEMBL4203_Ki,42,overall,pearson,0.5095163990340477,149
CHEMBL4203_Ki,42,cliff,rmse,1.2071885852946946,13
CHEMBL4203_Ki,42,noncliff,rmse,0.9094687696786764,136
CHEMBL4203_Ki,117,overall,rmse,0.9530148867746391,149
CHEMBL4203_Ki,117,overall,mae,0.7417925549229241,149
CHEMBL4203_Ki,117,overall,r2,0.21032731919812175,149
CHEMBL4203_Ki,117,overall,spearman,0.44052965717395254,149
CHEMBL4203_Ki,117,overall,pearson,0.4990153325325069,149
CHEMBL4203_Ki,117,cliff,rmse,1.190737293272899,13
CHEMBL4203_Ki,117,noncliff,rmse,0.9271051159825419,136
CHEMBL4203_Ki,709,overall,rmse,0.9722064704352966,149
CHEMBL4203_Ki,709,overall,mae,0.7577524680973923,149
CHEMBL4203_Ki,709,overall,r2,0.1782026082544521,149
CHEMBL4203_Ki,709,overall,spearman,0.42913840014511156,149
CHEMBL4203_Ki,709,overall,pearson,0.4743923149423295,149
CHEMBL4203_Ki,709,cliff,rmse,1.239681998351221,13
CHEMBL4203_Ki,709,noncliff,rmse,0.9426732903994105,136
CHEMBL4616_EC50,42,overall,rmse,0.6836809696510164,139
CHEMBL4616_EC50,42,overall,mae,0.5360078577464947,139
CHEMBL4616_EC50,42,overall,r2,0.4422855634973667,139
CHEMBL4616_EC50,42,overall,spearman,0.6686089637606685,139
CHEMBL4616_EC50,42,overall,pearson,0.6899442974266193,139
CHEMBL4616_EC50,42,cliff,rmse,0.7633712384732081,73
CHEMBL4616_EC50,42,noncliff,rmse,0.5829864544972212,66
CHEMBL4616_EC50,117,overall,rmse,0.6802732732896182,139
CHEMBL4616_EC50,117,overall,mae,0.5301108421196346,139
CHEMBL4616_EC50,117,overall,r2,0.4478313812702951,139
CHEMBL4616_EC50,117,overall,spearman,0.6641851736002502,139
CHEMBL4616_EC50,117,overall,pearson,0.6905269171263638,139
CHEMBL4616_EC50,117,cliff,rmse,0.7613651240968107,73
CHEMBL4616_EC50,117,noncliff,rmse,0.5774665115964204,66
CHEMBL4616_EC50,709,overall,rmse,0.6921423579187364,139
CHEMBL4616_EC50,709,overall,mae,0.5328136438774828,139
CHEMBL4616_EC50,709,overall,r2,0.4283953411957273,139
CHEMBL4616_EC50,709,overall,spearman,0.6511997855132043,139
CHEMBL4616_EC50,709,overall,pearson,0.6768511301284341,139
CHEMBL4616_EC50,709,cliff,rmse,0.7930449917893855,73
CHEMBL4616_EC50,709,noncliff,rmse,0.5597388305591156,66
CHEMBL4792_Ki,42,overall,rmse,0.7160941128287537,297
CHEMBL4792_Ki,42,overall,mae,0.5538269323511515,297
CHEMBL4792_Ki,42,overall,r2,0.6310166558230511,297
CHEMBL4792_Ki,42,overall,spearman,0.7561979306945751,297
CHEMBL4792_Ki,42,overall,pearson,0.7946378628557624,297
CHEMBL4792_Ki,42,cliff,rmse,0.7395929162726543,160
CHEMBL4792_Ki,42,noncliff,rmse,0.687634430679206,137
CHEMBL4792_Ki,117,overall,rmse,0.7100386701421321,297
CHEMBL4792_Ki,117,overall,mae,0.5370449537168862,297
CHEMBL4792_Ki,117,overall,r2,0.6372306725403291,297
CHEMBL4792_Ki,117,overall,spearman,0.7749804410878237,297
CHEMBL4792_Ki,117,overall,pearson,0.7993559083557089,297
CHEMBL4792_Ki,117,cliff,rmse,0.7089958669483131,160
CHEMBL4792_Ki,117,noncliff,rmse,0.7112546070247274,137
CHEMBL4792_Ki,709,overall,rmse,0.7161601022921772,297
CHEMBL4792_Ki,709,overall,mae,0.5419883622956091,297
CHEMBL4792_Ki,709,overall,r2,0.6309486476259089,297
CHEMBL4792_Ki,709,overall,spearman,0.7550170670976041,297
CHEMBL4792_Ki,709,overall,pearson,0.794798056091331,297
CHEMBL4792_Ki,709,cliff,rmse,0.7250452265533429,160
CHEMBL4792_Ki,709,noncliff,rmse,0.7056417013853055,137
