task,seed,metric,value
polaris/adme-fang-hclint-1,44,r2,0.3401508088706561
polaris/adme-fang-hclint-1,44,explained_var,0.34053534751788406
polaris/adme-fang-hclint-1,44,pearsonr,0.6147500724096495
polaris/adme-fang-hclint-1,44,spearmanr,0.6445489314472359
polaris/adme-fang-hclint-1,44,mean_absolute_error,0.39688428598127146
polaris/adme-fang-hclint-1,44,mean_squared_error,0.2562919801615747
polaris/adme-fang-hclint-1,119,r2,0.40186837620100424
polaris/adme-fang-hclint-1,119,explained_var,0.4020616345893885
polaris/adme-fang-hclint-1,119,pearsonr,0.6516899314998343
polaris/adme-fang-hclint-1,119,spearmanr,0.6722444397487247
polaris/adme-fang-hclint-1,119,mean_absolute_error,0.38093057427613836
polaris/adme-fang-hclint-1,119,mean_squared_error,0.2323202639656695
polaris/adme-fang-hclint-1,711,r2,0.38889735931006497
polaris/adme-fang-hclint-1,711,explained_var,0.3889266833927634
polaris/adme-fang-hclint-1,711,pearsonr,0.6471423395126756
polaris/adme-fang-hclint-1,711,spearmanr,0.6662505859066024
polaris/adme-fang-hclint-1,711,mean_absolute_error,0.38175947753649475
polaris/adme-fang-hclint-1,711,mean_squared_error,0.23735833576810414
polaris/adme-fang-hppb-1,44,r2,0.4656021400610374
polaris/adme-fang-hppb-1,44,explained_var,0.50712652412784
polaris/adme-fang-hppb-1,44,pearsonr,0.7124991994836224
polaris/adme-fang-hppb-1,44,spearmanr,0.7065474846810393
polaris/adme-fang-hppb-1,44,mean_absolute_error,0.474454773439527
polaris/adme-fang-hppb-1,44,mean_squared_error,0.32365204526733904
polaris/adme-fang-hppb-1,119,r2,0.49770980848847013
polaris/adme-fang-hppb-1,119,explained_var,0.5335215867871679
polaris/adme-fang-hppb-1,119,pearsonr,0.730565435463812
polaris/adme-fang-hppb-1,119,spearmanr,0.7438306997031358
polaris/adme-fang-hppb-1,119,mean_absolute_error,0.44862928543556657
polaris/adme-fang-hppb-1,119,mean_squared_error,0.3042063974938037
polaris/adme-fang-hppb-1,711,r2,0.5738171841365973
polaris/adme-fang-hppb-1,711,explained_var,0.5985922395818987
polaris/adme-fang-hppb-1,711,pearsonr,0.7747505860711217
polaris/adme-fang-hppb-1,711,spearmanr,0.7823363152177598
polaris/adme-fang-hppb-1,711,mean_absolute_error,0.41418042154080004
polaris/adme-fang-hppb-1,711,mean_squared_error,0.2581128225845414
polaris/adme-fang-perm-1,44,r2,0.4781263215150977
polaris/adme-fang-perm-1,44,explained_var,0.4785745005724791
polaris/adme-fang-perm-1,44,pearsonr,0.698823400784427
polaris/adme-fang-perm-1,44,spearmanr,0.6819093441614884
polaris/adme-fang-perm-1,44,mean_absolute_error,0.393505355914771
polaris/adme-fang-perm-1,44,mean_squared_error,0.25853234351600035
polaris/adme-fang-perm-1,119,r2,0.4659126735310011
polaris/adme-fang-perm-1,119,explained_var,0.4671108836516007
polaris/adme-fang-perm-1,119,pearsonr,0.6889805299244317
polaris/adme-fang-perm-1,119,spearmanr,0.6856635074370793
polaris/adme-fang-perm-1,119,mean_absolute_error,0.3973043061132015
polaris/adme-fang-perm-1,119,mean_squared_error,0.26458289399667445
polaris/adme-fang-perm-1,711,r2,0.4794831648476984
polaris/adme-fang-perm-1,711,explained_var,0.480395118351016
polaris/adme-fang-perm-1,711,pearsonr,0.7027884526314343
polaris/adme-fang-perm-1,711,spearmanr,0.6924287969914721
polaris/adme-fang-perm-1,711,mean_absolute_error,0.395036796162918
polaris/adme-fang-perm-1,711,mean_squared_error,0.25786017340851436
polaris/adme-fang-rclint-1,44,r2,0.40755923132189587
polaris/adme-fang-rclint-1,44,explained_var,0.40761752553991426
polaris/adme-fang-rclint-1,44,pearsonr,0.6473218407910858
polaris/adme-fang-rclint-1,44,spearmanr,0.6449662957728145
polaris/adme-fang-rclint-1,44,mean_absolute_error,0.4591226021578466
polaris/adme-fang-rclint-1,44,mean_squared_error,0.33445847610348384
polaris/adme-fang-rclint-1,119,r2,0.3863787921325681
polaris/adme-fang-rclint-1,119,explained_var,0.38717949376672045
polaris/adme-fang-rclint-1,119,pearsonr,0.6377092874254293
polaris/adme-fang-rclint-1,119,spearmanr,0.6323444166674276
polaris/adme-fang-rclint-1,119,mean_absolute_error,0.4666418186162438
polaris/adme-fang-rclint-1,119,mean_squared_error,0.34641575147849113
polaris/adme-fang-rclint-1,711,r2,0.4226377296367767
polaris/adme-fang-rclint-1,711,explained_var,0.42272506331509807
polaris/adme-fang-rclint-1,711,pearsonr,0.6604376684999664
polaris/adme-fang-rclint-1,711,spearmanr,0.6518854880141445
polaris/adme-fang-rclint-1,711,mean_absolute_error,0.4530770748027227
polaris/adme-fang-rclint-1,711,mean_squared_error,0.32594601066398243
polaris/adme-fang-rppb-1,44,r2,0.4351530657992214
polaris/adme-fang-rppb-1,44,explained_var,0.4396026229833724
polaris/adme-fang-rppb-1,44,pearsonr,0.6642081150653265
polaris/adme-fang-rppb-1,44,spearmanr,0.7026086956521739
polaris/adme-fang-rppb-1,44,mean_absolute_error,0.5070180778705784
polaris/adme-fang-rppb-1,44,mean_squared_error,0.5018563254190559
polaris/adme-fang-rppb-1,119,r2,0.4019981967145225
polaris/adme-fang-rppb-1,119,explained_var,0.4132217106967241
polaris/adme-fang-rppb-1,119,pearsonr,0.6451568073349248
polaris/adme-fang-rppb-1,119,spearmanr,0.7069565217391304
polaris/adme-fang-rppb-1,119,mean_absolute_error,0.5076180392420384
polaris/adme-fang-rppb-1,119,mean_squared_error,0.5313138293216662
polaris/adme-fang-rppb-1,711,r2,0.3908888183763961
polaris/adme-fang-rppb-1,711,explained_var,0.4011945999300194
polaris/adme-fang-rppb-1,711,pearsonr,0.6428980838983851
polaris/adme-fang-rppb-1,711,spearmanr,0.7043478260869565
polaris/adme-fang-rppb-1,711,mean_absolute_error,0.5048698505717183
polaris/adme-fang-rppb-1,711,mean_squared_error,0.5411843118415914
polaris/adme-fang-solu-1,44,r2,0.19405840002629704
polaris/adme-fang-solu-1,44,explained_var,0.19438495631323072
polaris/adme-fang-solu-1,44,pearsonr,0.495725939304679
polaris/adme-fang-solu-1,44,spearmanr,0.4631160650756859
polaris/adme-fang-solu-1,44,mean_absolute_error,0.47469784977374146
polaris/adme-fang-solu-1,44,mean_squared_error,0.4369643206113325
polaris/adme-fang-solu-1,119,r2,0.17981353160500635
polaris/adme-fang-solu-1,119,explained_var,0.18057536360002469
polaris/adme-fang-solu-1,119,pearsonr,0.4886966261093162
polaris/adme-fang-solu-1,119,spearmanr,0.45630393956349435
polaris/adme-fang-solu-1,119,mean_absolute_error,0.4796930267163544
polaris/adme-fang-solu-1,119,mean_squared_error,0.44468758399928787
polaris/adme-fang-solu-1,711,r2,0.20209243633702967
polaris/adme-fang-solu-1,711,explained_var,0.20219306054960506
polaris/adme-fang-solu-1,711,pearsonr,0.5034549811392798
polaris/adme-fang-solu-1,711,spearmanr,0.4710334195612506
polaris/adme-fang-solu-1,711,mean_absolute_error,0.47155494001922327
polaris/adme-fang-solu-1,711,mean_squared_error,0.43260843773048774
polaris/pkis2-egfr-wt-reg-v2,44,r2,0.19803610207550215
polaris/pkis2-egfr-wt-reg-v2,44,explained_var,0.1981020950757012
polaris/pkis2-egfr-wt-reg-v2,44,pearsonr,0.5060983699091104
polaris/pkis2-egfr-wt-reg-v2,44,spearmanr,0.2495402827575819
polaris/pkis2-egfr-wt-reg-v2,44,mean_absolute_error,20.02705028652572
polaris/pkis2-egfr-wt-reg-v2,44,mean_squared_error,646.1972248080007
polaris/pkis2-egfr-wt-reg-v2,119,r2,0.22313931991025948
polaris/pkis2-egfr-wt-reg-v2,119,explained_var,0.22431390462771617
polaris/pkis2-egfr-wt-reg-v2,119,pearsonr,0.5272935946871109
polaris/pkis2-egfr-wt-reg-v2,119,spearmanr,0.2847589897198129
polaris/pkis2-egfr-wt-reg-v2,119,mean_absolute_error,19.95434072494137
polaris/pkis2-egfr-wt-reg-v2,119,mean_squared_error,625.9698433254266
polaris/pkis2-egfr-wt-reg-v2,711,r2,0.19628027526055358
polaris/pkis2-egfr-wt-reg-v2,711,explained_var,0.19628118655162785
polaris/pkis2-egfr-wt-reg-v2,711,pearsonr,0.5062000008668375
polaris/pkis2-egfr-wt-reg-v2,711,spearmanr,0.24715949331643025
polaris/pkis2-egfr-wt-reg-v2,711,mean_absolute_error,20.123235405164916
polaris/pkis2-egfr-wt-reg-v2,711,mean_squared_error,647.6120146981687
polaris/pkis2-kit-wt-cls-v2,44,cohen_kappa,0.1841432225063938
polaris/pkis2-kit-wt-cls-v2,44,pr_auc,0.4980302443447697
polaris/pkis2-kit-wt-cls-v2,44,mcc,0.2154568714219624
polaris/pkis2-kit-wt-cls-v2,44,f1,0.26666666666666666
polaris/pkis2-kit-wt-cls-v2,44,accuracy,0.8103448275862069
polaris/pkis2-kit-wt-cls-v2,44,roc_auc,0.7867504835589942
polaris/pkis2-kit-wt-cls-v2,119,cohen_kappa,0.27153110047846896
polaris/pkis2-kit-wt-cls-v2,119,pr_auc,0.49380971472470425
polaris/pkis2-kit-wt-cls-v2,119,mcc,0.2937579261496288
polaris/pkis2-kit-wt-cls-v2,119,f1,0.36363636363636365
polaris/pkis2-kit-wt-cls-v2,119,accuracy,0.8189655172413793
polaris/pkis2-kit-wt-cls-v2,119,roc_auc,0.7645067698259187
polaris/pkis2-kit-wt-cls-v2,711,cohen_kappa,0.22004889975550113
polaris/pkis2-kit-wt-cls-v2,711,pr_auc,0.5099633261262293
polaris/pkis2-kit-wt-cls-v2,711,mcc,0.24315001512764622
polaris/pkis2-kit-wt-cls-v2,711,f1,0.3125
polaris/pkis2-kit-wt-cls-v2,711,accuracy,0.8103448275862069
polaris/pkis2-kit-wt-cls-v2,711,roc_auc,0.7886847195357835
polaris/pkis2-kit-wt-reg-v2,44,r2,0.06788489589197255
polaris/pkis2-kit-wt-reg-v2,44,explained_var,0.08201047778298354
polaris/pkis2-kit-wt-reg-v2,44,pearsonr,0.4006732591111422
polaris/pkis2-kit-wt-reg-v2,44,spearmanr,0.35506618517745436
polaris/pkis2-kit-wt-reg-v2,44,mean_absolute_error,26.313795952543032
polaris/pkis2-kit-wt-reg-v2,44,mean_squared_error,1124.768424263921
polaris/pkis2-kit-wt-reg-v2,119,r2,0.13781492792522165
polaris/pkis2-kit-wt-reg-v2,119,explained_var,0.15533979214310423
polaris/pkis2-kit-wt-reg-v2,119,pearsonr,0.44869350725323487
polaris/pkis2-kit-wt-reg-v2,119,spearmanr,0.4102659542750362
polaris/pkis2-kit-wt-reg-v2,119,mean_absolute_error,24.96536790323931
polaris/pkis2-kit-wt-reg-v2,119,mean_squared_error,1040.3849703405658
polaris/pkis2-kit-wt-reg-v2,711,r2,0.04073620367956465
polaris/pkis2-kit-wt-reg-v2,711,explained_var,0.04075622596142037
polaris/pkis2-kit-wt-reg-v2,711,pearsonr,0.3758423387383212
polaris/pkis2-kit-wt-reg-v2,711,spearmanr,0.34661268645255633
polaris/pkis2-kit-wt-reg-v2,711,mean_absolute_error,26.76288147687867
polaris/pkis2-kit-wt-reg-v2,711,mean_squared_error,1157.5283180002177
polaris/pkis2-ret-wt-cls-v2,44,cohen_kappa,0.2882721575649059
polaris/pkis2-ret-wt-cls-v2,44,pr_auc,0.6489252957865856
polaris/pkis2-ret-wt-cls-v2,44,mcc,0.3379564834565075
polaris/pkis2-ret-wt-cls-v2,44,f1,0.34782608695652173
polaris/pkis2-ret-wt-cls-v2,44,accuracy,0.8584905660377359
polaris/pkis2-ret-wt-cls-v2,44,roc_auc,0.8896232650363516
polaris/pkis2-ret-wt-cls-v2,119,cohen_kappa,0.47806624888093097
polaris/pkis2-ret-wt-cls-v2,119,pr_auc,0.7722318367351066
polaris/pkis2-ret-wt-cls-v2,119,mcc,0.5604619943036491
polaris/pkis2-ret-wt-cls-v2,119,f1,0.5217391304347826
polaris/pkis2-ret-wt-cls-v2,119,accuracy,0.8962264150943396
