track,model,task,seed,target_label,metric,value
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,42,CLS_RET,pr_auc,0.531761
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,42,CLS_RET,accuracy,0.839623
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,42,CLS_RET,f1,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,42,CLS_RET,cohen_kappa,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,42,CLS_RET,mcc,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,42,CLS_RET,roc_auc,0.84534
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,42,RET,explained_var,0.493314
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,42,RET,pearsonr,0.709821
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,42,RET,mean_absolute_error,19.7225
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,42,RET,spearmanr,0.636467
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,42,RET,mean_squared_error,710.026
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,42,RET,r2,0.402035
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,42,CLS_KIT,pr_auc,0.709325
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,42,CLS_KIT,accuracy,0.827586
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,42,CLS_KIT,f1,0.230769
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,42,CLS_KIT,cohen_kappa,0.183099
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,42,CLS_KIT,mcc,0.270121
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,42,CLS_KIT,roc_auc,0.84236
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,42,KIT,explained_var,0.380452
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,42,KIT,pearsonr,0.627581
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,42,KIT,mean_absolute_error,21.2556
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,42,KIT,spearmanr,0.556403
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,42,KIT,mean_squared_error,763.734
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,42,KIT,r2,0.367081
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,42,EGFR,explained_var,0.438702
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,42,EGFR,pearsonr,0.662988
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,42,EGFR,mean_absolute_error,17.8803
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,42,EGFR,spearmanr,0.359461
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,42,EGFR,mean_squared_error,485.443
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,42,EGFR,r2,0.39754
polaris,CheMeleon,polaris/adme-fang-solu-1,42,LOG_SOLUBILITY,explained_var,0.424938
polaris,CheMeleon,polaris/adme-fang-solu-1,42,LOG_SOLUBILITY,pearsonr,0.653649
polaris,CheMeleon,polaris/adme-fang-solu-1,42,LOG_SOLUBILITY,mean_absolute_error,0.371633
polaris,CheMeleon,polaris/adme-fang-solu-1,42,LOG_SOLUBILITY,spearmanr,0.5568
polaris,CheMeleon,polaris/adme-fang-solu-1,42,LOG_SOLUBILITY,mean_squared_error,0.314718
polaris,CheMeleon,polaris/adme-fang-solu-1,42,LOG_SOLUBILITY,r2,0.419531
polaris,CheMeleon,polaris/adme-fang-rppb-1,42,LOG_RPPB,explained_var,0.476103
polaris,CheMeleon,polaris/adme-fang-rppb-1,42,LOG_RPPB,pearsonr,0.707071
polaris,CheMeleon,polaris/adme-fang-rppb-1,42,LOG_RPPB,mean_absolute_error,0.510989
polaris,CheMeleon,polaris/adme-fang-rppb-1,42,LOG_RPPB,spearmanr,0.78
polaris,CheMeleon,polaris/adme-fang-rppb-1,42,LOG_RPPB,mean_squared_error,0.465503
polaris,CheMeleon,polaris/adme-fang-rppb-1,42,LOG_RPPB,r2,0.47607
polaris,CheMeleon,polaris/adme-fang-hppb-1,42,LOG_HPPB,explained_var,0.603335
polaris,CheMeleon,polaris/adme-fang-hppb-1,42,LOG_HPPB,pearsonr,0.780189
polaris,CheMeleon,polaris/adme-fang-hppb-1,42,LOG_HPPB,mean_absolute_error,0.433632
polaris,CheMeleon,polaris/adme-fang-hppb-1,42,LOG_HPPB,spearmanr,0.746734
polaris,CheMeleon,polaris/adme-fang-hppb-1,42,LOG_HPPB,mean_squared_error,0.265172
polaris,CheMeleon,polaris/adme-fang-hppb-1,42,LOG_HPPB,r2,0.562162
polaris,CheMeleon,polaris/adme-fang-perm-1,42,LOG_MDR1-MDCK_ER,explained_var,0.628472
polaris,CheMeleon,polaris/adme-fang-perm-1,42,LOG_MDR1-MDCK_ER,pearsonr,0.792771
polaris,CheMeleon,polaris/adme-fang-perm-1,42,LOG_MDR1-MDCK_ER,mean_absolute_error,0.315529
polaris,CheMeleon,polaris/adme-fang-perm-1,42,LOG_MDR1-MDCK_ER,spearmanr,0.785116
polaris,CheMeleon,polaris/adme-fang-perm-1,42,LOG_MDR1-MDCK_ER,mean_squared_error,0.184735
polaris,CheMeleon,polaris/adme-fang-perm-1,42,LOG_MDR1-MDCK_ER,r2,0.627093
polaris,CheMeleon,polaris/adme-fang-rclint-1,42,LOG_RLM_CLint,explained_var,0.547699
polaris,CheMeleon,polaris/adme-fang-rclint-1,42,LOG_RLM_CLint,pearsonr,0.741159
polaris,CheMeleon,polaris/adme-fang-rclint-1,42,LOG_RLM_CLint,mean_absolute_error,0.401377
polaris,CheMeleon,polaris/adme-fang-rclint-1,42,LOG_RLM_CLint,spearmanr,0.748809
polaris,CheMeleon,polaris/adme-fang-rclint-1,42,LOG_RLM_CLint,mean_squared_error,0.257651
polaris,CheMeleon,polaris/adme-fang-rclint-1,42,LOG_RLM_CLint,r2,0.543611
polaris,CheMeleon,polaris/adme-fang-hclint-1,42,LOG_HLM_CLint,explained_var,0.508836
polaris,CheMeleon,polaris/adme-fang-hclint-1,42,LOG_HLM_CLint,pearsonr,0.716771
polaris,CheMeleon,polaris/adme-fang-hclint-1,42,LOG_HLM_CLint,mean_absolute_error,0.345089
polaris,CheMeleon,polaris/adme-fang-hclint-1,42,LOG_HLM_CLint,spearmanr,0.71712
polaris,CheMeleon,polaris/adme-fang-hclint-1,42,LOG_HLM_CLint,mean_squared_error,0.194371
polaris,CheMeleon,polaris/adme-fang-hclint-1,42,LOG_HLM_CLint,r2,0.499573
polaris,CheMeleon,tdcommons/lipophilicity-astrazeneca,42,Y,mean_absolute_error,0.45552
polaris,CheMeleon,tdcommons/ppbr-az,42,Y,mean_absolute_error,7.82584
polaris,CheMeleon,tdcommons/clearance-hepatocyte-az,42,Y,spearmanr,0.407446
polaris,CheMeleon,tdcommons/cyp2d6-substrate-carbonmangels,42,Y,pr_auc,0.649098
polaris,CheMeleon,tdcommons/half-life-obach,42,Y,spearmanr,0.297275
polaris,CheMeleon,tdcommons/cyp2c9-substrate-carbonmangels,42,Y,pr_auc,0.414619
polaris,CheMeleon,tdcommons/clearance-microsome-az,42,Y,spearmanr,0.605812
polaris,CheMeleon,tdcommons/dili,42,Y,roc_auc,0.914783
polaris,CheMeleon,tdcommons/bioavailability-ma,42,Y,roc_auc,0.580313
polaris,CheMeleon,tdcommons/vdss-lombardo,42,Y,spearmanr,0.565279
polaris,CheMeleon,tdcommons/cyp3a4-substrate-carbonmangels,42,Y,roc_auc,0.616184
polaris,CheMeleon,tdcommons/pgp-broccatelli,42,Y,roc_auc,0.924087
polaris,CheMeleon,tdcommons/caco2-wang,42,Y,mean_absolute_error,0.405806
polaris,CheMeleon,tdcommons/herg,42,Y,roc_auc,0.879381
polaris,CheMeleon,tdcommons/bbb-martins,42,Y,roc_auc,0.880159
polaris,CheMeleon,tdcommons/ames,42,Y,roc_auc,0.840622
polaris,CheMeleon,tdcommons/ld50-zhu,42,Y,mean_absolute_error,0.517861
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,117,CLS_RET,pr_auc,0.608151
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,117,CLS_RET,accuracy,0.839623
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,117,CLS_RET,f1,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,117,CLS_RET,cohen_kappa,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,117,CLS_RET,mcc,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,117,CLS_RET,roc_auc,0.841375
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,117,RET,explained_var,0.555964
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,117,RET,pearsonr,0.75174
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,117,RET,mean_absolute_error,17.7473
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,117,RET,spearmanr,0.683811
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,117,RET,mean_squared_error,561.61
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,117,RET,r2,0.527027
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,117,CLS_KIT,pr_auc,0.686911
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,117,CLS_KIT,accuracy,0.818966
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,117,CLS_KIT,f1,0.571429
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,117,CLS_KIT,cohen_kappa,0.458185
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,117,CLS_KIT,mcc,0.462046
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,117,CLS_KIT,roc_auc,0.843327
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,117,KIT,explained_var,0.335478
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,117,KIT,pearsonr,0.602646
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,117,KIT,mean_absolute_error,21.1921
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,117,KIT,spearmanr,0.56388
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,117,KIT,mean_squared_error,825.729
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,117,KIT,r2,0.315704
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,117,EGFR,explained_var,0.419264
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,117,EGFR,pearsonr,0.64767
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,117,EGFR,mean_absolute_error,16.8415
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,117,EGFR,spearmanr,0.336134
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,117,EGFR,mean_squared_error,470.642
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,117,EGFR,r2,0.415909
polaris,CheMeleon,polaris/adme-fang-solu-1,117,LOG_SOLUBILITY,explained_var,0.446941
polaris,CheMeleon,polaris/adme-fang-solu-1,117,LOG_SOLUBILITY,pearsonr,0.668539
polaris,CheMeleon,polaris/adme-fang-solu-1,117,LOG_SOLUBILITY,mean_absolute_error,0.368993
polaris,CheMeleon,polaris/adme-fang-solu-1,117,LOG_SOLUBILITY,spearmanr,0.591982
polaris,CheMeleon,polaris/adme-fang-solu-1,117,LOG_SOLUBILITY,mean_squared_error,0.299857
polaris,CheMeleon,polaris/adme-fang-solu-1,117,LOG_SOLUBILITY,r2,0.44694
polaris,CheMeleon,polaris/adme-fang-rppb-1,117,LOG_RPPB,explained_var,0.646602
polaris,CheMeleon,polaris/adme-fang-rppb-1,117,LOG_RPPB,pearsonr,0.830866
polaris,CheMeleon,polaris/adme-fang-rppb-1,117,LOG_RPPB,mean_absolute_error,0.433681
polaris,CheMeleon,polaris/adme-fang-rppb-1,117,LOG_RPPB,spearmanr,0.81913
polaris,CheMeleon,polaris/adme-fang-rppb-1,117,LOG_RPPB,mean_squared_error,0.316352
polaris,CheMeleon,polaris/adme-fang-rppb-1,117,LOG_RPPB,r2,0.643941
polaris,CheMeleon,polaris/adme-fang-hppb-1,117,LOG_HPPB,explained_var,0.541093
polaris,CheMeleon,polaris/adme-fang-hppb-1,117,LOG_HPPB,pearsonr,0.74104
polaris,CheMeleon,polaris/adme-fang-hppb-1,117,LOG_HPPB,mean_absolute_error,0.443376
polaris,CheMeleon,polaris/adme-fang-hppb-1,117,LOG_HPPB,spearmanr,0.713423
polaris,CheMeleon,polaris/adme-fang-hppb-1,117,LOG_HPPB,mean_squared_error,0.27825
polaris,CheMeleon,polaris/adme-fang-hppb-1,117,LOG_HPPB,r2,0.540568
polaris,CheMeleon,polaris/adme-fang-perm-1,117,LOG_MDR1-MDCK_ER,explained_var,0.661674
polaris,CheMeleon,polaris/adme-fang-perm-1,117,LOG_MDR1-MDCK_ER,pearsonr,0.813951
polaris,CheMeleon,polaris/adme-fang-perm-1,117,LOG_MDR1-MDCK_ER,mean_absolute_error,0.291911
polaris,CheMeleon,polaris/adme-fang-perm-1,117,LOG_MDR1-MDCK_ER,spearmanr,0.809296
polaris,CheMeleon,polaris/adme-fang-perm-1,117,LOG_MDR1-MDCK_ER,mean_squared_error,0.167609
polaris,CheMeleon,polaris/adme-fang-perm-1,117,LOG_MDR1-MDCK_ER,r2,0.661665
polaris,CheMeleon,polaris/adme-fang-rclint-1,117,LOG_RLM_CLint,explained_var,0.550877
polaris,CheMeleon,polaris/adme-fang-rclint-1,117,LOG_RLM_CLint,pearsonr,0.742729
polaris,CheMeleon,polaris/adme-fang-rclint-1,117,LOG_RLM_CLint,mean_absolute_error,0.398225
polaris,CheMeleon,polaris/adme-fang-rclint-1,117,LOG_RLM_CLint,spearmanr,0.744674
polaris,CheMeleon,polaris/adme-fang-rclint-1,117,LOG_RLM_CLint,mean_squared_error,0.253819
polaris,CheMeleon,polaris/adme-fang-rclint-1,117,LOG_RLM_CLint,r2,0.550399
polaris,CheMeleon,polaris/adme-fang-hclint-1,117,LOG_HLM_CLint,explained_var,0.504391
polaris,CheMeleon,polaris/adme-fang-hclint-1,117,LOG_HLM_CLint,pearsonr,0.713363
polaris,CheMeleon,polaris/adme-fang-hclint-1,117,LOG_HLM_CLint,mean_absolute_error,0.34208
polaris,CheMeleon,polaris/adme-fang-hclint-1,117,LOG_HLM_CLint,spearmanr,0.712826
polaris,CheMeleon,polaris/adme-fang-hclint-1,117,LOG_HLM_CLint,mean_squared_error,0.194493
polaris,CheMeleon,polaris/adme-fang-hclint-1,117,LOG_HLM_CLint,r2,0.499258
polaris,CheMeleon,tdcommons/lipophilicity-astrazeneca,117,Y,mean_absolute_error,0.4526
polaris,CheMeleon,tdcommons/ppbr-az,117,Y,mean_absolute_error,7.7239
polaris,CheMeleon,tdcommons/clearance-hepatocyte-az,117,Y,spearmanr,0.401599
polaris,CheMeleon,tdcommons/cyp2d6-substrate-carbonmangels,117,Y,pr_auc,0.714902
polaris,CheMeleon,tdcommons/half-life-obach,117,Y,spearmanr,0.291151
polaris,CheMeleon,tdcommons/cyp2c9-substrate-carbonmangels,117,Y,pr_auc,0.420967
polaris,CheMeleon,tdcommons/clearance-microsome-az,117,Y,spearmanr,0.629359
polaris,CheMeleon,tdcommons/dili,117,Y,roc_auc,0.922609
polaris,CheMeleon,tdcommons/bioavailability-ma,117,Y,roc_auc,0.551048
polaris,CheMeleon,tdcommons/vdss-lombardo,117,Y,spearmanr,0.546659
polaris,CheMeleon,tdcommons/cyp3a4-substrate-carbonmangels,117,Y,roc_auc,0.612568
polaris,CheMeleon,tdcommons/pgp-broccatelli,117,Y,roc_auc,0.93655
polaris,CheMeleon,tdcommons/caco2-wang,117,Y,mean_absolute_error,0.347382
polaris,CheMeleon,tdcommons/herg,117,Y,roc_auc,0.859352
polaris,CheMeleon,tdcommons/bbb-martins,117,Y,roc_auc,0.899703
polaris,CheMeleon,tdcommons/ames,117,Y,roc_auc,0.854362
polaris,CheMeleon,tdcommons/ld50-zhu,117,Y,mean_absolute_error,0.543919
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,709,CLS_RET,pr_auc,0.640322
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,709,CLS_RET,accuracy,0.839623
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,709,CLS_RET,f1,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,709,CLS_RET,cohen_kappa,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,709,CLS_RET,mcc,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,709,CLS_RET,roc_auc,0.861864
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,709,RET,explained_var,0.484587
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,709,RET,pearsonr,0.703488
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,709,RET,mean_absolute_error,19.2485
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,709,RET,spearmanr,0.66224
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,709,RET,mean_squared_error,641.2
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,709,RET,r2,0.459999
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,709,CLS_KIT,pr_auc,0.62661
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,709,CLS_KIT,accuracy,0.836207
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,709,CLS_KIT,f1,0.24
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,709,CLS_KIT,cohen_kappa,0.203757
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,709,CLS_KIT,mcc,0.336801
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,709,CLS_KIT,roc_auc,0.838008
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,709,KIT,explained_var,0.320478
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,709,KIT,pearsonr,0.593278
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,709,KIT,mean_absolute_error,22.0735
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,709,KIT,spearmanr,0.545657
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,709,KIT,mean_squared_error,820.528
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,709,KIT,r2,0.320014
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,709,EGFR,explained_var,0.439134
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,709,EGFR,pearsonr,0.672784
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,709,EGFR,mean_absolute_error,16.8102
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,709,EGFR,spearmanr,0.371282
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,709,EGFR,mean_squared_error,452.034
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,709,EGFR,r2,0.439002
polaris,CheMeleon,polaris/adme-fang-solu-1,709,LOG_SOLUBILITY,explained_var,0.400665
polaris,CheMeleon,polaris/adme-fang-solu-1,709,LOG_SOLUBILITY,pearsonr,0.634649
polaris,CheMeleon,polaris/adme-fang-solu-1,709,LOG_SOLUBILITY,mean_absolute_error,0.383659
polaris,CheMeleon,polaris/adme-fang-solu-1,709,LOG_SOLUBILITY,spearmanr,0.542921
polaris,CheMeleon,polaris/adme-fang-solu-1,709,LOG_SOLUBILITY,mean_squared_error,0.325254
polaris,CheMeleon,polaris/adme-fang-solu-1,709,LOG_SOLUBILITY,r2,0.400099
polaris,CheMeleon,polaris/adme-fang-rppb-1,709,LOG_RPPB,explained_var,0.623201
polaris,CheMeleon,polaris/adme-fang-rppb-1,709,LOG_RPPB,pearsonr,0.818279
polaris,CheMeleon,polaris/adme-fang-rppb-1,709,LOG_RPPB,mean_absolute_error,0.426349
polaris,CheMeleon,polaris/adme-fang-rppb-1,709,LOG_RPPB,spearmanr,0.833913
polaris,CheMeleon,polaris/adme-fang-rppb-1,709,LOG_RPPB,mean_squared_error,0.334801
polaris,CheMeleon,polaris/adme-fang-rppb-1,709,LOG_RPPB,r2,0.623176
polaris,CheMeleon,polaris/adme-fang-hppb-1,709,LOG_HPPB,explained_var,0.613447
polaris,CheMeleon,polaris/adme-fang-hppb-1,709,LOG_HPPB,pearsonr,0.783672
polaris,CheMeleon,polaris/adme-fang-hppb-1,709,LOG_HPPB,mean_absolute_error,0.441108
polaris,CheMeleon,polaris/adme-fang-hppb-1,709,LOG_HPPB,spearmanr,0.777447
polaris,CheMeleon,polaris/adme-fang-hppb-1,709,LOG_HPPB,mean_squared_error,0.265076
polaris,CheMeleon,polaris/adme-fang-hppb-1,709,LOG_HPPB,r2,0.562321
polaris,CheMeleon,polaris/adme-fang-perm-1,709,LOG_MDR1-MDCK_ER,explained_var,0.633714
polaris,CheMeleon,polaris/adme-fang-perm-1,709,LOG_MDR1-MDCK_ER,pearsonr,0.796288
polaris,CheMeleon,polaris/adme-fang-perm-1,709,LOG_MDR1-MDCK_ER,mean_absolute_error,0.310795
polaris,CheMeleon,polaris/adme-fang-perm-1,709,LOG_MDR1-MDCK_ER,spearmanr,0.792671
polaris,CheMeleon,polaris/adme-fang-perm-1,709,LOG_MDR1-MDCK_ER,mean_squared_error,0.182867
polaris,CheMeleon,polaris/adme-fang-perm-1,709,LOG_MDR1-MDCK_ER,r2,0.630865
polaris,CheMeleon,polaris/adme-fang-rclint-1,709,LOG_RLM_CLint,explained_var,0.55365
polaris,CheMeleon,polaris/adme-fang-rclint-1,709,LOG_RLM_CLint,pearsonr,0.744171
polaris,CheMeleon,polaris/adme-fang-rclint-1,709,LOG_RLM_CLint,mean_absolute_error,0.396892
polaris,CheMeleon,polaris/adme-fang-rclint-1,709,LOG_RLM_CLint,spearmanr,0.744066
polaris,CheMeleon,polaris/adme-fang-rclint-1,709,LOG_RLM_CLint,mean_squared_error,0.252388
polaris,CheMeleon,polaris/adme-fang-rclint-1,709,LOG_RLM_CLint,r2,0.552934
polaris,CheMeleon,polaris/adme-fang-hclint-1,709,LOG_HLM_CLint,explained_var,0.497232
polaris,CheMeleon,polaris/adme-fang-hclint-1,709,LOG_HLM_CLint,pearsonr,0.713181
polaris,CheMeleon,polaris/adme-fang-hclint-1,709,LOG_HLM_CLint,mean_absolute_error,0.344226
polaris,CheMeleon,polaris/adme-fang-hclint-1,709,LOG_HLM_CLint,spearmanr,0.719971
polaris,CheMeleon,polaris/adme-fang-hclint-1,709,LOG_HLM_CLint,mean_squared_error,0.196406
polaris,CheMeleon,polaris/adme-fang-hclint-1,709,LOG_HLM_CLint,r2,0.494333
polaris,CheMeleon,tdcommons/lipophilicity-astrazeneca,709,Y,mean_absolute_error,0.463681
polaris,CheMeleon,tdcommons/ppbr-az,709,Y,mean_absolute_error,8.05622
polaris,CheMeleon,tdcommons/clearance-hepatocyte-az,709,Y,spearmanr,0.29365
polaris,CheMeleon,tdcommons/cyp2d6-substrate-carbonmangels,709,Y,pr_auc,0.701534
polaris,CheMeleon,tdcommons/half-life-obach,709,Y,spearmanr,0.343693
polaris,CheMeleon,tdcommons/cyp2c9-substrate-carbonmangels,709,Y,pr_auc,0.431409
polaris,CheMeleon,tdcommons/clearance-microsome-az,709,Y,spearmanr,0.592912
polaris,CheMeleon,tdcommons/dili,709,Y,roc_auc,0.888261
polaris,CheMeleon,tdcommons/bioavailability-ma,709,Y,roc_auc,0.578317
polaris,CheMeleon,tdcommons/vdss-lombardo,709,Y,spearmanr,0.542815
polaris,CheMeleon,tdcommons/cyp3a4-substrate-carbonmangels,709,Y,roc_auc,0.612794
polaris,CheMeleon,tdcommons/pgp-broccatelli,709,Y,roc_auc,0.929552
polaris,CheMeleon,tdcommons/caco2-wang,709,Y,mean_absolute_error,0.418196
polaris,CheMeleon,tdcommons/herg,709,Y,roc_auc,0.860236
polaris,CheMeleon,tdcommons/bbb-martins,709,Y,roc_auc,0.90283
polaris,CheMeleon,tdcommons/ames,709,Y,roc_auc,0.84338
polaris,CheMeleon,tdcommons/ld50-zhu,709,Y,mean_absolute_error,0.515131
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,1701,CLS_RET,pr_auc,0.548253
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,1701,CLS_RET,accuracy,0.839623
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,1701,CLS_RET,f1,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,1701,CLS_RET,cohen_kappa,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,1701,CLS_RET,mcc,0.0
polaris,CheMeleon,polaris/pkis2-ret-wt-cls-v2,1701,CLS_RET,roc_auc,0.808989
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,1701,RET,explained_var,0.519593
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,1701,RET,pearsonr,0.72371
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,1701,RET,mean_absolute_error,18.4861
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,1701,RET,spearmanr,0.634082
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,1701,RET,mean_squared_error,611.952
polaris,CheMeleon,polaris/pkis2-ret-wt-reg-v2,1701,RET,r2,0.48463
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,1701,CLS_KIT,pr_auc,0.705488
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,1701,CLS_KIT,accuracy,0.818966
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,1701,CLS_KIT,f1,0.588235
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,1701,CLS_KIT,cohen_kappa,0.475
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,1701,CLS_KIT,mcc,0.482445
polaris,CheMeleon,polaris/pkis2-kit-wt-cls-v2,1701,CLS_KIT,roc_auc,0.818182
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,1701,KIT,explained_var,0.390769
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,1701,KIT,pearsonr,0.637728
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,1701,KIT,mean_absolute_error,20.5781
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,1701,KIT,spearmanr,0.569894
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,1701,KIT,mean_squared_error,757.482
polaris,CheMeleon,polaris/pkis2-kit-wt-reg-v2,1701,KIT,r2,0.372261
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,1701,EGFR,explained_var,0.399283
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,1701,EGFR,pearsonr,0.650581
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,1701,EGFR,mean_absolute_error,17.0088
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,1701,EGFR,spearmanr,0.337824
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,1701,EGFR,mean_squared_error,489.633
polaris,CheMeleon,polaris/pkis2-egfr-wt-reg-v2,1701,EGFR,r2,0.39234
polaris,CheMeleon,polaris/adme-fang-solu-1,1701,LOG_SOLUBILITY,explained_var,0.413863
polaris,CheMeleon,polaris/adme-fang-solu-1,1701,LOG_SOLUBILITY,pearsonr,0.645009
