task,seed,metric,value
polaris/adme-fang-hclint-1,43,explained_var,0.3529309743768133
polaris/adme-fang-hclint-1,43,spearmanr,0.6296335705365395
polaris/adme-fang-hclint-1,43,mean_absolute_error,0.3914600225375915
polaris/adme-fang-hclint-1,43,mean_squared_error,0.252599027135572
polaris/adme-fang-hclint-1,43,r2,0.3496586836997877
polaris/adme-fang-hclint-1,43,pearsonr,0.6239392273034974
polaris/adme-fang-hclint-1,118,explained_var,0.3741086608736992
polaris/adme-fang-hclint-1,118,spearmanr,0.6466448968398442
polaris/adme-fang-hclint-1,118,mean_absolute_error,0.38627225595910525
polaris/adme-fang-hclint-1,118,mean_squared_error,0.24323735788605697
polaris/adme-fang-hclint-1,118,r2,0.37376123219942703
polaris/adme-fang-hclint-1,118,pearsonr,0.634722338314885
polaris/adme-fang-hclint-1,710,explained_var,0.3483855823943517
polaris/adme-fang-hclint-1,710,spearmanr,0.6365242448653587
polaris/adme-fang-hclint-1,710,mean_absolute_error,0.3923314916871829
polaris/adme-fang-hclint-1,710,mean_squared_error,0.253128623597069
polaris/adme-fang-hclint-1,710,r2,0.3482951849413659
polaris/adme-fang-hclint-1,710,pearsonr,0.6265054459471885
polaris/adme-fang-hppb-1,43,explained_var,0.45628508251108835
polaris/adme-fang-hppb-1,43,spearmanr,0.6445106596852561
polaris/adme-fang-hppb-1,43,mean_absolute_error,0.49741883146505084
polaris/adme-fang-hppb-1,43,mean_squared_error,0.3580264100058014
polaris/adme-fang-hppb-1,43,r2,0.4088449305157611
polaris/adme-fang-hppb-1,43,pearsonr,0.6850803250593439
polaris/adme-fang-hppb-1,118,explained_var,0.4774430500750063
polaris/adme-fang-hppb-1,118,spearmanr,0.6532202631945163
polaris/adme-fang-hppb-1,118,mean_absolute_error,0.46776393559413265
polaris/adme-fang-hppb-1,118,mean_squared_error,0.3354528715225828
polaris/adme-fang-hppb-1,118,r2,0.44611721361447443
polaris/adme-fang-hppb-1,118,pearsonr,0.6973193080804244
polaris/adme-fang-hppb-1,710,explained_var,0.48673423667933924
polaris/adme-fang-hppb-1,710,spearmanr,0.6943234797557618
polaris/adme-fang-hppb-1,710,mean_absolute_error,0.4777410719681271
polaris/adme-fang-hppb-1,710,mean_squared_error,0.33358448844364497
polaris/adme-fang-hppb-1,710,r2,0.4492021930963924
polaris/adme-fang-hppb-1,710,pearsonr,0.7036245193744897
polaris/adme-fang-perm-1,43,explained_var,0.5179104796743412
polaris/adme-fang-perm-1,43,spearmanr,0.6971439988021096
polaris/adme-fang-perm-1,43,mean_absolute_error,0.37725107825325643
polaris/adme-fang-perm-1,43,mean_squared_error,0.23888981438636217
polaris/adme-fang-perm-1,43,r2,0.5177767528391641
polaris/adme-fang-perm-1,43,pearsonr,0.7208138445610407
polaris/adme-fang-perm-1,118,explained_var,0.5122164069754318
polaris/adme-fang-perm-1,118,spearmanr,0.695749087151839
polaris/adme-fang-perm-1,118,mean_absolute_error,0.373830614435276
polaris/adme-fang-perm-1,118,mean_squared_error,0.24176347629808084
polaris/adme-fang-perm-1,118,r2,0.511975975682252
polaris/adme-fang-perm-1,118,pearsonr,0.7171232336048576
polaris/adme-fang-perm-1,710,explained_var,0.5090035897050968
polaris/adme-fang-perm-1,710,spearmanr,0.6863148496002381
polaris/adme-fang-perm-1,710,mean_absolute_error,0.37783715568297055
polaris/adme-fang-perm-1,710,mean_squared_error,0.243290694035213
polaris/adme-fang-perm-1,710,r2,0.508893132245778
polaris/adme-fang-perm-1,710,pearsonr,0.7154908129363865
polaris/adme-fang-rclint-1,43,explained_var,0.3537813333989511
polaris/adme-fang-rclint-1,43,spearmanr,0.6141047407500199
polaris/adme-fang-rclint-1,43,mean_absolute_error,0.4812871600879743
polaris/adme-fang-rclint-1,43,mean_squared_error,0.364889442762206
polaris/adme-fang-rclint-1,43,r2,0.3536555435190101
polaris/adme-fang-rclint-1,43,pearsonr,0.6134389551790351
polaris/adme-fang-rclint-1,118,explained_var,0.371843485505736
polaris/adme-fang-rclint-1,118,spearmanr,0.6364522359749145
polaris/adme-fang-rclint-1,118,mean_absolute_error,0.4645389651669172
polaris/adme-fang-rclint-1,118,mean_squared_error,0.3552449815935852
polaris/adme-fang-rclint-1,118,r2,0.3707391948433555
polaris/adme-fang-rclint-1,118,pearsonr,0.6291060793306258
polaris/adme-fang-rclint-1,710,explained_var,0.35220380346965374
polaris/adme-fang-rclint-1,710,spearmanr,0.6195501110879257
polaris/adme-fang-rclint-1,710,mean_absolute_error,0.4738798079142175
polaris/adme-fang-rclint-1,710,mean_squared_error,0.36600418025753384
polaris/adme-fang-rclint-1,710,r2,0.35168096076571786
polaris/adme-fang-rclint-1,710,pearsonr,0.616623281113759
polaris/adme-fang-rppb-1,43,explained_var,0.33208765125557194
polaris/adme-fang-rppb-1,43,spearmanr,0.6713043478260868
polaris/adme-fang-rppb-1,43,mean_absolute_error,0.5716423316784455
polaris/adme-fang-rppb-1,43,mean_squared_error,0.6076255893977707
