dataset,suite,metric,higher_better,n_test,n_scaffolds,arm,value,is_leader,q_overall,cobest_overall,q_climb,cobest_climb
CBS:cbs,CBS,nef1,True,10443,5154,r3fp_desc,0.93,0,1.0,1,,
CBS:cbs,CBS,nef1,True,10443,5154,sup_dense,0.835,0,0.216,1,,1
CBS:cbs,CBS,nef1,True,10443,5154,sup_dense_sparse,0.805,0,0.061714285714285715,1,0.6868888888888889,1
CBS:cbs,CBS,nef1,True,10443,5154,sup_mixed,0.8150000000000001,0,0.09,1,0.748,1
CBS:cbs,CBS,nef1,True,10443,5154,sup_sparse,0.6727777777777778,0,0.0216,0,0.2035,1
CBS:cbs,CBS,nef1,True,10443,5154,sup_minimol,0.76,0,0.0216,0,0.484,1
CBS:cbs,CBS,nef1,True,10443,5154,unsup,0.6977777777777778,0,0.018000000000000002,0,0.2035,1
CBS:cbs,CBS,nef1,True,10443,5154,u2s_dense,0.8150000000000001,0,0.162,1,0.956,1
CBS:cbs,CBS,nef1,True,10443,5154,u2s_dense_sparse,0.7155555555555556,0,0.0216,0,0.121,1
CBS:cbs,CBS,nef1,True,10443,5154,u2s_mixed,0.7677777777777777,0,0.09,1,0.6868888888888889,1
CBS:cbs,CBS,nef1,True,10443,5154,u2s_sparse,0.865,0,0.5928,1,0.6868888888888889,1
CBS:cbs,CBS,nef1,True,10443,5154,u2s_minimol,0.5677777777777777,0,0.0,0,0.044,0
CBS:cbs,CBS,nef1,True,10443,5154,s2u_dense,0.7427777777777778,0,0.10145454545454546,1,0.6563333333333333,1
CBS:cbs,CBS,nef1,True,10443,5154,random_encoder,0.7327777777777778,0,0.06,1,,
CBS:cbs,CBS,nef1,True,10443,5154,e2e_no_pretrain,0.8877777777777778,0,0.71325,1,,
CBS:cbs,CBS,nef1,True,10443,5154,chemeleon_frozen,0.7883333333333333,0,0.08549999999999999,1,,
