scheme,family,task,metric,arm,point,is_leader,leader,ci_lo,ci_hi,vl_delta,vl_ci_lo,vl_ci_hi,vl_boot_p,bf_boot_p,bf_ci_lo,be_boot_p,be_ci_lo,vl_boot_q,bf_boot_q,be_boot_q,cobest,beats_frozen,beats_e2e
cv,climb,QM7,rmse,no_pretrain_e2e,195.40479199891215,False,sup_only:dense,,,-0.5101272251327487,-3.1851444605363275,2.4385864832116497,0.712,,,,,0.7651343283582089,,,True,False,False
cv,climb,QM7,rmse,unsup_only,198.87076619466146,False,sup_only:dense,,,-4.909757008635665,-11.835973290011815,-0.2862410299760771,0.044,,,,,0.06092307692307692,,,True,False,False
cv,climb,QM7,rmse,sup_only:dense,195.05883483886723,True,sup_only:dense,,,,,,,,,,,,,,True,False,False
cv,climb,QM7,rmse,unsup2sup:dense,195.7860148111979,False,sup_only:dense,,,0.37341781841738,-1.4886454071853243,2.5328870617693275,0.786,,,,,0.8201739130434782,,,True,False,False
cv,climb,QM7,rmse,sup_only:sparse_all,208.6100870768229,False,sup_only:dense,,,-15.670337589448167,-19.734162527983745,-12.193263291861928,0.0,,,,,0.0,,,False,False,False
cv,climb,QM7,rmse,unsup2sup:sparse_all,209.95950622558595,False,sup_only:dense,,,-12.788201182956897,-16.178734433043235,-9.936839920670952,0.0,,,,,0.0,,,False,False,False
cv,climb,QM7,rmse,sup_only:dense_plus_sparse,195.8632598876953,False,sup_only:dense,,,-1.2913634178500217,-3.2105232392870073,1.1127247010004413,0.25,,,,,0.3050847457627119,,,True,False,False
cv,climb,QM7,rmse,unsup2sup:dense_plus_sparse,196.9139638264974,False,sup_only:dense,,,-0.7269832859953738,-3.0186746037416943,2.073319435465061,0.56,,,,,0.6109090909090911,,,True,False,False
cv,climb,QM7,rmse,sup_only:minimol_full,205.0469767252604,False,sup_only:dense,,,-9.547568489346446,-13.111654336964428,-6.271728718747709,0.0,,,,,0.0,,,False,False,False
cv,climb,QM7,rmse,unsup2sup:minimol_full,206.3619618733724,False,sup_only:dense,,,-10.438748440810087,-13.527103060677767,-7.709079273390738,0.0,,,,,0.0,,,False,False,False
cv,climb,QM7,rmse,sup_only:mixed,196.79837951660156,False,sup_only:dense,,,-1.9096395918346332,-4.393057455729726,1.3472205091086167,0.168,,,,,0.216,,,True,False,False
cv,climb,QM7,rmse,unsup2sup:mixed,195.9408142089844,False,sup_only:dense,,,-1.775390312895297,-4.59055274967489,1.5387368960861694,0.278,,,,,0.32813114754098366,,,True,False,False
cv,climb,BBBP,roc_auc,no_pretrain,0.9371377075332709,False,unsup_only,,,-0.012531449065895872,-0.021663969284037268,-0.005379644016146635,0.0,,,,,0.0,,,False,False,False
cv,climb,BBBP,roc_auc,no_pretrain_e2e,0.9321698323531539,False,unsup_only,,,-0.022069214710133345,-0.031840020045975,-0.012856263730409644,0.0,,,,,0.0,,,False,False,False
cv,climb,BBBP,roc_auc,unsup_only,0.9503418103260689,True,unsup_only,,,,,,,,,,,,,,True,False,False
cv,climb,BBBP,roc_auc,sup_only:dense,0.9429678242119586,False,unsup_only,,,-0.014206948236175854,-0.02416325073456212,-0.0044042013171402055,0.006,,,,,0.008816326530612244,,,False,False,False
cv,climb,BBBP,roc_auc,unsup2sup:dense,0.9427216018581306,False,unsup_only,,,-0.010351426583159351,-0.01938974407058063,-0.001544423076163459,0.026,,,,,0.03670588235294117,,,False,False,False
cv,climb,BBBP,roc_auc,sup_only:sparse_all,0.9140510984485641,False,unsup_only,,,-0.030726406509287596,-0.04404194676485268,-0.016944864787263064,0.0,,,,,0.0,,,False,False,False
cv,climb,BBBP,roc_auc,unsup2sup:sparse_all,0.9233603503748902,False,unsup_only,,,-0.02847880199132813,-0.04164797520109502,-0.015603065190582271,0.0,,,,,0.0,,,False,False,False
cv,climb,BBBP,roc_auc,sup_only:dense_plus_sparse,0.9412736624720711,False,unsup_only,,,-0.012465205288796133,-0.02165552623622529,-0.0025638723431936046,0.018,,,,,0.025919999999999995,,,False,False,False
cv,climb,BBBP,roc_auc,unsup2sup:dense_plus_sparse,0.9254831374728227,False,unsup_only,,,-0.02313848295059151,-0.033273521261457786,-0.012359596626818141,0.0,,,,,0.0,,,False,False,False
cv,climb,BBBP,roc_auc,sup_only:minimol_full,0.9153242170956108,False,unsup_only,,,-0.026456024838070857,-0.038419607512416694,-0.015934913058741975,0.0,,,,,0.0,,,False,False,False
cv,climb,BBBP,roc_auc,unsup2sup:minimol_full,0.923373888356663,False,unsup_only,,,-0.028000374712274567,-0.03941397336982025,-0.01746215182672764,0.0,,,,,0.0,,,False,False,False
cv,climb,BBBP,roc_auc,sup_only:mixed,0.9415677042936776,False,unsup_only,,,-0.012645201006370121,-0.021911281376788598,-0.004339972982934923,0.002,,,,,0.003063829787234043,,,False,False,False
cv,climb,BBBP,roc_auc,unsup2sup:mixed,0.9431500623916623,False,unsup_only,,,-0.0091483325303785,-0.019062926979146314,0.000881025984000794,0.074,,,,,0.09866666666666665,,,True,False,False
cv,climb,BACE,roc_auc,no_pretrain,0.8107347856511958,False,unsup_only,,,-0.06165383220481624,-0.08221254289102914,-0.041598292788622315,0.0,,,,,0.0,,,False,False,False
cv,climb,BACE,roc_auc,no_pretrain_e2e,0.7781305698102399,False,unsup_only,,,-0.09018190076795507,-0.11852835772390959,-0.06428984324795706,0.0,,,,,0.0,,,False,False,False
cv,climb,BACE,roc_auc,unsup_only,0.8581090508557176,True,unsup_only,,,,,,,,,,,,,,True,False,False
cv,climb,BACE,roc_auc,sup_only:dense,0.8489986839873844,False,unsup_only,,,-0.019397819021764073,-0.03605816631279849,-0.00028662990405998643,0.048,,,,,0.06520754716981132,,,True,False,False
cv,climb,BACE,roc_auc,unsup2sup:dense,0.8301774227196402,False,unsup_only,,,-0.03120323519987611,-0.04552205746785056,-0.014901379888310997,0.0,,,,,0.0,,,False,False,False
cv,climb,BACE,roc_auc,sup_only:sparse_all,0.7783449480737358,False,unsup_only,,,-0.10260351195946493,-0.1357396457749833,-0.0707235335069733,0.0,,,,,0.0,,,False,False,False
cv,climb,BACE,roc_auc,unsup2sup:sparse_all,0.7299025634038196,False,unsup_only,,,-0.11453040658307545,-0.14545103671494022,-0.08771203996410773,0.0,,,,,0.0,,,False,False,False
cv,climb,BACE,roc_auc,sup_only:dense_plus_sparse,0.8215700082424707,False,unsup_only,,,-0.05179383171186014,-0.07249247189962718,-0.030322045294743832,0.0,,,,,0.0,,,False,False,False
cv,climb,BACE,roc_auc,unsup2sup:dense_plus_sparse,0.7526327989846604,False,unsup_only,,,-0.10093274319456624,-0.1331829148352999,-0.06954943251504579,0.0,,,,,0.0,,,False,False,False
cv,climb,BACE,roc_auc,sup_only:minimol_full,0.777149867888741,False,unsup_only,,,-0.09487290537709381,-0.11978763357706779,-0.0706263592311366,0.0,,,,,0.0,,,False,False,False
cv,climb,BACE,roc_auc,unsup2sup:minimol_full,0.7649142899740413,False,unsup_only,,,-0.09892746856525159,-0.1287093843422434,-0.07092586419115167,0.0,,,,,0.0,,,False,False,False
cv,climb,BACE,roc_auc,sup_only:mixed,0.8275219468747256,False,unsup_only,,,-0.04571550804398583,-0.062064005971024336,-0.0288086757216698,0.0,,,,,0.0,,,False,False,False
cv,climb,BACE,roc_auc,unsup2sup:mixed,0.8117560355302246,False,unsup_only,,,-0.055844873785655724,-0.07850294928168276,-0.033050054303889714,0.0,,,,,0.0,,,False,False,False
cv,climb,Tox21,roc_auc,no_pretrain,0.7700975405438232,False,sup_only:dense_plus_sparse,,,-0.06432027422575648,-0.07888629440708733,-0.04627250920727763,0.0,,,,,0.0,,,False,False,False
cv,climb,Tox21,roc_auc,no_pretrain_e2e,0.7677782979528264,False,sup_only:dense_plus_sparse,,,-0.06246951798290201,-0.07942467455784384,-0.04460500214882843,0.0,,,,,0.0,,,False,False,False
cv,climb,Tox21,roc_auc,unsup_only,0.796135710910607,False,sup_only:dense_plus_sparse,,,-0.028857674274723966,-0.03821899232306745,-0.01936042204780569,0.0,,,,,0.0,,,False,False,False
cv,climb,Tox21,roc_auc,sup_only:dense,0.7965917173940819,False,sup_only:dense_plus_sparse,,,-0.032376603941848714,-0.044138168116552905,-0.020734580491128043,0.0,,,,,0.0,,,False,False,False
cv,climb,Tox21,roc_auc,unsup2sup:dense,0.79478935338742,False,sup_only:dense_plus_sparse,,,-0.032081498088146976,-0.04398809113884656,-0.02116869428657446,0.0,,,,,0.0,,,False,False,False
cv,climb,Tox21,roc_auc,sup_only:sparse_all,0.7854994034842645,False,sup_only:dense_plus_sparse,,,-0.038615253677405814,-0.046010204394283036,-0.031181527453110997,0.0,,,,,0.0,,,False,False,False
cv,climb,Tox21,roc_auc,unsup2sup:sparse_all,0.7877111983883686,False,sup_only:dense_plus_sparse,,,-0.03649761482641534,-0.04375799060821105,-0.030193439762631603,0.0,,,,,0.0,,,False,False,False
cv,climb,Tox21,roc_auc,sup_only:dense_plus_sparse,0.8294922227235856,True,sup_only:dense_plus_sparse,,,,,,,,,,,,,,True,False,False
cv,climb,Tox21,roc_auc,unsup2sup:dense_plus_sparse,0.7284291917715445,False,sup_only:dense_plus_sparse,,,-0.09558867938720006,-0.1259511822762678,-0.07054891950246087,0.0,,,,,0.0,,,False,False,False
cv,climb,Tox21,roc_auc,sup_only:minimol_full,0.7796009669301318,False,sup_only:dense_plus_sparse,,,-0.05106629975471377,-0.05952735822987421,-0.042021555919991,0.0,,,,,0.0,,,False,False,False
cv,climb,Tox21,roc_auc,unsup2sup:minimol_full,0.771026771344476,False,sup_only:dense_plus_sparse,,,-0.04541881790340607,-0.05395763796337246,-0.036039620040132746,0.0,,,,,0.0,,,False,False,False
cv,climb,Tox21,roc_auc,sup_only:mixed,0.8187550982344737,False,sup_only:dense_plus_sparse,,,-0.00919249708285208,-0.015350618348401438,-0.0036129319548446094,0.002,,,,,0.003063829787234043,,,False,False,False
cv,climb,Tox21,roc_auc,unsup2sup:mixed,0.795722763087355,False,sup_only:dense_plus_sparse,,,-0.026936873822454355,-0.039482282956724006,-0.01615138824487366,0.0,,,,,0.0,,,False,False,False
cv,climb,HIV,nef1,no_pretrain,0.546987951807229,False,sup_only:dense_plus_sparse,,,0.04126213592233008,-0.041159726220175254,0.11825386647898413,0.342,,,,,0.3971612903225807,,,True,False,False
cv,climb,HIV,nef1,no_pretrain_e2e,0.5903614457831327,False,sup_only:dense_plus_sparse,,,0.058252427184465994,-0.04262277831984546,0.14962889683432426,0.268,,,,,0.3216,,,True,False,False
cv,climb,HIV,nef1,unsup_only,0.661847389558233,False,sup_only:dense_plus_sparse,,,0.036407766990291246,-0.01453778323876976,0.10276528951244093,0.16,,,,,0.20945454545454545,,,True,False,False
cv,climb,HIV,nef1,sup_only:dense,0.6473895582329318,False,sup_only:dense_plus_sparse,,,0.0,-0.06921821134977459,0.06633887425938118,0.978,,,,,0.978,,,True,False,False
cv,climb,HIV,nef1,unsup2sup:dense,0.6289156626506024,False,sup_only:dense_plus_sparse,,,-0.02669902912621358,-0.08333860759493675,0.03808828158816347,0.516,,,,,0.5804307692307693,,,True,False,False
cv,climb,HIV,nef1,sup_only:sparse_all,0.5076305220883534,False,sup_only:dense_plus_sparse,,,-0.133495145631068,-0.22728339735381986,-0.0359782991661555,0.0,,,,,0.0,,,False,False,False
cv,climb,HIV,nef1,unsup2sup:sparse_all,0.4618473895582329,False,sup_only:dense_plus_sparse,,,-0.1893203883495146,-0.28125184692671396,-0.0966125371049415,0.0,,,,,0.0,,,False,False,False
cv,climb,HIV,nef1,sup_only:dense_plus_sparse,0.6642570281124498,True,sup_only:dense_plus_sparse,,,,,,,,,,,,,,True,False,False
cv,climb,HIV,nef1,unsup2sup:dense_plus_sparse,0.43534136546184743,False,sup_only:dense_plus_sparse,,,-0.22572815533980584,-0.30361903309440286,-0.1377785982814179,0.0,,,,,0.0,,,False,False,False
cv,climb,HIV,nef1,sup_only:minimol_full,0.5694779116465863,False,sup_only:dense_plus_sparse,,,-0.11407766990291268,-0.19121326042378672,-0.0410863048555196,0.002,,,,,0.003063829787234043,,,False,False,False
cv,climb,HIV,nef1,unsup2sup:minimol_full,0.5365461847389558,False,sup_only:dense_plus_sparse,,,-0.12135922330097093,-0.218044521812523,-0.048420443758899034,0.0,,,,,0.0,,,False,False,False
cv,climb,HIV,nef1,sup_only:mixed,0.6626506024096387,False,sup_only:dense_plus_sparse,,,0.02669902912621358,-0.034655615065228636,0.07864445796688795,0.452,,,,,0.5165714285714287,,,True,False,False
cv,climb,HIV,nef1,unsup2sup:mixed,0.6297188755020081,False,sup_only:dense_plus_sparse,,,-0.03155339805825241,-0.11588368459649903,0.024587957863820006,0.236,,,,,0.29296551724137926,,,True,False,False
cv,matrix,ESOL,rmse,fp_desc,0.7203675150871277,True,fp_desc,,,,,,,,,,,,,,True,False,False
cv,matrix,ESOL,rmse,ecfp4,1.4517634391784668,False,fp_desc,,,-0.7837027794079277,-0.9967756613289804,-0.48450143634300075,0.0,,,,,0.0,,,False,False,False
cv,matrix,ESOL,rmse,unsup_only,1.0258397181828818,False,fp_desc,,,-0.3005484797150728,-0.37392652875176874,-0.1962106259151265,0.0,,,,,0.0,,,False,False,False
cv,matrix,ESOL,rmse,sup_only:dense_plus_sparse,0.9074614604314167,False,fp_desc,,,-0.21544454467979346,-0.2785612548080292,-0.12711185614779466,0.0,,,,,0.0,,,False,False,False
cv,matrix,ESOL,rmse,sup_only:mixed,0.8824872851371764,False,fp_desc,,,-0.21161803426587444,-0.29770809434988643,-0.12914546997537682,0.0,,,,,0.0,,,False,False,False
cv,matrix,ESOL,rmse,no_pretrain_e2e,1.3715126940884115,False,fp_desc,,,-0.6466590364907499,-0.7757793172164529,-0.5490263274145184,0.0,,,,,0.0,,,False,False,False
cv,matrix,QM7,rmse,fp_desc,187.24091186523438,True,fp_desc,,,,,,,,,,,,,,True,False,False
cv,matrix,QM7,rmse,ecfp4,215.9088562011719,False,fp_desc,,,-28.64435912749201,-32.90180243736585,-24.626331664777943,0.0,,,,,0.0,,,False,False,False
cv,matrix,QM7,rmse,unsup_only,198.87076619466146,False,fp_desc,,,-12.44077092822593,-20.104299686856617,-8.174502732635347,0.0,,,,,0.0,,,False,False,False
cv,matrix,QM7,rmse,sup_only:dense_plus_sparse,195.8632598876953,False,fp_desc,,,-8.822377337440287,-10.801439300542654,-6.982012067918091,0.0,,,,,0.0,,,False,False,False
cv,matrix,QM7,rmse,sup_only:mixed,196.79837951660156,False,fp_desc,,,-9.440653511424898,-11.818229164905063,-7.421844061942376,0.0,,,,,0.0,,,False,False,False
cv,matrix,QM7,rmse,no_pretrain_e2e,195.40479199891215,False,fp_desc,,,-8.04114110823275,-10.423569382413874,-5.86574462035119,0.0,,,,,0.0,,,False,False,False
cv,matrix,BBBP,roc_auc,fp_desc,0.9032025644099896,False,unsup_only,,,-0.04917764038327721,-0.07229433882398109,-0.02897527289257741,0.0,,,,,0.0,,,False,False,False
cv,matrix,BBBP,roc_auc,ecfp4,0.8641669995896211,False,unsup_only,,,-0.08394826294095614,-0.11173542165229049,-0.0608454102601792,0.0,,,,,0.0,,,False,False,False
cv,matrix,BBBP,roc_auc,unsup_only,0.9503418103260689,True,unsup_only,,,,,,,,,,,,,,True,False,False
cv,matrix,BBBP,roc_auc,sup_only:dense_plus_sparse,0.9412736624720711,False,unsup_only,,,-0.012465205288796133,-0.02165552623622529,-0.0025638723431936046,0.018,,,,,0.030857142857142854,,,False,False,False
cv,matrix,BBBP,roc_auc,sup_only:mixed,0.9415677042936776,False,unsup_only,,,-0.012645201006370121,-0.021911281376788598,-0.004339972982934923,0.002,,,,,0.004,,,False,False,False
cv,matrix,BBBP,roc_auc,no_pretrain_e2e,0.9321698323531539,False,unsup_only,,,-0.022069214710133345,-0.031840020045975,-0.012856263730409644,0.0,,,,,0.0,,,False,False,False
cv,matrix,BACE,roc_auc,fp_desc,0.8668198708540402,False,ecfp4,,,-0.004453329389685234,-0.01685452573429434,0.008312260991376032,0.512,,,,,0.5585454545454546,,,True,False,False
cv,matrix,BACE,roc_auc,ecfp4,0.8711464680904616,True,ecfp4,,,,,,,,,,,,,,True,False,False
cv,matrix,BACE,roc_auc,unsup_only,0.8581090508557176,False,ecfp4,,,-0.003995584522589635,-0.01852632458268435,0.011095586791686565,0.588,,,,,0.6082758620689656,,,True,False,False
cv,matrix,BACE,roc_auc,sup_only:dense_plus_sparse,0.8215700082424707,False,ecfp4,,,-0.055789416234449773,-0.07713874706059559,-0.03308859628168002,0.0,,,,,0.0,,,False,False,False
cv,matrix,BACE,roc_auc,sup_only:mixed,0.8275219468747256,False,ecfp4,,,-0.049711092566575465,-0.06842771183939557,-0.03134150851853714,0.0,,,,,0.0,,,False,False,False
cv,matrix,BACE,roc_auc,no_pretrain_e2e,0.7781305698102399,False,ecfp4,,,-0.0941774852905447,-0.12402222451353416,-0.06729328867905794,0.0,,,,,0.0,,,False,False,False
cv,matrix,Tox21,roc_auc,fp_desc,0.8248571942527227,False,sup_only:dense_plus_sparse,,,-0.0055420521879402385,-0.01410889156901241,0.0037310778209121496,0.246,,,,,0.3208695652173913,,,True,False,False
cv,matrix,Tox21,roc_auc,ecfp4,0.7731579213980283,False,sup_only:dense_plus_sparse,,,-0.06790531656872778,-0.08501588267700853,-0.045415274552488075,0.0,,,,,0.0,,,False,False,False
cv,matrix,Tox21,roc_auc,unsup_only,0.796135710910607,False,sup_only:dense_plus_sparse,,,-0.028857674274723966,-0.03821899232306745,-0.01936042204780569,0.0,,,,,0.0,,,False,False,False
cv,matrix,Tox21,roc_auc,sup_only:dense_plus_sparse,0.8294922227235856,True,sup_only:dense_plus_sparse,,,,,,,,,,,,,,True,False,False
cv,matrix,Tox21,roc_auc,sup_only:mixed,0.8187550982344737,False,sup_only:dense_plus_sparse,,,-0.00919249708285208,-0.015350618348401438,-0.0036129319548446094,0.002,,,,,0.004,,,False,False,False
cv,matrix,Tox21,roc_auc,no_pretrain_e2e,0.7677782979528264,False,sup_only:dense_plus_sparse,,,-0.06246951798290201,-0.07942467455784384,-0.04460500214882843,0.0,,,,,0.0,,,False,False,False
cv,matrix,HIV,nef1,fp_desc,0.7132530120481928,True,fp_desc,,,,,,,,,,,,,,True,False,False
cv,matrix,HIV,nef1,ecfp4,0.6795180722891566,False,fp_desc,,,-0.036407766990291246,-0.09375396573604061,0.028203339893105472,0.346,,,,,0.41519999999999996,,,True,False,False
cv,matrix,HIV,nef1,unsup_only,0.661847389558233,False,fp_desc,,,-0.03398058252427183,-0.07109545206971675,0.012347210734307452,0.206,,,,,0.27466666666666667,,,True,False,False
cv,matrix,HIV,nef1,sup_only:dense_plus_sparse,0.6642570281124498,False,fp_desc,,,-0.07038834951456308,-0.13404020113199927,-0.009647617480429773,0.03,,,,,0.049999999999999996,,,False,False,False
cv,matrix,HIV,nef1,sup_only:mixed,0.6626506024096387,False,fp_desc,,,-0.043689320388349495,-0.09068582550950316,-0.002432071386162816,0.04,,,,,0.06486486486486487,,,True,False,False
cv,matrix,HIV,nef1,no_pretrain_e2e,0.5903614457831327,False,fp_desc,,,0.007281553398058249,-0.06143582664201222,0.07282888646236377,0.91,,,,,0.91,,,True,False,False
holdout,matrix,ESOL,rmse,fp_desc,0.8794967333475748,True,fp_desc,0.7494413728930384,0.9842862056605264,,,,,,,,,,,,True,False,False
holdout,matrix,ESOL,rmse,ecfp4,1.6032458543777466,False,fp_desc,1.4017544626471028,1.7902248774397382,-0.7239293060548172,-0.9314530908141013,-0.5165656524980516,0.0,,,,,0.0,,,False,False,False
holdout,matrix,ESOL,rmse,unsup_only,1.003203848997752,False,fp_desc,0.8459866408130031,1.1181915429862859,-0.12066316158060408,-0.260896871171084,0.036484685127865124,0.124,,,,,0.17302325581395347,,,True,False,False
holdout,matrix,ESOL,rmse,sup_only:dense_plus_sparse,0.94167117940055,False,fp_desc,0.7387610059152374,1.119677786476277,-0.06633830962181408,-0.2432678188603616,0.12853866778137943,0.554,,,,,0.5831578947368421,,,True,False,False
holdout,matrix,ESOL,rmse,sup_only:mixed,0.9285921984248691,False,fp_desc,0.8605627987856114,1.1241941712015469,-0.12578179285743962,-0.2610063334801156,0.01992410850885667,0.078,,,,,0.11414634146341462,,,True,False,False
holdout,matrix,ESOL,rmse,no_pretrain_e2e,1.1570425050675868,False,fp_desc,1.034214525328581,1.2992721063776664,-0.30566168739460975,-0.4351165760395505,-0.175498462944306,0.0,,,,,0.0,,,False,False,False
holdout,matrix,QM7,rmse,fp_desc,194.8511962890625,True,fp_desc,183.14631249714802,204.70562100435433,,,,,,,,,,,,True,False,False
holdout,matrix,QM7,rmse,ecfp4,195.82018534342447,False,fp_desc,185.1041225050533,205.82436953506968,-1.3814596950454074,-4.981716694354888,2.206228126702183,0.474,,,,,0.5469230769230768,,,True,False,False
holdout,matrix,QM7,rmse,unsup_only,206.0021786159939,False,fp_desc,193.76637012869764,218.14034768893163,-12.146272901288086,-17.553782374320804,-6.987846205031273,0.0,,,,,0.0,,,False,False,False
holdout,matrix,QM7,rmse,sup_only:dense_plus_sparse,199.7109086778429,False,fp_desc,187.09987263538812,209.78263214762805,-4.2536026246438325,-8.55014051404807,-0.2628043589607051,0.044,,,,,0.06947368421052631,,,True,False,False
holdout,matrix,QM7,rmse,sup_only:mixed,206.76897176106772,False,fp_desc,197.17621237308433,221.24829373490485,-14.911308902521455,-20.487111657647795,-9.167054707478341,0.0,,,,,0.0,,,False,False,False
holdout,matrix,QM7,rmse,no_pretrain_e2e,205.08158587997605,False,fp_desc,189.74438805500478,212.74204424275777,-7.022393379673048,-11.945108252931782,-2.795816394783433,0.002,,,,,0.004,,,False,False,False
holdout,matrix,BBBP,roc_auc,fp_desc,0.7299996788386807,False,unsup_only,0.6632017097946302,0.7978480648946193,-0.010598323537913124,-0.07114157028487814,0.05398408772277114,0.742,,,,,0.7545762711864407,,,True,False,False
holdout,matrix,BBBP,roc_auc,ecfp4,0.6604843112695508,False,unsup_only,0.5859648203551227,0.7290222172939472,-0.08377493014741311,-0.1459268944587444,-0.017790271200926504,0.01,,,,,0.01818181818181818,,,False,False,False
holdout,matrix,BBBP,roc_auc,unsup_only,0.7376112021068182,True,unsup_only,0.6776917428038118,0.8130757429060158,,,,,,,,,,,,True,False,False
holdout,matrix,BBBP,roc_auc,sup_only:dense_plus_sparse,0.7211784479343973,False,unsup_only,0.6497744299723476,0.7844786858439817,-0.025917718469987472,-0.07098935157671873,0.022566613230219898,0.286,,,,,0.3651063829787234,,,True,False,False
holdout,matrix,BBBP,roc_auc,sup_only:mixed,0.7115971352410315,False,unsup_only,0.6542797108884597,0.7898706119675377,-0.02312361499181037,-0.06995057411036268,0.022886564642702348,0.346,,,,,0.41519999999999996,,,True,False,False
holdout,matrix,BBBP,roc_auc,no_pretrain_e2e,0.7053612529573606,False,unsup_only,0.6399423812399356,0.7757232640168515,-0.037142306580595474,-0.08458630699823116,0.008013444146501255,0.098,,,,,0.13999999999999999,,,True,False,False
holdout,matrix,BACE,roc_auc,fp_desc,0.7687499999999999,False,ecfp4,0.6950996750697955,0.8515467944587629,-0.09003623188405796,-0.14674361622380297,-0.032610919928386876,0.0,,,,,0.0,,,False,False,False
holdout,matrix,BACE,roc_auc,ecfp4,0.8560990338164252,True,ecfp4,0.7960454190618126,0.9182259155735262,,,,,,,,,,,,True,False,False
holdout,matrix,BACE,roc_auc,unsup_only,0.8013285024154588,False,ecfp4,0.7545647664646253,0.8906928246484698,-0.035144927536231885,-0.08651550121074629,0.02248956802241276,0.198,,,,,0.27,,,True,False,False
holdout,matrix,BACE,roc_auc,sup_only:dense_plus_sparse,0.7816022544283414,False,ecfp4,0.701382883044933,0.8491744823569578,-0.08750000000000002,-0.148461683180735,-0.02384508371247621,0.006,,,,,0.01125,,,False,False,False
holdout,matrix,BACE,roc_auc,sup_only:mixed,0.7876207729468598,False,ecfp4,0.7033183647853185,0.8545708253189396,-0.08025362318840579,-0.15017808188953793,-0.016126635131130097,0.012,,,,,0.021176470588235293,,,False,False,False
holdout,matrix,BACE,roc_auc,no_pretrain_e2e,0.7218699677938808,False,ecfp4,0.6218798076923077,0.8100684414390756,-0.14510869565217388,-0.22351312580185811,-0.06176995291305181,0.0,,,,,0.0,,,False,False,False
holdout,matrix,Tox21,roc_auc,fp_desc,0.7641221440043976,False,sup_only:dense_plus_sparse,0.738680240884297,0.8013314580553654,-0.010189578316718517,-0.03606609902986263,0.014048797156490996,0.408,,,,,0.4799999999999999,,,True,False,False
holdout,matrix,Tox21,roc_auc,ecfp4,0.7105521588384791,False,sup_only:dense_plus_sparse,0.6804698897597171,0.7450784946994341,-0.06775345545869271,-0.09621673083224196,-0.04065496035269872,0.0,,,,,0.0,,,False,False,False
holdout,matrix,Tox21,roc_auc,unsup_only,0.7253285484699434,False,sup_only:dense_plus_sparse,0.7041875082473655,0.7722676706510762,-0.04224937454753808,-0.0701937807851464,-0.014300989011140406,0.004,,,,,0.007741935483870968,,,False,False,False
holdout,matrix,Tox21,roc_auc,sup_only:dense_plus_sparse,0.7745026322452406,True,sup_only:dense_plus_sparse,0.7513410644966362,0.8103625752836878,,,,,,,,,,,,True,False,False
holdout,matrix,Tox21,roc_auc,sup_only:mixed,0.7647173588665513,False,sup_only:dense_plus_sparse,0.7282287339985168,0.7879511845280506,-0.021459154068972586,-0.04501309530546378,0.0025423842479586085,0.072,,,,,0.10799999999999998,,,True,False,False
holdout,matrix,Tox21,roc_auc,no_pretrain_e2e,0.7331296375738731,False,sup_only:dense_plus_sparse,0.697155150131599,0.75924210038058,-0.05046343173039425,-0.07976149623868942,-0.021071769475527358,0.0,,,,,0.0,,,False,False,False
holdout,matrix,HIV,nef1,fp_desc,0.6190476190476191,False,ecfp4,0.4523809523809524,0.7857142857142857,-0.04761904761904756,-0.19047619047619047,0.0714285714285714,0.512,,,,,0.5585454545454546,,,True,False,False
holdout,matrix,HIV,nef1,ecfp4,0.6904761904761904,True,ecfp4,0.5238095238095238,0.8095238095238095,,,,,,,,,,,,True,False,False
holdout,matrix,HIV,nef1,unsup_only,0.5687830687830688,False,ecfp4,0.35714285714285715,0.6666666666666666,-0.16666666666666663,-0.28571428571428575,0.0,0.058,,,,,0.08923076923076922,,,True,False,False
holdout,matrix,HIV,nef1,sup_only:dense_plus_sparse,0.5555555555555556,False,ecfp4,0.40476190476190477,0.7380952380952381,-0.0714285714285714,-0.23809523809523814,0.0714285714285714,0.318,,,,,0.3975,,,True,False,False
holdout,matrix,HIV,nef1,sup_only:mixed,0.5820105820105821,False,ecfp4,0.42857142857142855,0.7857142857142857,-0.04761904761904756,-0.2142857142857143,0.09523809523809523,0.526,,,,,0.5635714285714286,,,True,False,False
holdout,matrix,HIV,nef1,no_pretrain_e2e,0.5899470899470901,False,ecfp4,0.40476190476190477,0.8095238095238095,-0.0714285714285714,-0.23809523809523814,0.09523809523809523,0.494,,,,,0.5585454545454546,,,True,False,False
