arm,task,task_type,metric,split,fraction,pct,n_train,mean,std,n_cells
random,HIV,classification,roc_auc,train,0.1,10,3290,0.9034944069584776,0.0226485029614044,9
random,HIV,classification,roc_auc,train,0.25,25,8225,0.8823218070158165,0.0453782211989758,9
random,HIV,classification,roc_auc,train,0.5,50,16450,0.8539385258618127,0.026308135330205,9
random,HIV,classification,roc_auc,train,1.0,100,32901,0.8565860543563503,0.0096815959727566,3
random,Lipophilicity,regression,rmse,test,0.05,5,168,1.1067119704352484,0.0265661521294798,9
random,Lipophilicity,regression,rmse,test,0.1,10,336,1.0880977974997623,0.0237355751365599,9
random,Lipophilicity,regression,rmse,test,0.25,25,840,1.046393420961168,0.0300736626420268,9
random,Lipophilicity,regression,rmse,test,0.5,50,1680,0.999098108874427,0.0256104178159758,9
random,Lipophilicity,regression,rmse,test,1.0,100,3360,0.9714474280675252,0.0124565230635178,3
random,Lipophilicity,regression,rmse,train,0.05,5,168,0.7702717946635352,0.1503336138125039,9
random,Lipophilicity,regression,rmse,train,0.1,10,336,0.8051822914017571,0.0976725952805742,9
random,Lipophilicity,regression,rmse,train,0.25,25,840,0.6156298253271315,0.0953298369488644,9
random,Lipophilicity,regression,rmse,train,0.5,50,1680,0.6881656779183282,0.0504178068612168,9
random,Lipophilicity,regression,rmse,train,1.0,100,3360,0.77023979028066,0.0302652132540305,3
random,QM7,regression,rmse,test,0.05,5,274,226.175540500217,11.491377743691285,9
random,QM7,regression,rmse,test,0.1,10,547,225.90458001030817,7.389407760178809,9
random,QM7,regression,rmse,test,0.25,25,1368,212.73573642306857,3.187045652787418,9
random,QM7,regression,rmse,test,0.5,50,2735,212.64960394965277,4.838655077708469,9
random,QM7,regression,rmse,test,1.0,100,5470,210.15750630696616,3.1937808820324305,3
random,QM7,regression,rmse,train,0.05,5,274,206.71257866753473,13.021402985101862,9
random,QM7,regression,rmse,train,0.1,10,547,190.21748691134985,28.61181166633183,9
random,QM7,regression,rmse,train,0.25,25,1368,204.16815524631076,10.715705983122014,9
random,QM7,regression,rmse,train,0.5,50,2735,196.3747406005859,8.465243648205158,9
random,QM7,regression,rmse,train,1.0,100,5470,196.11854044596353,2.5605805891989357,3
random,Tox21,classification,nef1,test,0.05,5,313,0.2550154320987654,0.0564050283613465,9
random,Tox21,classification,nef1,test,0.1,10,626,0.3401675485008818,0.023062192783691,9
random,Tox21,classification,nef1,test,0.25,25,1566,0.4439594356261023,0.0371814903132496,9
random,Tox21,classification,nef1,test,0.5,50,3132,0.4918430335097001,0.0284409990787845,9
random,Tox21,classification,nef1,test,1.0,100,6264,0.5175925925925925,0.0080187537387449,3
random,Tox21,classification,roc_auc,test,0.05,5,313,0.5969523204880155,0.0106768093131829,9
random,Tox21,classification,roc_auc,test,0.1,10,626,0.624975147539277,0.0093227857441204,9
random,Tox21,classification,roc_auc,test,0.25,25,1566,0.6550759946473791,0.0280911192227425,9
random,Tox21,classification,roc_auc,test,0.5,50,3132,0.6724652520142649,0.0123911251323254,9
random,Tox21,classification,roc_auc,test,1.0,100,6264,0.686951964461893,0.0063362286784853,3
random,Tox21,classification,roc_auc,train,0.05,5,313,0.94514189047551,0.011911509559336,9
random,Tox21,classification,roc_auc,train,0.1,10,626,0.9413720038456722,0.0100291851116877,9
random,Tox21,classification,roc_auc,train,0.25,25,1566,0.9216096571263888,0.0088866177335759,9
random,Tox21,classification,roc_auc,train,0.5,50,3132,0.9026409180171752,0.0160533997861682,9
random,Tox21,classification,roc_auc,train,1.0,100,6264,0.8839481537263144,0.0095298485006248,3
sup,BACE,classification,nef1,test,0.05,5,60,0.7777777777777778,0.3632415786283894,9
sup,BACE,classification,nef1,test,0.1,10,121,0.8333333333333334,0.25,9
sup,BACE,classification,nef1,test,0.25,25,302,1.0,0.0,9
sup,BACE,classification,nef1,test,0.5,50,605,1.0,0.0,9
sup,BACE,classification,nef1,test,1.0,100,1210,1.0,0.0,3
sup,BACE,classification,roc_auc,test,0.05,5,60,0.6714573268921096,0.0869614332432714,9
sup,BACE,classification,roc_auc,test,0.1,10,121,0.7412842190016103,0.0364254841711648,9
sup,BACE,classification,roc_auc,test,0.25,25,302,0.7768518518518518,0.0265690189743522,9
sup,BACE,classification,roc_auc,test,0.5,50,605,0.7932165861513688,0.0132831712585769,9
sup,BACE,classification,roc_auc,test,1.0,100,1210,0.816183574879227,0.0184091608436822,3
sup,BACE,classification,roc_auc,train,0.05,5,60,0.9082319118622072,0.0462158039818737,9
sup,BACE,classification,roc_auc,train,0.1,10,121,0.9105344715387582,0.0405347151917391,9
sup,BACE,classification,roc_auc,train,0.25,25,302,0.9139231805375404,0.0412179814513672,9
sup,BACE,classification,roc_auc,train,0.5,50,605,0.9092593726850712,0.0270885814270756,9
sup,BACE,classification,roc_auc,train,1.0,100,1210,0.9282577821238156,0.0194447309792218,3
sup,BBBP,classification,nef1,test,0.05,5,82,0.4814814814814814,0.2421610524189263,9
sup,BBBP,classification,nef1,test,0.1,10,163,0.6666666666666666,0.2357022603955158,9
sup,BBBP,classification,nef1,test,0.25,25,408,0.6666666666666666,0.2357022603955158,9
sup,BBBP,classification,nef1,test,0.5,50,816,0.7037037037037037,0.1111111111111111,9
sup,BBBP,classification,nef1,test,1.0,100,1631,0.6666666666666666,0.0,3
sup,BBBP,classification,roc_auc,test,0.05,5,82,0.6111592853090106,0.0535154581477134,9
sup,BBBP,classification,roc_auc,test,0.1,10,163,0.6027234479879243,0.024221179954714,9
sup,BBBP,classification,roc_auc,test,0.25,25,408,0.6547836978514308,0.0281287404817183,9
sup,BBBP,classification,roc_auc,test,0.5,50,816,0.6702850841977925,0.0140772099037571,9
sup,BBBP,classification,roc_auc,test,1.0,100,1631,0.6684009377910524,0.0217867421642194,3
sup,BBBP,classification,roc_auc,train,0.05,5,82,0.9840507606893072,0.0131419633046995,9
sup,BBBP,classification,roc_auc,train,0.1,10,163,0.9848847809205096,0.0126900645066322,9
sup,BBBP,classification,roc_auc,train,0.25,25,408,0.9797169877985829,0.0120091472969084,9
sup,BBBP,classification,roc_auc,train,0.5,50,816,0.976649007374368,0.0118545103489592,9
sup,BBBP,classification,roc_auc,train,1.0,100,1631,0.96222410793112,0.0074373225159729,3
sup,ESOL,regression,rmse,test,0.05,5,45,1.533173600832621,0.0765459574955215,9
sup,ESOL,regression,rmse,test,0.1,10,90,1.276292575730218,0.0977357009981388,9
sup,ESOL,regression,rmse,test,0.25,25,226,1.1987716489368014,0.0542567033129096,9
sup,ESOL,regression,rmse,test,0.5,50,451,1.0865057177013822,0.0436589752939753,9
sup,ESOL,regression,rmse,test,1.0,100,902,0.9429341554641724,0.037284584438871,3
sup,ESOL,regression,rmse,train,0.05,5,45,0.6542465322547488,0.2185289902809328,9
sup,ESOL,regression,rmse,train,0.1,10,90,0.5590663287374709,0.2624521610874372,9
sup,ESOL,regression,rmse,train,0.25,25,226,0.3639357520474328,0.061262017740502,9
sup,ESOL,regression,rmse,train,0.5,50,451,0.4665251705381605,0.0606815137112619,9
sup,ESOL,regression,rmse,train,1.0,100,902,0.4409008423487345,0.0557825814227315,3
sup,HIV,classification,nef1,test,0.05,5,1645,0.4444444444444444,0.1388321879725071,9
sup,HIV,classification,nef1,test,0.1,10,3290,0.5079365079365079,0.1129384878631564,9
sup,HIV,classification,nef1,test,0.25,25,8225,0.6031746031746033,0.0545544725589981,9
sup,HIV,classification,nef1,test,0.5,50,16450,0.6058201058201058,0.0477841054713979,9
sup,HIV,classification,nef1,test,1.0,100,32901,0.6746031746031745,0.0363696483726653,3
sup,HIV,classification,roc_auc,test,0.05,5,1645,0.6776588964638174,0.0141068385892956,9
sup,HIV,classification,roc_auc,test,0.1,10,3290,0.6963567383602532,0.018322656786735,9
sup,HIV,classification,roc_auc,test,0.25,25,8225,0.7088796187214466,0.0249755706861927,9
sup,HIV,classification,roc_auc,test,0.5,50,16450,0.7458520292439448,0.0099433942897548,9
sup,HIV,classification,roc_auc,test,1.0,100,32901,0.7695713191319519,0.0039027795303421,3
sup,HIV,classification,roc_auc,train,0.05,5,1645,0.9264835736851538,0.0360061665853492,9
sup,HIV,classification,roc_auc,train,0.1,10,3290,0.9104696376345962,0.0414858381701662,9
sup,HIV,classification,roc_auc,train,0.25,25,8225,0.8729429491063381,0.0353562766826447,9
sup,HIV,classification,roc_auc,train,0.5,50,16450,0.8900641185555593,0.0383273273920702,9
sup,HIV,classification,roc_auc,train,1.0,100,32901,0.8948925234695625,0.0013744398924237,3
sup,Lipophilicity,regression,rmse,test,0.05,5,168,1.0424034860399034,0.0198086892844201,9
sup,Lipophilicity,regression,rmse,test,0.1,10,336,0.9937546451886496,0.0334809793763189,9
sup,Lipophilicity,regression,rmse,test,0.25,25,840,0.9319183892673916,0.0255312682292129,9
sup,Lipophilicity,regression,rmse,test,0.5,50,1680,0.8835529353883531,0.0117870327109727,9
sup,Lipophilicity,regression,rmse,test,1.0,100,3360,0.8158636490503947,0.0207143339655132,3
sup,Lipophilicity,regression,rmse,train,0.05,5,168,0.6242480476697286,0.1290961745923964,9
sup,Lipophilicity,regression,rmse,train,0.1,10,336,0.5945534540547265,0.0903196502819977,9
sup,Lipophilicity,regression,rmse,train,0.25,25,840,0.5457015136877695,0.1300901912958055,9
sup,Lipophilicity,regression,rmse,train,0.5,50,1680,0.5849622752931383,0.0635274436404352,9
sup,Lipophilicity,regression,rmse,train,1.0,100,3360,0.5479498108228048,0.0953496991431141,3
sup,QM7,regression,rmse,test,0.05,5,274,214.93612501356336,9.349371308267484,9
sup,QM7,regression,rmse,test,0.1,10,547,208.72801886664496,4.509337515487042,9
sup,QM7,regression,rmse,test,0.25,25,1368,204.72964986165368,2.2553177830818125,9
sup,QM7,regression,rmse,test,0.5,50,2735,203.3684421115451,2.4545934682572494,9
sup,QM7,regression,rmse,test,1.0,100,5470,199.81592814127603,2.7472039688539507,3
sup,QM7,regression,rmse,train,0.05,5,274,185.4420437282986,16.188686582579678,9
sup,QM7,regression,rmse,train,0.1,10,547,166.12388441297742,13.711829647301954,9
sup,QM7,regression,rmse,train,0.25,25,1368,186.904542711046,7.675382587590512,9
sup,QM7,regression,rmse,train,0.5,50,2735,183.96251932779947,3.4416995053136534,9
sup,QM7,regression,rmse,train,1.0,100,5470,191.03673299153647,2.687807994912398,3
sup,Tox21,classification,nef1,test,0.05,5,313,0.3083774250440917,0.0867448641448954,9
sup,Tox21,classification,nef1,test,0.1,10,626,0.4098434744268078,0.0357651539806138,9
sup,Tox21,classification,nef1,test,0.25,25,1566,0.437334656084656,0.0343317399979042,9
sup,Tox21,classification,nef1,test,0.5,50,3132,0.4905643738977072,0.0436426885412497,9
sup,Tox21,classification,nef1,test,1.0,100,6264,0.5373677248677248,0.0374543495408703,3
sup,Tox21,classification,roc_auc,test,0.05,5,313,0.6222056266441746,0.0600027062509292,9
sup,Tox21,classification,roc_auc,test,0.1,10,626,0.6893559251810166,0.0061736455927279,9
sup,Tox21,classification,roc_auc,test,0.25,25,1566,0.7052562960811055,0.0077557908465579,9
sup,Tox21,classification,roc_auc,test,0.5,50,3132,0.7128091481052856,0.005781969214157,9
sup,Tox21,classification,roc_auc,test,1.0,100,6264,0.7223713220191504,0.0057010938930004,3
sup,Tox21,classification,roc_auc,train,0.05,5,313,0.902247403854164,0.1021933029918925,9
sup,Tox21,classification,roc_auc,train,0.1,10,626,0.9002344488989511,0.0277094867980598,9
sup,Tox21,classification,roc_auc,train,0.25,25,1566,0.8832220910206598,0.0220344466431547,9
sup,Tox21,classification,roc_auc,train,0.5,50,3132,0.8824361865872532,0.0185158144213929,9
sup,Tox21,classification,roc_auc,train,1.0,100,6264,0.8778980992038304,0.0271851651701979,3
unsup,BACE,classification,nef1,test,0.05,5,60,0.7777777777777778,0.2635231383473649,9
unsup,BACE,classification,nef1,test,0.1,10,121,0.8888888888888888,0.3333333333333333,9
unsup,BACE,classification,nef1,test,0.25,25,302,1.0,0.0,9
unsup,BACE,classification,nef1,test,0.5,50,605,1.0,0.0,9
unsup,BACE,classification,nef1,test,1.0,100,1210,1.0,0.0,3
unsup,BACE,classification,roc_auc,test,0.05,5,60,0.6546296296296297,0.0621890309907438,9
unsup,BACE,classification,roc_auc,test,0.1,10,121,0.7300523349436393,0.02409223533913,9
unsup,BACE,classification,roc_auc,test,0.25,25,302,0.7675322061191626,0.0190860665608794,9
unsup,BACE,classification,roc_auc,test,0.5,50,605,0.8141505636070854,0.0229187152598062,9
unsup,BACE,classification,roc_auc,test,1.0,100,1210,0.8250603864734299,0.0057297185915432,3
unsup,BACE,classification,roc_auc,train,0.05,5,60,0.9238478800097768,0.0448215536114666,9
unsup,BACE,classification,roc_auc,train,0.1,10,121,0.9067536894848592,0.0534102175434415,9
unsup,BACE,classification,roc_auc,train,0.25,25,302,0.9701276672643584,0.0113729550428549,9
unsup,BACE,classification,roc_auc,train,0.5,50,605,0.9400161721206124,0.0197226856240426,9
unsup,BACE,classification,roc_auc,train,1.0,100,1210,0.930030965518847,0.0153642126015035,3
unsup,BBBP,classification,nef1,test,0.05,5,82,0.4444444444444444,0.2357022603955158,9
unsup,BBBP,classification,nef1,test,0.1,10,163,0.7037037037037037,0.1111111111111111,9
unsup,BBBP,classification,nef1,test,0.25,25,408,0.7407407407407407,0.1469861839480328,9
unsup,BBBP,classification,nef1,test,0.5,50,816,0.4444444444444444,0.1666666666666666,9
unsup,BBBP,classification,nef1,test,1.0,100,1631,0.3333333333333333,0.0,3
unsup,BBBP,classification,roc_auc,test,0.05,5,82,0.6476967380715333,0.0486514587828873,9
unsup,BBBP,classification,roc_auc,test,0.1,10,163,0.678827975291989,0.0272993497353417,9
unsup,BBBP,classification,roc_auc,test,0.25,25,408,0.7229983620772714,0.0127251940860124,9
unsup,BBBP,classification,roc_auc,test,0.5,50,816,0.7371080493732002,0.0078176068207068,9
unsup,BBBP,classification,roc_auc,test,1.0,100,1631,0.7438417317018339,0.0045624127739868,3
unsup,BBBP,classification,roc_auc,train,0.05,5,82,0.9989650410156576,0.0020067579471491,9
unsup,BBBP,classification,roc_auc,train,0.1,10,163,0.9976684364851864,0.0026786663444218,9
unsup,BBBP,classification,roc_auc,train,0.25,25,408,0.9947966588786844,0.0054651046499316,9
unsup,BBBP,classification,roc_auc,train,0.5,50,816,0.9983506036466392,0.0016388379827537,9
unsup,BBBP,classification,roc_auc,train,1.0,100,1631,0.9892917448807288,0.0025011368860102,3
unsup,ESOL,regression,rmse,test,0.05,5,45,1.6296653747558594,0.0750875366626819,9
unsup,ESOL,regression,rmse,test,0.1,10,90,1.347534351878696,0.0600896146624451,9
unsup,ESOL,regression,rmse,test,0.25,25,226,1.1811603572633531,0.04028566917969,9
unsup,ESOL,regression,rmse,test,0.5,50,451,1.1195658445358276,0.0450980805624908,9
unsup,ESOL,regression,rmse,test,1.0,100,902,1.0009379188219707,0.0284692743396738,3
unsup,ESOL,regression,rmse,train,0.05,5,45,0.3963053011231952,0.1668872162658274,9
