task,model,metric,mean,std,n_seeds,source,leak_flag
polaris/pkis2-kit-wt-reg-v2,CheMeleon,mean_squared_error,799.9406,32.38869729766853,5,reference,
polaris/pkis2-kit-wt-reg-v2,Chemprop,mean_squared_error,953.8186000000001,129.52828635105155,5,reference,
polaris/pkis2-kit-wt-reg-v2,Chemprop_Mordred,mean_squared_error,1131.852,63.66882546427258,5,reference,
polaris/pkis2-kit-wt-reg-v2,MLP_PLR_Pretrained,mean_squared_error,1125.7,44.523648098510506,5,reference,
polaris/pkis2-kit-wt-reg-v2,MoLFormer,mean_squared_error,1096.498,41.700050071912386,5,reference,
polaris/pkis2-kit-wt-reg-v2,MolCLR,mean_squared_error,1144.616,45.548491786227125,5,reference,
polaris/pkis2-kit-wt-reg-v2,PCA_MLP,mean_squared_error,1013.6924,23.44572576483821,5,reference,
polaris/pkis2-kit-wt-reg-v2,PCA_MLP_Prefitted,mean_squared_error,1007.2078,49.92959686758947,5,reference,
polaris/pkis2-kit-wt-reg-v2,RF,mean_squared_error,819.3028,11.141705298561778,5,reference,
polaris/pkis2-kit-wt-reg-v2,RF_Mordred,mean_squared_error,886.3484,25.09310504182375,5,reference,
polaris/pkis2-kit-wt-reg-v2,RF_Morgan,mean_squared_error,903.9426,29.879258488791177,5,reference,
polaris/pkis2-kit-wt-reg-v2,RF_Morgan_Physchem,mean_squared_error,787.2028,6.341706691419914,5,reference,
polaris/pkis2-kit-wt-reg-v2,fastprop,mean_squared_error,987.424,27.940986503700966,5,reference,
polaris/pkis2-kit-wt-reg-v2,minimol,mean_squared_error,926.0264,60.952920532489664,5,reference,
polaris/pkis2-egfr-wt-reg-v2,CheMeleon,mean_squared_error,475.7954,13.455092546690267,5,reference,
polaris/pkis2-egfr-wt-reg-v2,Chemprop,mean_squared_error,726.5414,54.35154393979993,5,reference,
polaris/pkis2-egfr-wt-reg-v2,Chemprop_Mordred,mean_squared_error,585.335,44.18804524302925,5,reference,
polaris/pkis2-egfr-wt-reg-v2,MLP_PLR_Pretrained,mean_squared_error,501.9846,32.82415789993708,5,reference,
polaris/pkis2-egfr-wt-reg-v2,MoLFormer,mean_squared_error,750.1634,31.680535599007783,5,reference,
polaris/pkis2-egfr-wt-reg-v2,MolCLR,mean_squared_error,786.9966,3.493773524428848,5,reference,
polaris/pkis2-egfr-wt-reg-v2,PCA_MLP,mean_squared_error,557.3318,19.40584190804408,5,reference,
polaris/pkis2-egfr-wt-reg-v2,PCA_MLP_Prefitted,mean_squared_error,564.3304,27.815939039334964,5,reference,
polaris/pkis2-egfr-wt-reg-v2,RF,mean_squared_error,509.6176,6.25162668751102,5,reference,
polaris/pkis2-egfr-wt-reg-v2,RF_Mordred,mean_squared_error,517.734,8.574467750245496,5,reference,
polaris/pkis2-egfr-wt-reg-v2,RF_Morgan,mean_squared_error,464.0284,10.48117727356999,5,reference,
polaris/pkis2-egfr-wt-reg-v2,RF_Morgan_Physchem,mean_squared_error,487.61240000000004,1.897316062231066,5,reference,
polaris/pkis2-egfr-wt-reg-v2,fastprop,mean_squared_error,548.7768,31.87762627549296,5,reference,
polaris/pkis2-egfr-wt-reg-v2,minimol,mean_squared_error,570.0596,30.236988266690823,5,reference,
polaris/adme-fang-solu-1,CheMeleon,pearsonr,0.6557394,0.015322177672902745,5,reference,
polaris/adme-fang-solu-1,Chemprop,pearsonr,0.5960886,0.014690507569175403,5,reference,
polaris/adme-fang-solu-1,Chemprop_Mordred,pearsonr,0.5393236,0.019265990071626247,5,reference,
polaris/adme-fang-solu-1,MLP_PLR_Pretrained,pearsonr,0.5523962,0.012629942096462683,5,reference,
polaris/adme-fang-solu-1,MoLFormer,pearsonr,0.5767516,0.013884415588709518,5,reference,
polaris/adme-fang-solu-1,MolCLR,pearsonr,0.5048775999999999,0.006313785983069104,5,reference,
polaris/adme-fang-solu-1,PCA_MLP,pearsonr,0.5392674,0.015045784042049792,5,reference,
polaris/adme-fang-solu-1,PCA_MLP_Prefitted,pearsonr,0.5441174,0.01639311828298692,5,reference,
polaris/adme-fang-solu-1,RF,pearsonr,0.5745182,0.003832205860858735,5,reference,
polaris/adme-fang-solu-1,RF_Mordred,pearsonr,0.536013,0.006369534739680739,5,reference,
polaris/adme-fang-solu-1,RF_Morgan,pearsonr,0.5285338,0.00980005178353663,5,reference,
polaris/adme-fang-solu-1,RF_Morgan_Physchem,pearsonr,0.5754172,0.0029195266328636196,5,reference,
polaris/adme-fang-solu-1,fastprop,pearsonr,0.5612264,0.01971664051099985,5,reference,
polaris/adme-fang-solu-1,minimol,pearsonr,0.68688,0.007739117288166638,5,reference,
polaris/adme-fang-rppb-1,CheMeleon,pearsonr,0.7880262,0.04321106043318076,5,reference,
polaris/adme-fang-rppb-1,Chemprop,pearsonr,0.2077702,0.024189755181894673,5,reference,
polaris/adme-fang-rppb-1,Chemprop_Mordred,pearsonr,0.7940448,0.03572122921961112,5,reference,
polaris/adme-fang-rppb-1,MLP_PLR_Pretrained,pearsonr,0.8328044,0.03391825748826137,5,reference,
polaris/adme-fang-rppb-1,MoLFormer,pearsonr,0.7064366,0.05578155273421494,5,reference,
polaris/adme-fang-rppb-1,MolCLR,pearsonr,0.07554294,0.06261184045637375,5,reference,
polaris/adme-fang-rppb-1,PCA_MLP,pearsonr,0.7641956,0.09392234756137645,5,reference,
polaris/adme-fang-rppb-1,PCA_MLP_Prefitted,pearsonr,0.7704836,0.08241530638079314,5,reference,
polaris/adme-fang-rppb-1,RF,pearsonr,0.7708862,0.01006937035568758,5,reference,
polaris/adme-fang-rppb-1,RF_Mordred,pearsonr,0.7258194,0.020222404571168095,5,reference,
polaris/adme-fang-rppb-1,RF_Morgan,pearsonr,0.6988808,0.0722131098496665,5,reference,
polaris/adme-fang-rppb-1,RF_Morgan_Physchem,pearsonr,0.7467076,0.007885420815657174,5,reference,
polaris/adme-fang-rppb-1,fastprop,pearsonr,0.7954028,0.037494278856380195,5,reference,
polaris/adme-fang-rppb-1,minimol,pearsonr,0.435500496,0.29780300612756755,5,reference,
polaris/adme-fang-hppb-1,CheMeleon,pearsonr,0.7595434,0.020270508702052863,5,reference,
polaris/adme-fang-hppb-1,Chemprop,pearsonr,0.5325489999999999,0.10255688414923692,5,reference,
polaris/adme-fang-hppb-1,Chemprop_Mordred,pearsonr,0.8000802,0.035673406259565395,5,reference,
polaris/adme-fang-hppb-1,MLP_PLR_Pretrained,pearsonr,0.820743,0.021348768854432817,5,reference,
polaris/adme-fang-hppb-1,MoLFormer,pearsonr,0.7338282,0.014964668047103473,5,reference,
polaris/adme-fang-hppb-1,MolCLR,pearsonr,0.4107962,0.04801933132978843,5,reference,
polaris/adme-fang-hppb-1,PCA_MLP,pearsonr,0.6543154,0.1679051128448446,5,reference,
polaris/adme-fang-hppb-1,PCA_MLP_Prefitted,pearsonr,0.7948566,0.038994535774131235,5,reference,
polaris/adme-fang-hppb-1,RF,pearsonr,0.7184294,0.00672403481847023,5,reference,
polaris/adme-fang-hppb-1,RF_Mordred,pearsonr,0.8161514,0.0061298036705917085,5,reference,
polaris/adme-fang-hppb-1,RF_Morgan,pearsonr,0.5686234,0.0187719673726544,5,reference,
polaris/adme-fang-hppb-1,RF_Morgan_Physchem,pearsonr,0.7670116,0.005149493357603259,5,reference,
polaris/adme-fang-hppb-1,fastprop,pearsonr,0.8099252,0.027360929321936445,5,reference,
polaris/adme-fang-hppb-1,minimol,pearsonr,0.4336226,0.36955191727203907,5,reference,
polaris/adme-fang-perm-1,CheMeleon,pearsonr,0.8044792,0.01196713468462691,5,reference,
polaris/adme-fang-perm-1,Chemprop,pearsonr,0.6971664,0.014179729766113336,5,reference,
polaris/adme-fang-perm-1,Chemprop_Mordred,pearsonr,0.7324488,0.012033590609622703,5,reference,
polaris/adme-fang-perm-1,MLP_PLR_Pretrained,pearsonr,0.7682104,0.01291026493299031,5,reference,
polaris/adme-fang-perm-1,MoLFormer,pearsonr,0.7920392,0.005794610682349596,5,reference,
polaris/adme-fang-perm-1,MolCLR,pearsonr,0.436865,0.009408292044786866,5,reference,
polaris/adme-fang-perm-1,PCA_MLP,pearsonr,0.7146546,0.008250360976345215,5,reference,
polaris/adme-fang-perm-1,PCA_MLP_Prefitted,pearsonr,0.72436,0.007922491401068241,5,reference,
polaris/adme-fang-perm-1,RF,pearsonr,0.7171056,0.0017039136832598068,5,reference,
polaris/adme-fang-perm-1,RF_Mordred,pearsonr,0.7262246,0.0033373746927787534,5,reference,
polaris/adme-fang-perm-1,RF_Morgan,pearsonr,0.6716002,0.00710081035938855,5,reference,
polaris/adme-fang-perm-1,RF_Morgan_Physchem,pearsonr,0.7423316,0.0007502390552350674,5,reference,
polaris/adme-fang-perm-1,fastprop,pearsonr,0.7441516,0.00526610871896889,5,reference,
polaris/adme-fang-perm-1,minimol,pearsonr,0.7922568,0.006188437521701254,5,reference,
polaris/adme-fang-rclint-1,CheMeleon,pearsonr,0.7462446,0.004732193639317834,5,reference,
polaris/adme-fang-rclint-1,Chemprop,pearsonr,0.6920404,0.01639216232960133,5,reference,
polaris/adme-fang-rclint-1,Chemprop_Mordred,pearsonr,0.6700240000000001,0.008134844239443079,5,reference,
polaris/adme-fang-rclint-1,MLP_PLR_Pretrained,pearsonr,0.6944454,0.005375554691378383,5,reference,
polaris/adme-fang-rclint-1,MoLFormer,pearsonr,0.7220184000000001,0.005724950536030851,5,reference,
polaris/adme-fang-rclint-1,MolCLR,pearsonr,0.5422956,0.012771834677915327,5,reference,
polaris/adme-fang-rclint-1,PCA_MLP,pearsonr,0.650183,0.0018860047719981964,5,reference,
polaris/adme-fang-rclint-1,PCA_MLP_Prefitted,pearsonr,0.659057,0.011181657104383048,5,reference,
polaris/adme-fang-rclint-1,RF,pearsonr,0.6473924,0.001937889222840157,5,reference,
polaris/adme-fang-rclint-1,RF_Mordred,pearsonr,0.6398022,0.005960058435955163,5,reference,
polaris/adme-fang-rclint-1,RF_Morgan,pearsonr,0.5475118,0.004241963290741655,5,reference,
polaris/adme-fang-rclint-1,RF_Morgan_Physchem,pearsonr,0.6552154,0.0024116924016134283,5,reference,
polaris/adme-fang-rclint-1,fastprop,pearsonr,0.6809142,0.006301031928184472,5,reference,
polaris/adme-fang-rclint-1,minimol,pearsonr,0.7322846000000001,0.01727832013362413,5,reference,
polaris/adme-fang-hclint-1,CheMeleon,pearsonr,0.718193,0.005316660493204355,5,reference,
polaris/adme-fang-hclint-1,Chemprop,pearsonr,0.6433004,0.018156231851350665,5,reference,
polaris/adme-fang-hclint-1,Chemprop_Mordred,pearsonr,0.6355204,0.01248392245410073,5,reference,
polaris/adme-fang-hclint-1,MLP_PLR_Pretrained,pearsonr,0.6612162,0.011179107234479855,5,reference,
polaris/adme-fang-hclint-1,MoLFormer,pearsonr,0.7056454,0.00480166240379307,5,reference,
polaris/adme-fang-hclint-1,MolCLR,pearsonr,0.5087962,0.004925798712899253,5,reference,
polaris/adme-fang-hclint-1,PCA_MLP,pearsonr,0.6276678,0.008417587977562216,5,reference,
polaris/adme-fang-hclint-1,PCA_MLP_Prefitted,pearsonr,0.6277092,0.01095806193448456,5,reference,
polaris/adme-fang-hclint-1,RF,pearsonr,0.6341172,0.003318682473512618,5,reference,
polaris/adme-fang-hclint-1,RF_Mordred,pearsonr,0.6324687999999999,0.00459041842972947,5,reference,
polaris/adme-fang-hclint-1,RF_Morgan,pearsonr,0.5067074,0.006445889809793515,5,reference,
polaris/adme-fang-hclint-1,RF_Morgan_Physchem,pearsonr,0.6568256,0.001750680507688372,5,reference,
polaris/adme-fang-hclint-1,fastprop,pearsonr,0.6497394,0.0059871390697059605,5,reference,
polaris/adme-fang-hclint-1,minimol,pearsonr,0.7243204,0.009206770869311324,5,reference,
tdcommons/lipophilicity-astrazeneca,CheMeleon,mean_absolute_error,0.4556888,0.006872980413183212,5,reference,
tdcommons/lipophilicity-astrazeneca,Chemprop,mean_absolute_error,0.4624736,0.009855121543644195,5,reference,
tdcommons/lipophilicity-astrazeneca,Chemprop_Mordred,mean_absolute_error,0.5522532,0.008080009589103225,5,reference,
tdcommons/lipophilicity-astrazeneca,MLP_PLR_Pretrained,mean_absolute_error,0.5190166,0.012933118658699472,5,reference,
tdcommons/lipophilicity-astrazeneca,MoLFormer,mean_absolute_error,0.5055343999999999,0.007321135857228694,5,reference,
tdcommons/lipophilicity-astrazeneca,MolCLR,mean_absolute_error,0.7466894000000001,0.008666907143843201,5,reference,
tdcommons/lipophilicity-astrazeneca,PCA_MLP,mean_absolute_error,0.6018022,0.012482651359386764,5,reference,
tdcommons/lipophilicity-astrazeneca,PCA_MLP_Prefitted,mean_absolute_error,0.5772134,0.008741290444779864,5,reference,
tdcommons/lipophilicity-astrazeneca,RF,mean_absolute_error,0.7124914,0.0017860705025278599,5,reference,
tdcommons/lipophilicity-astrazeneca,RF_Mordred,mean_absolute_error,0.582881,0.0022047466067555374,5,reference,
tdcommons/lipophilicity-astrazeneca,RF_Morgan,mean_absolute_error,0.7166542,0.0031357583707932687,5,reference,
tdcommons/lipophilicity-astrazeneca,RF_Morgan_Physchem,mean_absolute_error,0.6158604,0.0027138216301002644,5,reference,
tdcommons/lipophilicity-astrazeneca,fastprop,mean_absolute_error,0.5431198,0.010981878717232326,5,reference,
tdcommons/lipophilicity-astrazeneca,minimol,mean_absolute_error,0.4845404,0.013679941499874925,5,reference,
tdcommons/ppbr-az,CheMeleon,mean_absolute_error,7.815406,0.13289525523509083,5,reference,
tdcommons/ppbr-az,Chemprop,mean_absolute_error,8.106448,0.16464738314349275,5,reference,
tdcommons/ppbr-az,Chemprop_Mordred,mean_absolute_error,8.875858,0.18010620604521102,5,reference,
tdcommons/ppbr-az,MLP_PLR_Pretrained,mean_absolute_error,7.920518,0.12548979024605925,5,reference,
tdcommons/ppbr-az,MoLFormer,mean_absolute_error,10.36868,0.17688998162699904,5,reference,
tdcommons/ppbr-az,MolCLR,mean_absolute_error,9.670616,0.3187193651223596,5,reference,
tdcommons/ppbr-az,PCA_MLP,mean_absolute_error,8.785154,0.044542787788821404,5,reference,
tdcommons/ppbr-az,PCA_MLP_Prefitted,mean_absolute_error,8.749904,0.067335450276953,5,reference,
tdcommons/ppbr-az,RF,mean_absolute_error,9.282914,0.06812651777391798,5,reference,
tdcommons/ppbr-az,RF_Mordred,mean_absolute_error,8.62861,0.07220009999993093,5,reference,
tdcommons/ppbr-az,RF_Morgan,mean_absolute_error,9.887254,0.0422145096382747,5,reference,
tdcommons/ppbr-az,RF_Morgan_Physchem,mean_absolute_error,8.371906,0.03966435861072276,5,reference,
tdcommons/ppbr-az,fastprop,mean_absolute_error,8.409146,0.219482996298119,5,reference,
tdcommons/ppbr-az,minimol,mean_absolute_error,9.154102,0.44031751222952775,5,reference,
tdcommons/clearance-hepatocyte-az,CheMeleon,spearmanr,0.3810038,0.04375123223590392,5,reference,
tdcommons/clearance-hepatocyte-az,Chemprop,spearmanr,0.352312,0.01722373065279414,5,reference,
tdcommons/clearance-hepatocyte-az,Chemprop_Mordred,spearmanr,0.3135236,0.036482771553707376,5,reference,
tdcommons/clearance-hepatocyte-az,MLP_PLR_Pretrained,spearmanr,0.3317336,0.009846368987601458,5,reference,
tdcommons/clearance-hepatocyte-az,MoLFormer,spearmanr,0.2508654,0.033694766956309394,5,reference,
tdcommons/clearance-hepatocyte-az,MolCLR,spearmanr,0.26914879999999997,0.01782683436171436,5,reference,
tdcommons/clearance-hepatocyte-az,PCA_MLP,spearmanr,0.317703,0.01584874879604065,5,reference,
tdcommons/clearance-hepatocyte-az,PCA_MLP_Prefitted,spearmanr,0.3605944,0.025873329013484124,5,reference,
tdcommons/clearance-hepatocyte-az,RF,spearmanr,0.4548194,0.006493046298926252,5,reference,
tdcommons/clearance-hepatocyte-az,RF_Mordred,spearmanr,0.31290619999999997,0.010372361378201194,5,reference,
tdcommons/clearance-hepatocyte-az,RF_Morgan,spearmanr,0.2638764,0.010587990037773937,5,reference,
tdcommons/clearance-hepatocyte-az,RF_Morgan_Physchem,spearmanr,0.44790199999999997,0.006291409667157274,5,reference,
tdcommons/clearance-hepatocyte-az,fastprop,spearmanr,0.3531092,0.023338516434426596,5,reference,
tdcommons/clearance-hepatocyte-az,minimol,spearmanr,0.4184244,0.027375438031929288,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,CheMeleon,pr_auc,0.6679716,0.03478763116741353,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,Chemprop,pr_auc,0.6554804,0.034613780403764026,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,Chemprop_Mordred,pr_auc,0.6573325999999999,0.02523209824489435,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,MLP_PLR_Pretrained,pr_auc,0.6653546,0.017508035716207543,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,MoLFormer,pr_auc,0.6727056,0.014799160849183314,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,MolCLR,pr_auc,0.6584424,0.01589605174375071,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,PCA_MLP,pr_auc,0.6722672,0.03745716483344675,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,PCA_MLP_Prefitted,pr_auc,0.6451444,0.0436119146637705,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,RF,pr_auc,0.694383,0.005632604584026803,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,RF_Mordred,pr_auc,0.6253756,0.013570304058494777,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,RF_Morgan,pr_auc,0.6506388,0.007909166084992782,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,RF_Morgan_Physchem,pr_auc,0.6978188,0.008008734691572678,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,fastprop,pr_auc,0.6492472,0.041772145625524205,5,reference,
tdcommons/cyp2d6-substrate-carbonmangels,minimol,pr_auc,0.6749992,0.02427237022954288,5,reference,
tdcommons/half-life-obach,CheMeleon,spearmanr,0.3246076,0.02515791283552752,5,reference,
tdcommons/half-life-obach,Chemprop,spearmanr,0.2750654,0.022812993110067774,5,reference,
tdcommons/half-life-obach,Chemprop_Mordred,spearmanr,0.240317,0.030064663676815012,5,reference,
tdcommons/half-life-obach,MLP_PLR_Pretrained,spearmanr,0.3375494,0.015736128832721203,5,reference,
tdcommons/half-life-obach,MoLFormer,spearmanr,0.1379848,0.20470446489942518,5,reference,
tdcommons/half-life-obach,MolCLR,spearmanr,0.04615092,0.03381891265427675,5,reference,
tdcommons/half-life-obach,PCA_MLP,spearmanr,0.2323722,0.09147628856572614,5,reference,
tdcommons/half-life-obach,PCA_MLP_Prefitted,spearmanr,0.11977366,0.13031857365102797,5,reference,
tdcommons/half-life-obach,RF,spearmanr,0.36983699999999997,0.019114894841458067,5,reference,
tdcommons/half-life-obach,RF_Mordred,spearmanr,0.3554244,0.04381832655225438,5,reference,
tdcommons/half-life-obach,RF_Morgan,spearmanr,0.3058752,0.012114923250272774,5,reference,
tdcommons/half-life-obach,RF_Morgan_Physchem,spearmanr,0.286732,0.009551750645824034,5,reference,
tdcommons/half-life-obach,fastprop,spearmanr,0.25515519999999997,0.08303182264264708,5,reference,
tdcommons/half-life-obach,minimol,spearmanr,0.1989149,0.10468393701346926,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,CheMeleon,pr_auc,0.4256442,0.008467155824714682,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,Chemprop,pr_auc,0.4123256,0.01714599111862596,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,Chemprop_Mordred,pr_auc,0.3668858,0.014084412481889332,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,MLP_PLR_Pretrained,pr_auc,0.38359,0.02250743286116833,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,MoLFormer,pr_auc,0.370238,0.025494070824409347,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,MolCLR,pr_auc,0.395816,0.033296963405091466,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,PCA_MLP,pr_auc,0.3466096,0.03950808269000155,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,PCA_MLP_Prefitted,pr_auc,0.3703606,0.0447083444542515,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,RF,pr_auc,0.4076874,0.008208609056350534,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,RF_Mordred,pr_auc,0.3410126,0.007505213190842751,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,RF_Morgan,pr_auc,0.366295,0.006562395355356159,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,RF_Morgan_Physchem,pr_auc,0.39188459999999997,0.009064682423560122,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,fastprop,pr_auc,0.37581939999999997,0.04280853748774887,5,reference,
tdcommons/cyp2c9-substrate-carbonmangels,minimol,pr_auc,0.44966,0.03409598931839345,5,reference,
tdcommons/clearance-microsome-az,CheMeleon,spearmanr,0.603429,0.014154929431120445,5,reference,
tdcommons/clearance-microsome-az,Chemprop,spearmanr,0.5129878,0.03939810869267712,5,reference,
tdcommons/clearance-microsome-az,Chemprop_Mordred,spearmanr,0.5099832,0.037857604633151305,5,reference,
tdcommons/clearance-microsome-az,MLP_PLR_Pretrained,spearmanr,0.5552123999999999,0.025200514555064148,5,reference,
tdcommons/clearance-microsome-az,MoLFormer,spearmanr,0.24571256,0.17653563730322103,5,reference,
tdcommons/clearance-microsome-az,MolCLR,spearmanr,0.4010916,0.024408434219343123,5,reference,
tdcommons/clearance-microsome-az,PCA_MLP,spearmanr,0.491568,0.0400231572367798,5,reference,
tdcommons/clearance-microsome-az,PCA_MLP_Prefitted,spearmanr,0.5038632,0.022918739960128685,5,reference,
tdcommons/clearance-microsome-az,RF,spearmanr,0.5924184,0.0062715594424353266,5,reference,
tdcommons/clearance-microsome-az,RF_Mordred,spearmanr,0.507927,0.015445802316487156,5,reference,
tdcommons/clearance-microsome-az,RF_Morgan,spearmanr,0.4375618,0.007524613063806004,5,reference,
tdcommons/clearance-microsome-az,RF_Morgan_Physchem,spearmanr,0.5543752000000001,0.005966521646654755,5,reference,
tdcommons/clearance-microsome-az,fastprop,spearmanr,0.52701,0.015971185954712325,5,reference,
tdcommons/clearance-microsome-az,minimol,spearmanr,0.5884764,0.020413160946800988,5,reference,
tdcommons/dili,CheMeleon,roc_auc,0.9014784,0.024649963647843404,5,reference,
tdcommons/dili,Chemprop,roc_auc,0.9059132,0.00898897590162528,5,reference,
tdcommons/dili,Chemprop_Mordred,roc_auc,0.856435,0.022324932107399588,5,reference,
tdcommons/dili,MLP_PLR_Pretrained,roc_auc,0.9011302,0.021024007737822002,5,reference,
tdcommons/dili,MoLFormer,roc_auc,0.8573042000000001,0.01768959828147605,5,reference,
tdcommons/dili,MolCLR,roc_auc,0.9096522,0.003969604181779343,5,reference,
tdcommons/dili,PCA_MLP,roc_auc,0.8950434,0.019056117785110373,5,reference,
tdcommons/dili,PCA_MLP_Prefitted,roc_auc,0.8896524,0.011987368211580085,5,reference,
tdcommons/dili,RF,roc_auc,0.928913,0.004680528388974878,5,reference,
tdcommons/dili,RF_Mordred,roc_auc,0.9326956,0.005968847748100145,5,reference,
tdcommons/dili,RF_Morgan,roc_auc,0.8753478,0.010307675633235659,5,reference,
tdcommons/dili,RF_Morgan_Physchem,roc_auc,0.934261,0.004364316991237002,5,reference,
tdcommons/dili,fastprop,roc_auc,0.8940872,0.011079990241872964,5,reference,
tdcommons/dili,minimol,roc_auc,0.9451304,0.008360552890808132,5,reference,
tdcommons/bioavailability-ma,CheMeleon,roc_auc,0.578916,0.01898571587272916,5,reference,
tdcommons/bioavailability-ma,Chemprop,roc_auc,0.596741,0.015341744007771756,5,reference,
tdcommons/bioavailability-ma,Chemprop_Mordred,roc_auc,0.6484868,0.0216103994169474,5,reference,
tdcommons/bioavailability-ma,MLP_PLR_Pretrained,roc_auc,0.6533422,0.029383827949401014,5,reference,
tdcommons/bioavailability-ma,MoLFormer,roc_auc,0.682208,0.043320226532187,5,reference,
tdcommons/bioavailability-ma,MolCLR,roc_auc,0.5992018,0.03385663128192173,5,reference,
tdcommons/bioavailability-ma,PCA_MLP,roc_auc,0.6142336,0.04825903652415785,5,reference,
tdcommons/bioavailability-ma,PCA_MLP_Prefitted,roc_auc,0.6102426,0.07156050493561375,5,reference,
tdcommons/bioavailability-ma,RF,roc_auc,0.7139674,0.006037002786151437,5,reference,
tdcommons/bioavailability-ma,RF_Mordred,roc_auc,0.665547,0.017882041438269825,5,reference,
tdcommons/bioavailability-ma,RF_Morgan,roc_auc,0.6421682,0.01191162384228113,5,reference,
tdcommons/bioavailability-ma,RF_Morgan_Physchem,roc_auc,0.7150645999999999,0.0053608715186992005,5,reference,
tdcommons/bioavailability-ma,fastprop,roc_auc,0.6337214,0.026924076983993347,5,reference,
tdcommons/bioavailability-ma,minimol,roc_auc,0.63718,0.0799778525693207,5,reference,
tdcommons/vdss-lombardo,CheMeleon,spearmanr,0.5455484,0.010603176950329552,5,reference,
tdcommons/vdss-lombardo,Chemprop,spearmanr,0.4757016,0.07498068294594283,5,reference,
tdcommons/vdss-lombardo,Chemprop_Mordred,spearmanr,0.25300928,0.13324464402471717,5,reference,
tdcommons/vdss-lombardo,MLP_PLR_Pretrained,spearmanr,0.4749816,0.022240282314754903,5,reference,
tdcommons/vdss-lombardo,MoLFormer,spearmanr,0.5993444,0.029434711879683825,5,reference,
tdcommons/vdss-lombardo,MolCLR,spearmanr,0.4536012,0.06511054539903656,5,reference,
tdcommons/vdss-lombardo,PCA_MLP,spearmanr,0.3944338,0.02809700686122989,5,reference,
tdcommons/vdss-lombardo,PCA_MLP_Prefitted,spearmanr,0.424522,0.0429717423942758,5,reference,
tdcommons/vdss-lombardo,RF,spearmanr,0.5204644,0.018985085320851205,5,reference,
tdcommons/vdss-lombardo,RF_Mordred,spearmanr,0.48883719999999997,0.016280624169852934,5,reference,
tdcommons/vdss-lombardo,RF_Morgan,spearmanr,0.512177,0.0067441821742891825,5,reference,
tdcommons/vdss-lombardo,RF_Morgan_Physchem,spearmanr,0.5138578,0.006788746994843753,5,reference,
tdcommons/vdss-lombardo,fastprop,spearmanr,0.503866,0.030626492655869066,5,reference,
tdcommons/vdss-lombardo,minimol,spearmanr,0.21242524,0.22321787824560646,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,CheMeleon,roc_auc,0.6094031999999999,0.00868774719705862,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,Chemprop,roc_auc,0.5655516,0.02863745386447614,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,Chemprop_Mordred,roc_auc,0.605018,0.014431640280993719,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,MLP_PLR_Pretrained,roc_auc,0.6115958,0.006672581191712838,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,MoLFormer,roc_auc,0.6261755999999999,0.011299600162837603,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,MolCLR,roc_auc,0.596971,0.015109822752103989,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,PCA_MLP,roc_auc,0.6025542,0.009668966674883074,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,PCA_MLP_Prefitted,roc_auc,0.6037748000000001,0.013507060219011404,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,RF,roc_auc,0.669869,0.005190512074930557,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,RF_Mordred,roc_auc,0.6600362000000001,0.01013145376340435,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,RF_Morgan,roc_auc,0.6544530000000001,0.004369883247868292,5,reference,
tdcommons/cyp3a4-substrate-carbonmangels,RF_Morgan_Physchem,roc_auc,0.675633,0.006991885897238307,5,reference,
