task,model,metric,mean,std,n_seeds,source,leak_flag
polaris/pkis2-egfr-wt-reg-v2,skip_sparse_all_8M,mean_squared_error,625.2503686134027,3.151317581247832,3,ours,False
polaris/pkis2-kit-wt-cls-v2,skip_sparse_all_8M,pr_auc,0.4133256556132051,0.013095728422912867,3,ours,False
polaris/pkis2-kit-wt-reg-v2,skip_sparse_all_8M,mean_squared_error,1227.8082180944712,82.6923547496951,3,ours,False
polaris/pkis2-ret-wt-cls-v2,skip_sparse_all_8M,pr_auc,0.5876739969361727,0.027225272908814078,3,ours,False
polaris/pkis2-ret-wt-reg-v2,skip_sparse_all_8M,mean_squared_error,858.4125823785433,61.82009056028645,3,ours,False
tdcommons/ames,skip_sparse_all_8M,roc_auc,0.7418923417337329,0.0025546471848053,3,ours,True
tdcommons/bbb-martins,skip_sparse_all_8M,roc_auc,0.8211382113821138,0.006568697736473204,3,ours,True
tdcommons/bioavailability-ma,skip_sparse_all_8M,roc_auc,0.5639064405276577,0.0053301475579963795,3,ours,False
tdcommons/caco2-wang,skip_sparse_all_8M,mean_absolute_error,0.4184122120243781,0.0014830971020310974,3,ours,False
tdcommons/clearance-hepatocyte-az,skip_sparse_all_8M,spearmanr,0.2861662469509454,0.008405369093120648,3,ours,False
tdcommons/clearance-microsome-az,skip_sparse_all_8M,spearmanr,0.42336712134717225,0.0379356645532966,3,ours,False
tdcommons/cyp2c9-substrate-carbonmangels,skip_sparse_all_8M,pr_auc,0.486054560081617,0.006300936314575981,3,ours,False
tdcommons/cyp2d6-substrate-carbonmangels,skip_sparse_all_8M,pr_auc,0.5686171011211932,0.015534600716783576,3,ours,False
tdcommons/cyp3a4-substrate-carbonmangels,skip_sparse_all_8M,roc_auc,0.6103074141048825,0.01662378793840279,3,ours,False
tdcommons/dili,skip_sparse_all_8M,roc_auc,0.8484057971014493,0.0020186069966933546,3,ours,False
tdcommons/half-life-obach,skip_sparse_all_8M,spearmanr,0.22972681415680823,0.07343186169444114,3,ours,False
tdcommons/herg,skip_sparse_all_8M,roc_auc,0.7650957290132547,0.014676396222723452,3,ours,False
tdcommons/ld50-zhu,skip_sparse_all_8M,mean_absolute_error,0.7254316390300425,0.00345135789633901,3,ours,True
tdcommons/lipophilicity-astrazeneca,skip_sparse_all_8M,mean_absolute_error,0.7448739202697261,0.0019574292252815084,3,ours,False
tdcommons/pgp-broccatelli,skip_sparse_all_8M,roc_auc,0.8827868124055807,0.0024149432581002214,3,ours,True
tdcommons/ppbr-az,skip_sparse_all_8M,mean_absolute_error,10.347771072682805,0.05855697985167363,3,ours,False
tdcommons/vdss-lombardo,skip_sparse_all_8M,spearmanr,0.25116180712110014,0.0267562504947242,3,ours,True
polaris/adme-fang-hclint-1,u2s_dense_from8M,pearsonr,0.5865644262552527,0.012494434102792265,3,ours,False
polaris/adme-fang-hppb-1,u2s_dense_from8M,pearsonr,0.47156406891159836,0.00921554752699984,3,ours,False
polaris/adme-fang-perm-1,u2s_dense_from8M,pearsonr,0.6782398141656822,0.009162187786225353,3,ours,False
polaris/adme-fang-rclint-1,u2s_dense_from8M,pearsonr,0.5935710819649127,0.00520344013377342,3,ours,False
polaris/adme-fang-rppb-1,u2s_dense_from8M,pearsonr,0.6899829577447794,0.034882752354080664,3,ours,False
polaris/adme-fang-solu-1,u2s_dense_from8M,pearsonr,0.47604912425831675,0.004943132825632325,3,ours,False
polaris/pkis2-egfr-wt-reg-v2,u2s_dense_from8M,mean_squared_error,573.745624199286,10.18016333459596,3,ours,False
polaris/pkis2-kit-wt-cls-v2,u2s_dense_from8M,pr_auc,0.48837029273125127,0.03403388890335712,3,ours,False
polaris/pkis2-kit-wt-reg-v2,u2s_dense_from8M,mean_squared_error,1082.2670986887965,77.20870264129312,3,ours,False
polaris/pkis2-ret-wt-cls-v2,u2s_dense_from8M,pr_auc,0.5846923595307443,0.032067771890789465,3,ours,False
polaris/pkis2-ret-wt-reg-v2,u2s_dense_from8M,mean_squared_error,958.7816034744567,43.30947350949842,3,ours,False
tdcommons/ames,u2s_dense_from8M,roc_auc,0.8180161480872283,0.0017124883555289711,3,ours,True
tdcommons/bbb-martins,u2s_dense_from8M,roc_auc,0.8731107984156764,0.0029925264409908113,3,ours,True
tdcommons/bioavailability-ma,u2s_dense_from8M,roc_auc,0.7229797140006651,0.0010861278096810667,3,ours,False
tdcommons/caco2-wang,u2s_dense_from8M,mean_absolute_error,0.31706551500628805,0.006130365930309833,3,ours,False
tdcommons/clearance-hepatocyte-az,u2s_dense_from8M,spearmanr,0.3537581859787572,0.016555891765483208,3,ours,False
tdcommons/clearance-microsome-az,u2s_dense_from8M,spearmanr,0.4939040689327055,0.014685976083266038,3,ours,False
tdcommons/cyp2c9-substrate-carbonmangels,u2s_dense_from8M,pr_auc,0.3491957018282374,0.004493341186503608,3,ours,False
tdcommons/cyp2d6-substrate-carbonmangels,u2s_dense_from8M,pr_auc,0.6165673688550363,0.005450587450154898,3,ours,False
tdcommons/cyp3a4-substrate-carbonmangels,u2s_dense_from8M,roc_auc,0.6353224834237492,0.02959903474704416,3,ours,False
tdcommons/dili,u2s_dense_from8M,roc_auc,0.9040579710144927,0.0008198339492017791,3,ours,False
tdcommons/half-life-obach,u2s_dense_from8M,spearmanr,0.1754438394176555,0.06410801361931572,3,ours,False
tdcommons/herg,u2s_dense_from8M,roc_auc,0.7409425625920472,0.012540625411061011,3,ours,False
tdcommons/ld50-zhu,u2s_dense_from8M,mean_absolute_error,0.6340760285046354,0.0026019855663858634,3,ours,True
tdcommons/lipophilicity-astrazeneca,u2s_dense_from8M,mean_absolute_error,0.6366022669215561,0.00534760926302441,3,ours,False
tdcommons/pgp-broccatelli,u2s_dense_from8M,roc_auc,0.8909401937261174,0.0009367799094600523,3,ours,True
tdcommons/ppbr-az,u2s_dense_from8M,mean_absolute_error,9.601112876737455,0.1476063299672634,3,ours,False
tdcommons/vdss-lombardo,u2s_dense_from8M,spearmanr,0.39013200864855974,0.06763681978280767,3,ours,True
polaris/adme-fang-hclint-1,u2s_dense_plus_sparse_from8M,pearsonr,0.48711553142241065,0.014309408589145244,3,ours,False
polaris/adme-fang-hppb-1,u2s_dense_plus_sparse_from8M,pearsonr,0.48751040974479737,0.025226919636195257,3,ours,False
polaris/adme-fang-perm-1,u2s_dense_plus_sparse_from8M,pearsonr,0.6104489539320146,0.003948205171885686,3,ours,False
polaris/adme-fang-rclint-1,u2s_dense_plus_sparse_from8M,pearsonr,0.5105598510691004,0.018301704739224656,3,ours,False
polaris/adme-fang-rppb-1,u2s_dense_plus_sparse_from8M,pearsonr,0.5272818106141393,0.02475896691538985,3,ours,False
polaris/adme-fang-solu-1,u2s_dense_plus_sparse_from8M,pearsonr,0.44033359968859626,0.0101668331167483,3,ours,False
polaris/pkis2-egfr-wt-reg-v2,u2s_dense_plus_sparse_from8M,mean_squared_error,640.8432898104139,4.254859767293805,3,ours,False
polaris/pkis2-kit-wt-cls-v2,u2s_dense_plus_sparse_from8M,pr_auc,0.45075095823172556,0.007537915690338724,3,ours,False
polaris/pkis2-kit-wt-reg-v2,u2s_dense_plus_sparse_from8M,mean_squared_error,982.9110721932436,21.223012813285933,3,ours,False
polaris/pkis2-ret-wt-cls-v2,u2s_dense_plus_sparse_from8M,pr_auc,0.41019672756861025,0.03903997297100378,3,ours,False
polaris/pkis2-ret-wt-reg-v2,u2s_dense_plus_sparse_from8M,mean_squared_error,1036.290513119578,33.969589911987676,3,ours,False
tdcommons/ames,u2s_dense_plus_sparse_from8M,roc_auc,0.7544596526268381,0.0037678572574735836,3,ours,True
tdcommons/bbb-martins,u2s_dense_plus_sparse_from8M,roc_auc,0.8139071294559099,0.008938523568010259,3,ours,True
tdcommons/bioavailability-ma,u2s_dense_plus_sparse_from8M,roc_auc,0.5864094889701806,0.0085449916153871,3,ours,False
tdcommons/caco2-wang,u2s_dense_plus_sparse_from8M,mean_absolute_error,0.5215408976690359,0.03250943793903295,3,ours,False
tdcommons/clearance-hepatocyte-az,u2s_dense_plus_sparse_from8M,spearmanr,0.3276041700163881,0.012239129063643814,3,ours,False
tdcommons/clearance-microsome-az,u2s_dense_plus_sparse_from8M,spearmanr,0.4411468414199222,0.007390433372310983,3,ours,False
tdcommons/cyp2c9-substrate-carbonmangels,u2s_dense_plus_sparse_from8M,pr_auc,0.30164643658220197,0.03177411285511732,3,ours,False
tdcommons/cyp2d6-substrate-carbonmangels,u2s_dense_plus_sparse_from8M,pr_auc,0.5883536138634283,0.008872033500077557,3,ours,False
tdcommons/cyp3a4-substrate-carbonmangels,u2s_dense_plus_sparse_from8M,roc_auc,0.5864225437010248,0.010149720437211929,3,ours,False
tdcommons/dili,u2s_dense_plus_sparse_from8M,roc_auc,0.8423188405797102,0.0012467138068177855,3,ours,False
tdcommons/half-life-obach,u2s_dense_plus_sparse_from8M,spearmanr,0.18306835058490545,0.04805656827983482,3,ours,False
tdcommons/herg,u2s_dense_plus_sparse_from8M,roc_auc,0.6813451153657339,0.006203463524371628,3,ours,False
tdcommons/ld50-zhu,u2s_dense_plus_sparse_from8M,mean_absolute_error,0.7104817023378215,0.004638851591127147,3,ours,True
tdcommons/lipophilicity-astrazeneca,u2s_dense_plus_sparse_from8M,mean_absolute_error,0.8139195386117637,0.0011319892042881904,3,ours,False
tdcommons/pgp-broccatelli,u2s_dense_plus_sparse_from8M,roc_auc,0.8696791966586688,0.0016473051552400879,3,ours,True
tdcommons/ppbr-az,u2s_dense_plus_sparse_from8M,mean_absolute_error,9.683926048305246,0.0683297716546735,3,ours,False
tdcommons/vdss-lombardo,u2s_dense_plus_sparse_from8M,spearmanr,0.31245721152876255,0.023209867752740306,3,ours,True
polaris/adme-fang-hclint-1,u2s_minimol_full_from8M,pearsonr,0.4449080644891294,0.01421492034471692,3,ours,False
polaris/adme-fang-hppb-1,u2s_minimol_full_from8M,pearsonr,0.3953889568990755,0.004714577597892115,3,ours,False
polaris/adme-fang-perm-1,u2s_minimol_full_from8M,pearsonr,0.5731861125692099,0.0032346410548335044,3,ours,False
polaris/adme-fang-rclint-1,u2s_minimol_full_from8M,pearsonr,0.4511844376516965,0.006814569058981779,3,ours,False
polaris/adme-fang-rppb-1,u2s_minimol_full_from8M,pearsonr,0.4278287028351124,0.0072645000685542405,3,ours,False
polaris/adme-fang-solu-1,u2s_minimol_full_from8M,pearsonr,0.413958575027834,0.025170151768743803,3,ours,False
polaris/pkis2-egfr-wt-reg-v2,u2s_minimol_full_from8M,mean_squared_error,646.1974266652235,6.7957898789775255,3,ours,False
polaris/pkis2-kit-wt-cls-v2,u2s_minimol_full_from8M,pr_auc,0.6024227521903794,0.03964633162160039,3,ours,False
polaris/pkis2-kit-wt-reg-v2,u2s_minimol_full_from8M,mean_squared_error,1002.8593071607181,7.45181525074954,3,ours,False
polaris/pkis2-ret-wt-cls-v2,u2s_minimol_full_from8M,pr_auc,0.49021368374572316,0.021150270722170343,3,ours,False
polaris/pkis2-ret-wt-reg-v2,u2s_minimol_full_from8M,mean_squared_error,1067.0739508297365,25.146098427445843,3,ours,False
tdcommons/ames,u2s_minimol_full_from8M,roc_auc,0.7468699210871567,0.006170760005006067,3,ours,True
tdcommons/bbb-martins,u2s_minimol_full_from8M,roc_auc,0.8266364394413175,0.008511761605567155,3,ours,True
tdcommons/bioavailability-ma,u2s_minimol_full_from8M,roc_auc,0.5780955548165392,0.006935147908044378,3,ours,False
tdcommons/caco2-wang,u2s_minimol_full_from8M,mean_absolute_error,0.6246716960551543,0.001319766831183076,3,ours,False
tdcommons/clearance-hepatocyte-az,u2s_minimol_full_from8M,spearmanr,0.2555592263648651,0.002744489451971059,3,ours,False
tdcommons/clearance-microsome-az,u2s_minimol_full_from8M,spearmanr,0.41175138095647246,0.008045632782231806,3,ours,False
tdcommons/cyp2c9-substrate-carbonmangels,u2s_minimol_full_from8M,pr_auc,0.32927471020492965,0.0204956047452405,3,ours,False
tdcommons/cyp2d6-substrate-carbonmangels,u2s_minimol_full_from8M,pr_auc,0.6458335470521411,0.027193591810509062,3,ours,False
tdcommons/cyp3a4-substrate-carbonmangels,u2s_minimol_full_from8M,roc_auc,0.5989300783604581,0.01699596052799279,3,ours,False
tdcommons/dili,u2s_minimol_full_from8M,roc_auc,0.8282608695652174,0.001279965342946085,3,ours,False
tdcommons/half-life-obach,u2s_minimol_full_from8M,spearmanr,0.10480775979280607,0.05371828737509317,3,ours,False
tdcommons/herg,u2s_minimol_full_from8M,roc_auc,0.7168875797741777,0.02910079850862789,3,ours,False
tdcommons/ld50-zhu,u2s_minimol_full_from8M,mean_absolute_error,0.6989000450373597,0.004013133881343018,3,ours,True
tdcommons/lipophilicity-astrazeneca,u2s_minimol_full_from8M,mean_absolute_error,0.8306425616216548,0.00922910532090618,3,ours,False
tdcommons/pgp-broccatelli,u2s_minimol_full_from8M,roc_auc,0.8364880476317427,0.005233624147063551,3,ours,True
tdcommons/ppbr-az,u2s_minimol_full_from8M,mean_absolute_error,10.100608211436695,0.02670649571270833,3,ours,False
tdcommons/vdss-lombardo,u2s_minimol_full_from8M,spearmanr,0.31842657095262217,0.014753746969427236,3,ours,True
polaris/adme-fang-hclint-1,u2s_mixed_from8M,pearsonr,0.5978645841683488,0.004797942087895161,3,ours,False
polaris/adme-fang-hppb-1,u2s_mixed_from8M,pearsonr,0.7118862724185157,0.0039054034806460334,3,ours,False
polaris/adme-fang-perm-1,u2s_mixed_from8M,pearsonr,0.6667503553420455,0.0027417157016294677,3,ours,False
polaris/adme-fang-rclint-1,u2s_mixed_from8M,pearsonr,0.5969142543585586,0.004090216260563992,3,ours,False
polaris/adme-fang-rppb-1,u2s_mixed_from8M,pearsonr,0.6936091582495042,0.015221970234811958,3,ours,False
polaris/adme-fang-solu-1,u2s_mixed_from8M,pearsonr,0.47619872899321825,0.021332234587119064,3,ours,False
polaris/pkis2-egfr-wt-reg-v2,u2s_mixed_from8M,mean_squared_error,560.8389735086188,14.20693134724926,3,ours,False
polaris/pkis2-kit-wt-cls-v2,u2s_mixed_from8M,pr_auc,0.4704561635050127,0.017242746519870646,3,ours,False
polaris/pkis2-kit-wt-reg-v2,u2s_mixed_from8M,mean_squared_error,995.1895618856814,7.402676664538725,3,ours,False
polaris/pkis2-ret-wt-cls-v2,u2s_mixed_from8M,pr_auc,0.603050299060276,0.01881435694772158,3,ours,False
polaris/pkis2-ret-wt-reg-v2,u2s_mixed_from8M,mean_squared_error,810.0975111912621,55.50793983760302,3,ours,False
tdcommons/ames,u2s_mixed_from8M,roc_auc,0.7853440116965934,0.0030691122809644437,3,ours,True
tdcommons/bbb-martins,u2s_mixed_from8M,roc_auc,0.8686288305190744,0.00278149575901457,3,ours,True
tdcommons/bioavailability-ma,u2s_mixed_from8M,roc_auc,0.6984813213612682,0.0011304776662438096,3,ours,False
tdcommons/caco2-wang,u2s_mixed_from8M,mean_absolute_error,0.6001199313210533,0.07230198598071783,3,ours,False
tdcommons/clearance-hepatocyte-az,u2s_mixed_from8M,spearmanr,0.40601734995136435,0.008705811308355002,3,ours,False
tdcommons/clearance-microsome-az,u2s_mixed_from8M,spearmanr,0.4853136968799607,0.02256571702594185,3,ours,False
tdcommons/cyp2c9-substrate-carbonmangels,u2s_mixed_from8M,pr_auc,0.34728600338673155,0.01663601707046915,3,ours,False
tdcommons/cyp2d6-substrate-carbonmangels,u2s_mixed_from8M,pr_auc,0.6349853023673624,0.005980859511426512,3,ours,False
tdcommons/cyp3a4-substrate-carbonmangels,u2s_mixed_from8M,roc_auc,0.6205545509342978,0.01634204927916425,3,ours,False
tdcommons/dili,u2s_mixed_from8M,roc_auc,0.8099999999999999,0.004433930011819789,3,ours,False
tdcommons/half-life-obach,u2s_mixed_from8M,spearmanr,0.21633473184214194,0.06756085149075318,3,ours,False
tdcommons/herg,u2s_mixed_from8M,roc_auc,0.7484045164457536,0.011539810907867787,3,ours,False
tdcommons/ld50-zhu,u2s_mixed_from8M,mean_absolute_error,0.6738376779695823,0.004103366048191597,3,ours,True
tdcommons/lipophilicity-astrazeneca,u2s_mixed_from8M,mean_absolute_error,0.7067754344764953,0.004623371076625645,3,ours,False
tdcommons/pgp-broccatelli,u2s_mixed_from8M,roc_auc,0.8899848929174442,0.002078144376374058,3,ours,True
tdcommons/ppbr-az,u2s_mixed_from8M,mean_absolute_error,10.197982182569286,0.06068112117717238,3,ours,False
tdcommons/vdss-lombardo,u2s_mixed_from8M,spearmanr,0.321914892081297,0.03475739707753081,3,ours,True
polaris/adme-fang-hclint-1,u2s_sparse_all_from8M,pearsonr,0.4899800179432537,0.006375212668784698,3,ours,False
polaris/adme-fang-hppb-1,u2s_sparse_all_from8M,pearsonr,0.44637375093939463,0.0036416686482076215,3,ours,False
polaris/adme-fang-perm-1,u2s_sparse_all_from8M,pearsonr,0.5240569363691031,0.005292766360273299,3,ours,False
polaris/adme-fang-rclint-1,u2s_sparse_all_from8M,pearsonr,0.5246149543784991,0.003243309093999701,3,ours,False
polaris/adme-fang-rppb-1,u2s_sparse_all_from8M,pearsonr,0.46982530102400877,0.0053678923227741425,3,ours,False
polaris/adme-fang-solu-1,u2s_sparse_all_from8M,pearsonr,0.4458851872619023,0.0040584304895399615,3,ours,False
polaris/pkis2-egfr-wt-reg-v2,u2s_sparse_all_from8M,mean_squared_error,721.1032809431783,1.1388544781894763,3,ours,False
polaris/pkis2-kit-wt-cls-v2,u2s_sparse_all_from8M,pr_auc,0.4721140681375983,0.06127876343334469,3,ours,False
polaris/pkis2-kit-wt-reg-v2,u2s_sparse_all_from8M,mean_squared_error,1049.6736616949295,28.12622765518677,3,ours,False
polaris/pkis2-ret-wt-cls-v2,u2s_sparse_all_from8M,pr_auc,0.5354808461059548,0.053353292670138615,3,ours,False
polaris/pkis2-ret-wt-reg-v2,u2s_sparse_all_from8M,mean_squared_error,972.8996029991536,31.03409054868129,3,ours,False
tdcommons/ames,u2s_sparse_all_from8M,roc_auc,0.7510316108271815,0.005980202714129111,3,ours,True
tdcommons/bbb-martins,u2s_sparse_all_from8M,roc_auc,0.7901031894934334,0.01268164564611988,3,ours,True
tdcommons/bioavailability-ma,u2s_sparse_all_from8M,roc_auc,0.5835273251302517,0.00502395264100419,3,ours,False
tdcommons/caco2-wang,u2s_sparse_all_from8M,mean_absolute_error,0.505518955871993,0.00688291792099663,3,ours,False
tdcommons/clearance-hepatocyte-az,u2s_sparse_all_from8M,spearmanr,0.25999024741125654,0.011645588318914369,3,ours,False
tdcommons/clearance-microsome-az,u2s_sparse_all_from8M,spearmanr,0.4030415167015963,0.005227329847380398,3,ours,False
tdcommons/cyp2c9-substrate-carbonmangels,u2s_sparse_all_from8M,pr_auc,0.33587087930990234,0.032355250449437406,3,ours,False
tdcommons/cyp2d6-substrate-carbonmangels,u2s_sparse_all_from8M,pr_auc,0.4171175705842122,0.019787435300987824,3,ours,False
tdcommons/cyp3a4-substrate-carbonmangels,u2s_sparse_all_from8M,roc_auc,0.5501808318264014,0.00417205189870614,3,ours,False
tdcommons/dili,u2s_sparse_all_from8M,roc_auc,0.8427536231884057,0.00020495848730045784,3,ours,False
tdcommons/half-life-obach,u2s_sparse_all_from8M,spearmanr,0.30705324379181975,0.04285901248286702,3,ours,False
tdcommons/herg,u2s_sparse_all_from8M,roc_auc,0.6947962690230731,0.016099716047339948,3,ours,False
tdcommons/ld50-zhu,u2s_sparse_all_from8M,mean_absolute_error,0.6884216944284305,0.004064159461886592,3,ours,True
tdcommons/lipophilicity-astrazeneca,u2s_sparse_all_from8M,mean_absolute_error,0.8267054419406856,0.002962027658464701,3,ours,False
tdcommons/pgp-broccatelli,u2s_sparse_all_from8M,roc_auc,0.8922509553008087,0.0026348566745300057,3,ours,True
tdcommons/ppbr-az,u2s_sparse_all_from8M,mean_absolute_error,10.174695848862564,0.05872017229585615,3,ours,False
tdcommons/vdss-lombardo,u2s_sparse_all_from8M,spearmanr,0.36166227615643254,0.008000658861598394,3,ours,True
polaris/adme-fang-hclint-1,unsup_8M,pearsonr,0.5721263997818032,0.0145782305721166,3,ours,False
polaris/adme-fang-hppb-1,unsup_8M,pearsonr,0.5211603956991495,0.012241683773967043,3,ours,False
polaris/adme-fang-perm-1,unsup_8M,pearsonr,0.6342346748667891,0.00758636088718784,3,ours,False
polaris/adme-fang-rclint-1,unsup_8M,pearsonr,0.5870936863207384,0.009032295643463568,3,ours,False
polaris/adme-fang-rppb-1,unsup_8M,pearsonr,0.6836090373214123,0.02986289038546715,3,ours,False
polaris/adme-fang-solu-1,unsup_8M,pearsonr,0.4413182979839203,0.009181039641740612,3,ours,False
polaris/pkis2-egfr-wt-reg-v2,unsup_8M,mean_squared_error,544.2224210548154,13.874541024847563,3,ours,False
polaris/pkis2-kit-wt-cls-v2,unsup_8M,pr_auc,0.46780350848240426,0.026592845028028868,3,ours,False
polaris/pkis2-kit-wt-reg-v2,unsup_8M,mean_squared_error,982.4977451603606,15.668226203035966,3,ours,False
polaris/pkis2-ret-wt-cls-v2,unsup_8M,pr_auc,0.6646481042584158,0.0063572542763364,3,ours,False
polaris/pkis2-ret-wt-reg-v2,unsup_8M,mean_squared_error,757.8636327666704,50.38003217981715,3,ours,False
tdcommons/ames,unsup_8M,roc_auc,0.8020364604750435,0.0014807774236285129,3,ours,True
tdcommons/bbb-martins,unsup_8M,roc_auc,0.8803549093183239,0.006193274307307451,3,ours,True
tdcommons/bioavailability-ma,unsup_8M,roc_auc,0.6759782729187451,0.006276637919029866,3,ours,False
tdcommons/caco2-wang,unsup_8M,mean_absolute_error,0.36567879764333744,0.017331648158591978,3,ours,False
tdcommons/clearance-hepatocyte-az,unsup_8M,spearmanr,0.2990215988627213,0.01927445794866787,3,ours,False
tdcommons/clearance-microsome-az,unsup_8M,spearmanr,0.3712480693037748,0.012043284248676383,3,ours,False
tdcommons/cyp2c9-substrate-carbonmangels,unsup_8M,pr_auc,0.34461268756142843,0.010783131634335285,3,ours,False
tdcommons/cyp2d6-substrate-carbonmangels,unsup_8M,pr_auc,0.5776060569102415,0.009835132989367374,3,ours,False
tdcommons/cyp3a4-substrate-carbonmangels,unsup_8M,roc_auc,0.6295207956600362,0.02226769136068797,3,ours,False
tdcommons/dili,unsup_8M,roc_auc,0.8594202898550725,0.0033740425295138775,3,ours,False
tdcommons/half-life-obach,unsup_8M,spearmanr,0.07625527443530455,0.026257038484153127,3,ours,False
tdcommons/herg,unsup_8M,roc_auc,0.8069219440353461,0.020280559454920376,3,ours,False
tdcommons/ld50-zhu,unsup_8M,mean_absolute_error,0.6510497627069263,0.00444308451952875,3,ours,True
tdcommons/lipophilicity-astrazeneca,unsup_8M,mean_absolute_error,0.6987944920821212,0.013305786454466896,3,ours,False
tdcommons/pgp-broccatelli,unsup_8M,roc_auc,0.9039367279836488,0.0005229095483844807,3,ours,True
tdcommons/ppbr-az,unsup_8M,mean_absolute_error,9.652538410450441,0.20641337448874267,3,ours,False
tdcommons/vdss-lombardo,unsup_8M,spearmanr,0.013630895092420154,0.018164198627035784,3,ours,True
polaris/pkis2-ret-wt-cls-v2,CheMeleon,pr_auc,0.5845982,0.03967554515012992,5,reference,
polaris/pkis2-ret-wt-cls-v2,Chemprop,pr_auc,0.4330354,0.0969312401955118,5,reference,
polaris/pkis2-ret-wt-cls-v2,Chemprop_Mordred,pr_auc,0.6562088,0.03765785316982369,5,reference,
polaris/pkis2-ret-wt-cls-v2,MLP_PLR_Pretrained,pr_auc,0.5572208,0.071853863763614,5,reference,
polaris/pkis2-ret-wt-cls-v2,MoLFormer,pr_auc,0.7119356,0.019001921088142634,5,reference,
polaris/pkis2-ret-wt-cls-v2,MolCLR,pr_auc,0.5258128,0.05370726793796162,5,reference,
polaris/pkis2-ret-wt-cls-v2,PCA_MLP,pr_auc,0.6444386,0.050273005060767956,5,reference,
polaris/pkis2-ret-wt-cls-v2,PCA_MLP_Prefitted,pr_auc,0.5971464,0.07161749554850408,5,reference,
polaris/pkis2-ret-wt-cls-v2,RF,pr_auc,0.7002096,0.015085922611494476,5,reference,
polaris/pkis2-ret-wt-cls-v2,RF_Mordred,pr_auc,0.4395844,0.028196627703326507,5,reference,
polaris/pkis2-ret-wt-cls-v2,RF_Morgan,pr_auc,0.6851982,0.03160312401266685,5,reference,
polaris/pkis2-ret-wt-cls-v2,RF_Morgan_Physchem,pr_auc,0.6666586,0.02009717160796515,5,reference,
polaris/pkis2-ret-wt-cls-v2,fastprop,pr_auc,0.602914,0.0818700868498379,5,reference,
polaris/pkis2-ret-wt-cls-v2,minimol,pr_auc,0.843223,0.026028676209135196,5,reference,
polaris/pkis2-ret-wt-reg-v2,CheMeleon,mean_squared_error,637.8076,49.80118972715409,5,reference,
polaris/pkis2-ret-wt-reg-v2,Chemprop,mean_squared_error,1031.2628,64.82865506672185,5,reference,
polaris/pkis2-ret-wt-reg-v2,Chemprop_Mordred,mean_squared_error,938.9376,48.290539581164325,5,reference,
polaris/pkis2-ret-wt-reg-v2,MLP_PLR_Pretrained,mean_squared_error,836.1176,50.966730248663204,5,reference,
polaris/pkis2-ret-wt-reg-v2,MoLFormer,mean_squared_error,1240.054,77.41446288646584,5,reference,
polaris/pkis2-ret-wt-reg-v2,MolCLR,mean_squared_error,1163.424,40.20036795851495,5,reference,
polaris/pkis2-ret-wt-reg-v2,PCA_MLP,mean_squared_error,805.199,48.285581976403705,5,reference,
polaris/pkis2-ret-wt-reg-v2,PCA_MLP_Prefitted,mean_squared_error,833.979,45.15738782082061,5,reference,
polaris/pkis2-ret-wt-reg-v2,RF,mean_squared_error,786.7764,6.3227217746789774,5,reference,
polaris/pkis2-ret-wt-reg-v2,RF_Mordred,mean_squared_error,978.8746,15.600611713647657,5,reference,
polaris/pkis2-ret-wt-reg-v2,RF_Morgan,mean_squared_error,682.1850000000001,11.650548776774434,5,reference,
polaris/pkis2-ret-wt-reg-v2,RF_Morgan_Physchem,mean_squared_error,731.4582,9.533736820365883,5,reference,
polaris/pkis2-ret-wt-reg-v2,fastprop,mean_squared_error,801.1062,34.45706896646898,5,reference,
polaris/pkis2-ret-wt-reg-v2,minimol,mean_squared_error,601.729,67.79669099594757,5,reference,
polaris/pkis2-kit-wt-cls-v2,CheMeleon,pr_auc,0.6930884,0.0369124379612076,5,reference,
polaris/pkis2-kit-wt-cls-v2,Chemprop,pr_auc,0.439825,0.07769693631025615,5,reference,
polaris/pkis2-kit-wt-cls-v2,Chemprop_Mordred,pr_auc,0.4164434,0.028174414965354652,5,reference,
polaris/pkis2-kit-wt-cls-v2,MLP_PLR_Pretrained,pr_auc,0.4671374,0.022140621505278475,5,reference,
polaris/pkis2-kit-wt-cls-v2,MoLFormer,pr_auc,0.6270924,0.039944700202154466,5,reference,
polaris/pkis2-kit-wt-cls-v2,MolCLR,pr_auc,0.3154808,0.020114983334817857,5,reference,
polaris/pkis2-kit-wt-cls-v2,PCA_MLP,pr_auc,0.4925398,0.01071886798873837,5,reference,
polaris/pkis2-kit-wt-cls-v2,PCA_MLP_Prefitted,pr_auc,0.49393360000000003,0.028565475830799665,5,reference,
polaris/pkis2-kit-wt-cls-v2,RF,pr_auc,0.6402216000000001,0.015404897592648922,5,reference,
polaris/pkis2-kit-wt-cls-v2,RF_Mordred,pr_auc,0.5766635999999999,0.03762535847324249,5,reference,
polaris/pkis2-kit-wt-cls-v2,RF_Morgan,pr_auc,0.609764,0.016036750406488214,5,reference,
polaris/pkis2-kit-wt-cls-v2,RF_Morgan_Physchem,pr_auc,0.6537906,0.010273836938554153,5,reference,
polaris/pkis2-kit-wt-cls-v2,fastprop,pr_auc,0.46544979999999997,0.02249578523546132,5,reference,
polaris/pkis2-kit-wt-cls-v2,minimol,pr_auc,0.6168778,0.07601840472780264,5,reference,
