task,seed,metric,value
polaris/adme-fang-hclint-1,44,mean_squared_error,0.23835481527611818
polaris/adme-fang-hclint-1,44,spearmanr,0.6551642434959125
polaris/adme-fang-hclint-1,44,r2,0.3863318237169281
polaris/adme-fang-hclint-1,44,mean_absolute_error,0.38112249859096775
polaris/adme-fang-hclint-1,44,explained_var,0.38703052937855664
polaris/adme-fang-hclint-1,44,pearsonr,0.6538714891002118
polaris/adme-fang-hclint-1,119,mean_squared_error,0.2324816836402376
polaris/adme-fang-hclint-1,119,spearmanr,0.6653146469927153
polaris/adme-fang-hclint-1,119,r2,0.4014527851956634
polaris/adme-fang-hclint-1,119,mean_absolute_error,0.37811445028793833
polaris/adme-fang-hclint-1,119,explained_var,0.40207303975211683
polaris/adme-fang-hclint-1,119,pearsonr,0.6624073134104878
polaris/adme-fang-hclint-1,711,mean_squared_error,0.22938404076176125
polaris/adme-fang-hclint-1,711,spearmanr,0.6728966601451176
polaris/adme-fang-hclint-1,711,r2,0.4094279748464734
polaris/adme-fang-hclint-1,711,mean_absolute_error,0.37820868370724114
polaris/adme-fang-hclint-1,711,explained_var,0.40972416220599495
polaris/adme-fang-hclint-1,711,pearsonr,0.6678913903796645
polaris/adme-fang-hppb-1,44,mean_squared_error,0.2518047377526161
polaris/adme-fang-hppb-1,44,spearmanr,0.7809611146636661
polaris/adme-fang-hppb-1,44,r2,0.5842327742241242
polaris/adme-fang-hppb-1,44,mean_absolute_error,0.39501899890173897
polaris/adme-fang-hppb-1,44,explained_var,0.6381441165224562
polaris/adme-fang-hppb-1,44,pearsonr,0.7997754996073492
polaris/adme-fang-hppb-1,119,mean_squared_error,0.2591794260422755
polaris/adme-fang-hppb-1,119,spearmanr,0.766445108814899
polaris/adme-fang-hppb-1,119,r2,0.5720560625445932
polaris/adme-fang-hppb-1,119,mean_absolute_error,0.3997516708041314
polaris/adme-fang-hppb-1,119,explained_var,0.6330038142371359
polaris/adme-fang-hppb-1,119,pearsonr,0.796163092175153
polaris/adme-fang-hppb-1,711,mean_squared_error,0.31137224284382675
polaris/adme-fang-hppb-1,711,spearmanr,0.7514707027814342
polaris/adme-fang-hppb-1,711,r2,0.48587792769024196
polaris/adme-fang-hppb-1,711,mean_absolute_error,0.45744457030584007
polaris/adme-fang-hppb-1,711,explained_var,0.5802300554698108
polaris/adme-fang-hppb-1,711,pearsonr,0.7624381446122409
polaris/adme-fang-perm-1,44,mean_squared_error,0.2219904827494227
polaris/adme-fang-perm-1,44,spearmanr,0.7464777362600988
polaris/adme-fang-perm-1,44,r2,0.5518897626288274
polaris/adme-fang-perm-1,44,mean_absolute_error,0.3638415799483623
polaris/adme-fang-perm-1,44,explained_var,0.5519565789699997
polaris/adme-fang-perm-1,44,pearsonr,0.7499590766973308
polaris/adme-fang-perm-1,119,mean_squared_error,0.2269681729147925
polaris/adme-fang-perm-1,119,spearmanr,0.7390464078096308
polaris/adme-fang-perm-1,119,r2,0.5418417916800826
polaris/adme-fang-perm-1,119,mean_absolute_error,0.3618369668135862
polaris/adme-fang-perm-1,119,explained_var,0.5425580314555696
polaris/adme-fang-perm-1,119,pearsonr,0.745076857711174
polaris/adme-fang-perm-1,711,mean_squared_error,0.23948104819518584
polaris/adme-fang-perm-1,711,spearmanr,0.7265176559946376
polaris/adme-fang-perm-1,711,r2,0.5165832876097882
polaris/adme-fang-perm-1,711,mean_absolute_error,0.3733398824627208
polaris/adme-fang-perm-1,711,explained_var,0.5166071507227332
polaris/adme-fang-perm-1,711,pearsonr,0.7312106293464863
polaris/adme-fang-rclint-1,44,mean_squared_error,0.32565886878755723
polaris/adme-fang-rclint-1,44,spearmanr,0.6569169592036013
polaris/adme-fang-rclint-1,44,r2,0.42314635646534715
polaris/adme-fang-rclint-1,44,mean_absolute_error,0.4506392249862985
polaris/adme-fang-rclint-1,44,explained_var,0.42341393814115946
polaris/adme-fang-rclint-1,44,pearsonr,0.6603335455478623
polaris/adme-fang-rclint-1,119,mean_squared_error,0.31738641055712513
polaris/adme-fang-rclint-1,119,spearmanr,0.6680132919001737
polaris/adme-fang-rclint-1,119,r2,0.43779971962717157
polaris/adme-fang-rclint-1,119,mean_absolute_error,0.44079516771672245
polaris/adme-fang-rclint-1,119,explained_var,0.43874864434866434
polaris/adme-fang-rclint-1,119,pearsonr,0.6736352836670046
polaris/adme-fang-rclint-1,711,mean_squared_error,0.34548503904595473
polaris/adme-fang-rclint-1,711,spearmanr,0.6439920879124861
polaris/adme-fang-rclint-1,711,r2,0.3880274033305079
polaris/adme-fang-rclint-1,711,mean_absolute_error,0.4594731566253518
polaris/adme-fang-rclint-1,711,explained_var,0.39021842237487825
polaris/adme-fang-rclint-1,711,pearsonr,0.6454331286176214
polaris/adme-fang-rppb-1,44,mean_squared_error,0.4240950435130964
polaris/adme-fang-rppb-1,44,spearmanr,0.7573913043478261
polaris/adme-fang-rppb-1,44,r2,0.522674572372696
polaris/adme-fang-rppb-1,44,mean_absolute_error,0.493236354672755
polaris/adme-fang-rppb-1,44,explained_var,0.5429832289271216
polaris/adme-fang-rppb-1,44,pearsonr,0.7434444323558559
polaris/adme-fang-rppb-1,119,mean_squared_error,0.44394684332186035
polaris/adme-fang-rppb-1,119,spearmanr,0.7130434782608696
polaris/adme-fang-rppb-1,119,r2,0.5003310694767531
polaris/adme-fang-rppb-1,119,mean_absolute_error,0.5092901516625955
polaris/adme-fang-rppb-1,119,explained_var,0.522006389535987
polaris/adme-fang-rppb-1,119,pearsonr,0.7285194677509289
polaris/adme-fang-rppb-1,711,mean_squared_error,0.4353193172030325
polaris/adme-fang-rppb-1,711,spearmanr,0.7182608695652173
polaris/adme-fang-rppb-1,711,r2,0.5100414814634664
polaris/adme-fang-rppb-1,711,mean_absolute_error,0.5041977204366225
polaris/adme-fang-rppb-1,711,explained_var,0.5248546028271814
polaris/adme-fang-rppb-1,711,pearsonr,0.7426315934022836
polaris/adme-fang-solu-1,44,mean_squared_error,0.39467738414186954
polaris/adme-fang-solu-1,44,spearmanr,0.4829904051634212
polaris/adme-fang-solu-1,44,r2,0.27205287149368085
polaris/adme-fang-solu-1,44,mean_absolute_error,0.4523720531408213
polaris/adme-fang-solu-1,44,explained_var,0.27609393622587797
polaris/adme-fang-solu-1,44,pearsonr,0.5378356928666422
polaris/adme-fang-solu-1,119,mean_squared_error,0.3872627604434992
polaris/adme-fang-solu-1,119,spearmanr,0.4833186269494742
polaris/adme-fang-solu-1,119,r2,0.28572848161742537
polaris/adme-fang-solu-1,119,mean_absolute_error,0.4436343016928286
polaris/adme-fang-solu-1,119,explained_var,0.2906226093416401
polaris/adme-fang-solu-1,119,pearsonr,0.5552757271642141
polaris/adme-fang-solu-1,711,mean_squared_error,0.40001749206931125
polaris/adme-fang-solu-1,711,spearmanr,0.47412335439316167
polaris/adme-fang-solu-1,711,r2,0.2622035201300422
polaris/adme-fang-solu-1,711,mean_absolute_error,0.4557839402617326
polaris/adme-fang-solu-1,711,explained_var,0.2642038603855579
polaris/adme-fang-solu-1,711,pearsonr,0.5350741791359559
polaris/pkis2-egfr-wt-reg-v2,44,mean_squared_error,539.7995549860234
polaris/pkis2-egfr-wt-reg-v2,44,spearmanr,0.35306016048697664
polaris/pkis2-egfr-wt-reg-v2,44,r2,0.3300810672111373
polaris/pkis2-egfr-wt-reg-v2,44,mean_absolute_error,18.78417141278544
polaris/pkis2-egfr-wt-reg-v2,44,explained_var,0.33470040555189506
polaris/pkis2-egfr-wt-reg-v2,44,pearsonr,0.5912063744837264
polaris/pkis2-egfr-wt-reg-v2,119,mean_squared_error,575.8187020344418
polaris/pkis2-egfr-wt-reg-v2,119,spearmanr,0.3476275951068276
polaris/pkis2-egfr-wt-reg-v2,119,r2,0.2853794583866055
polaris/pkis2-egfr-wt-reg-v2,119,mean_absolute_error,19.225540772071902
polaris/pkis2-egfr-wt-reg-v2,119,explained_var,0.29468865421503687
polaris/pkis2-egfr-wt-reg-v2,119,pearsonr,0.5593217837127653
polaris/pkis2-egfr-wt-reg-v2,711,mean_squared_error,561.4598844342506
polaris/pkis2-egfr-wt-reg-v2,711,spearmanr,0.34243957601053204
polaris/pkis2-egfr-wt-reg-v2,711,r2,0.30319948745846914
polaris/pkis2-egfr-wt-reg-v2,711,mean_absolute_error,19.097948119270143
polaris/pkis2-egfr-wt-reg-v2,711,explained_var,0.3095600932423612
polaris/pkis2-egfr-wt-reg-v2,711,pearsonr,0.5752775717472025
polaris/pkis2-kit-wt-cls-v2,44,roc_auc,0.8205996131528046
polaris/pkis2-kit-wt-cls-v2,44,mcc,0.44387210867543037
polaris/pkis2-kit-wt-cls-v2,44,accuracy,0.853448275862069
polaris/pkis2-kit-wt-cls-v2,44,cohen_kappa,0.41028708133971303
polaris/pkis2-kit-wt-cls-v2,44,f1,0.48484848484848486
polaris/pkis2-kit-wt-cls-v2,44,pr_auc,0.6165272606540548
polaris/pkis2-kit-wt-cls-v2,119,roc_auc,0.8143133462282398
polaris/pkis2-kit-wt-cls-v2,119,mcc,0.5632951168264843
polaris/pkis2-kit-wt-cls-v2,119,accuracy,0.8793103448275862
polaris/pkis2-kit-wt-cls-v2,119,cohen_kappa,0.5438202247191011
polaris/pkis2-kit-wt-cls-v2,119,f1,0.6111111111111112
polaris/pkis2-kit-wt-cls-v2,119,pr_auc,0.6515159801006729
polaris/pkis2-kit-wt-cls-v2,711,roc_auc,0.8191489361702128
polaris/pkis2-kit-wt-cls-v2,711,mcc,0.47819502975103756
polaris/pkis2-kit-wt-cls-v2,711,accuracy,0.8620689655172413
polaris/pkis2-kit-wt-cls-v2,711,cohen_kappa,0.432762836185819
polaris/pkis2-kit-wt-cls-v2,711,f1,0.5
polaris/pkis2-kit-wt-cls-v2,711,pr_auc,0.6390355207580012
polaris/pkis2-kit-wt-reg-v2,44,mean_squared_error,946.0931809930883
polaris/pkis2-kit-wt-reg-v2,44,spearmanr,0.46693171473091866
polaris/pkis2-kit-wt-reg-v2,44,r2,0.2159561694004829
polaris/pkis2-kit-wt-reg-v2,44,mean_absolute_error,24.119071641060447
